Player,Guild,Kills,Deaths,Fame
PrettyPower,Meerkat Assemble,12,44,13730258
TTaco,MO GU,13,41,13887235
CannibaIism,ALBION AFTER S3X,68,30,3950885
z2yfwm,PLAC,19,16,34526956
Damieyo19,HeIIo Kitty,45,20,29410510
Sou3l,Speed Check,28,27,3327255
craneshenn,Earn money,29,30,15663760
fengxxi,HeIIo Kitty,63,15,23762627
Dyntho,Meerkat Assemble,31,45,9596370
OhHiYo,Meerkat Assemble,18,27,14047910
bigmeatgood,PalaceGUARD,69,10,31560225
jyana,CRACKER,3,31,15513149
shz9573,All Rise,12,24,21287497
GGSG,Maharlika,60,23,21942578
xSmuggCafex,AFTERMATH,3,29,7914496
Eggcell,MAX VERSTAPPEN,18,15,3980100
MatzNT,Kunfayakun,19,24,2493526
Prisoner627,AFTERMATH,51,37,11012541
RoMaViN,MO GU,34,45,10952746
BowhBlyat,Conscripted,16,20,9928425
AminorZ,snow forest,59,25,24160606
xMori,COALITION,49,19,10818717
PandaiBesi77,Maharlika,5,36,12789563
GANMA,Rescue Station,31,41,12929843
Suii,The Neighborhood,69,43,15341376
zondyer1,Western Paradise,40,28,8803498
Chedan,snow forest,67,37,14618945
YoJamix,Western Paradise,38,50,9166317
GWtampolLU,Meerkat Assemble,14,19,11733737
Soniwings,Conscripted,15,21,11981501
Krystsl,All Rise,57,46,17622563
bjergerking,Initial Engage,16,16,6336531
FLE,S A B O N G,41,20,19994769
Lokkeeee,Griffin Empire,30,45,15030282
KONTORUDESKA,Ruthless,75,27,4287934
Blacktop,Maharlika,25,14,21966995
Cxeaouz,COALITION,28,21,11209482
Friedcorn,Nemo Nemo,36,31,7805031
Janix,Conscripted,53,19,11210675
taigeaini,Earn money,47,25,10956603
Rzlaydi,ABSURDVOH,110,25,6322771
AnyeBBG,Western Paradise,14,35,10041628
Wyjrlove,Artery,65,28,10721159
Leuvis,MO GU,48,27,7733150
bombheekaree69,S A B O N G,26,29,22647984
8huazai,SO EZ,42,35,11672533
Blue88,All Rise,57,16,28423841
Veyl,Raze,9,33,8965984
Xxiu,Forever Night,38,33,8345147
jiuguan112,-,14,15,943230
MeiMaobing777,MO GU,19,42,8447310
SHAD0W,MO GU,8,39,10479188
HeroKillerr,Rescue Station,8,17,15231618
YNshijian,Crusader Kings,43,20,11586102
AMAOAO,HappyDay,29,57,12966033
KeithCat,not cute anymore,58,20,13411145
AuroraBubble,Endless Combat,15,43,10027085
Zhergh,COALITION,52,37,11223754
ykk1,Wing of Liberty,99,31,7264244
FearDierence,Rescue Station,48,34,15087863
SeenTinel,AFTERMATH,31,23,10796624
jejupension,Meerkat Assemble,51,42,12939821
FishFighter,Western Paradise,24,25,6541435
mhhiok,Artery,10,23,10126129
IamW1NGs,not cute anymore,30,35,5038340
Julian1004,All Rise,18,41,16134706
DEFFINEL,Meerkat Assemble,60,31,16860222
MiyamotoMusashii,CapybarAAAA,15,42,5136972
Shower,Chikipi,28,26,17304150
ReyyrPH,Conscripted,2,20,8330859
luckOVOwu,Earn money,28,20,13274281
Ambereen,Summers,0,10,18596719
HaxxyAlt,Snake Snake Fish Fish,17,30,12172916
chabor,All Rise,1,35,20618777
Mew1,xCUTIESx,23,51,9416275
YuFei26,xCUTIESx,17,42,12549278
LIS4,Snake Snake Fish Fish,88,29,13714086
Serrito,Snake Snake Fish Fish,22,24,13093700
runho224,chill here,4,23,14472935
Fjoskr,BARDS ALE,57,15,5396390
Flowes,AFTERMATH,8,29,9350293
NewBeta,Summers,33,24,26296899
Zhudy,All Rise,1,32,18746805
DIEjoubu,Crimson Radiance,45,24,7155333
chaofan,HeIIo Kitty,82,17,29809541
Nysmm,Rescue Station,6,29,15718905
zweuiss,R O O K I E S,45,31,12461896
Raborteg,Maharlika,1,53,10941113
jiaran2h,Earn money,41,36,10167329
summercatOvO,All Rise,9,25,13998488
G33Y4,Speed Check,2,21,3171250
Shiryu,BeasTDaK,37,23,9983010
KAPITANLIN,MO GU,18,41,11584880
goi5bo61di9con,Rescue Station,45,31,13633809
GreenALGAE,Initial Engage,43,26,11193799
HYOJUN2001,Meerkat Assemble,69,15,16303348
Deknoi,Summers,1,17,27261006
fuzia,MO GU,30,15,14284481
Kratos274,Griffin Empire,55,38,13965608
MMuradin,Meerkat Assemble,106,23,21196790
catkidsocutee,Snake Snake Fish Fish,2,27,12132332
heash,Maharlika,5,38,15752140
Cottonfarmer6000,Snake Snake Fish Fish,26,26,11976576
Shuelinaa,Speed Check,130,17,4157073
tangmingyang,MO GU,59,49,9582475
8bite,2077,26,61,5972967
KontolTerkulai,Maharlika,3,44,11251239
HitelHeil,HappyDay,16,23,7481643
llShiizall,S Y N D I C A T E S,28,36,9211709
S1K4S4,ABSURDVOH,106,19,3894853
Mrspeed,Speed Check,36,18,4405846
TikiCJ,Summers,17,20,19334305
FrNBD,Meow Immortal,15,38,8675205
Shokouu,Conscripted,18,18,10839902
PERRY0716,HappyDay,3,54,9386872
Reevvv,Maharlika,8,43,5377869
TyAly,Rescue Station,34,35,10666972
LostVen,Speed Check,9,43,2586240
14789,Pink Memory,82,16,20493237
seungchani,REGROUP,32,49,16275308
Sirius,Fenr,36,19,10790378
ShaClowns,CATHEDRAL OF RAT,53,30,14463600
Krazykardo,BeasTDaK,5,24,7802112
Jinfff,CCTV,15,21,18526309
9GM,All The Villains,58,27,17537664
SheepOP,snow forest,18,19,13774527
RATATAAA,Meerkat Assemble,40,23,10378561
RocketearGather,Dreamweavers,74,11,4125249
RedLain,Nemo Nemo,34,40,7328421
NekoXiN,AFTERMATH,42,22,7513677
Franthiw,Snake Snake Fish Fish,21,24,12874679
SODA,Maharlika,3,24,21755360
MeiRenPeiZih,Western Paradise,46,34,6954618
KoreanPaladin,Nemo Nemo,24,32,9969900
JrBSmith,Summers,3,24,17841258
AllrightGO,MO GU,12,34,11535860
cctvniubi,HeIIo Kitty,57,11,30317057
niuyeye123,HappyDay,54,45,9745372
AOOWOOA,Nemo Nemo,24,36,10085203
BlackBeardZAZA,PLAC,17,10,37289640
HotDo,Nemo Nemo,29,29,8060352
Robinhut05,Rescue Station,103,20,22644300
Meowsicle,Meerkat Assemble,20,37,16071157
Regretfish,MO GU,42,38,10265555
1der5,Minerva-X,16,22,23331046
Coleton,Rescue Station,52,25,15541293
DDanzi,REGROUP,3,30,13005962
NaiNaiYi,Chikipi,22,22,16850112
Rathering,Griffin Empire,57,26,24305220
SotoBanjar,Maharlika,6,25,21192345
MhooKrob,PAPAYA POKPOK,85,17,14258682
Miakasa,G A I J I N,16,10,1157844
shengkou,All Rise,56,30,18163298
winteraki,Blackfang Covenant,0,14,3113929
SuckMaDik,MAX VERSTAPPEN,90,26,6209388
Frozenwkc,Western Paradise,4,30,7806188
rookieeee,All Rise,15,14,33001081
Rita,Good Times,37,23,15442673
RBUBU,Minerva-X,49,33,19840479
Mramnur,Netorare,42,12,3286408
Edgefield,KATANA,26,22,10191521
SeeMeRollin,Initial Engage,36,17,10908981
Rizz,REGROUP,84,17,12865258
SirL4ncelot,Meerkat Assemble,13,28,11202841
REDMAN,Raze,72,17,7251779
Heinrik,Conscripted,19,17,9960282
IlIIIIIllIIII,S A B O N G,16,31,12883742
Mozteneo,Snake Snake Fish Fish,14,28,11681229
Fu0115,HuaDaBin,38,18,11315538
ii12Quu,Summers,17,23,30132873
stay455,CCTV,80,26,22531504
FSheng,Artery,32,28,8085013
H0r1zon,Topspire,85,24,14004887
Nesw,PLAC,44,38,17355264
jojie,Speed Check,127,17,4186501
Shaadd,Maharlika,17,39,27855895
Nidddd,Driffter,44,25,2158194
MemetBengkel,AFTERMATH,19,30,8396617
Baoyu,Reworld,6,20,8765005
Mitsui001,CapybarAAAA,43,29,3847548
Nazaricksebas,CCTV,16,35,14377824
wishcash,High Cards,22,20,2829720
Jiyouma,MAX VERSTAPPEN,76,19,3152670
Sb4562hao,Maharlika,17,22,11134273
odl,-,36,16,2365230
Cranberry,Maharlika,74,30,16415485
Dyoomiii,HEGEMONY,2,17,2579736
Knightdell,Maharlika,45,58,11167036
youngfahsa,Topspire,27,19,10137711
Adenry,All The Villains,15,29,18048441
BlueDice07,Topspire,62,29,9824632
jooasonw,Western Paradise,8,27,8792007
Zx920,PLAC,113,28,20136894
huangfudage,MO GU,11,31,8185730
sandwsly,PLANET,110,32,6321683
8tree,All Rise,114,23,22183171
sumin128,Meerkat Assemble,51,30,7846310
BeaRatChaser,Chikipi,69,17,25742228
Gaesanz,Maharlika,11,59,9818223
AHZzzzz,All The Villains,6,15,14597966
k1ngfrom,CCTV,22,34,9253011
aditya9,KAKI TIGA,1,6,1547137
LilYo,Meerkat Assemble,8,23,15994805
DontBlameMe,Maharlika,0,37,22361169
Natsumi,Snake Snake Fish Fish,1,32,11775134
shs69,Pink Memory,25,27,15508912
Guraves,REGROUP,43,19,16731360
song1213,SubuTai,25,26,19317915
GosiBiru,Singosari,48,19,4147768
Ayudame,Conscripted,3,19,13269419
lorreym,Summers,14,20,20228164
ImSxd,Lazy Bear,61,26,3007183
bandal22,Nemo Nemo,49,34,7791855
Thuck,Chikipi,19,22,23834128
MorsCertissima,Initial Engage,38,20,6963100
BisayangPogi,BeasTDaK,60,21,9751646
noobdragon,Chikipi,75,29,18716310
NongNong,REGROUP,8,8,11044917
MASTER1124,COALITION,13,20,10083685
HungPeso,Rescue Station,3,32,11650096
OMgNick,Forever Night,16,19,9021112
Kennem,Topspire,9,21,11050542
JSANG,Maharlika,14,21,13611915
3Ocm,SPCL Brotherhood,1,21,8366607
MikoOzzy,Maharlika,47,34,14431976
OmegaGigaChad,BeasTDaK,23,10,7769483
0zaawA,AFTERMATH,12,42,4948003
wi88,Western Paradise,10,40,7443225
Ssssssjjjjj,Western Paradise,44,47,7764937
Shinleaw,MO GU,65,18,14148629
pololo008,Forever Night,43,31,7954204
Zsa04,BeasTDaK,58,16,7765586
hyungmini,Meerkat Assemble,16,24,9013219
Jeongyeoni,SubuTai,28,24,16701379
Yihufa,Red Circle,15,31,2642880
typomai,Rescue Station,65,21,15755636
Aeccs,-,5,10,964414
b1lll,SubuTai,86,20,16603704
Kanyarat,PLAC,126,14,33010116
TreeAndMountain,Demitasse,28,43,6980723
Yyotte,The Myth,21,20,5927788
KENIN,Topspire,14,27,10317247
QUYDA369,666GG,26,9,22854114
ERThomas,MO GU,39,28,12125779
kingworld333,Good Times,58,15,19053821
Cnggggg,snow forest,24,29,13612871
Sanr1o,S A B O N G,6,27,15224918
NingSan,All The Villains,82,27,19161880
Jurogi,Maharlika,16,14,11163776
wlsdud07,Shining Star,16,27,5077574
suminaaa,Chikipi,14,39,13202364
1qqqpp,Reworld,26,42,6728743
NnMeow,Chikipi,9,24,14443644
1JISULIFE1,Topspire,3,19,9256278
lilsatoruleon,SubuTai,48,27,14483856
fishlonely,HuaDaBin,50,31,10282785
xyzttt,Forever Night,48,29,9266314
Scowlne,Griffin Empire,40,34,11820451
9yo,Summers,15,31,10746795
LiuMo,Forever Night,44,20,8306958
