Player,Guild,Wins,Losses,Total,Winrate_%
Africanblackstic,Artery,128,82,210,60.95
heybaragi,Meerkat Assemble,125,92,217,57.6
Momoring,Speed Check,123,67,190,64.74
MrDog91,Artery,120,71,191,62.83
JunShiZhang,Artery,117,73,190,61.58
Erwan,Speed Check,115,49,164,70.12
2018344137,Artery,114,67,181,62.98
Bamboohorse,Artery,109,63,172,63.37
Typpe,Speed Check,108,46,154,70.13
NCOUNT,Artery,108,75,183,59.02
jxxb,All Rise,106,50,156,67.95
BellaJJ,Meerkat Assemble,103,61,164,62.8
9527Ikun,Artery,102,59,161,63.35
CrispyHotdog,MAX VERSTAPPEN,102,143,245,41.63
MKP9527,Artery,101,60,161,62.73
F0lded,Speed Check,100,29,129,77.52
laxibaidai,Artery,100,52,152,65.79
Sangnom,Meerkat Assemble,99,71,170,58.24
Jimmyso,All Rise,97,45,142,68.31
Archaim,Speed Check,97,46,143,67.83
vennyJ,Speed Check,96,47,143,67.13
Allicrum,MAX VERSTAPPEN,96,159,255,37.65
baisimeimei,All Rise,95,54,149,63.76
SayurBasi,Speed Check,94,49,143,65.73
Miyaiku,Topspire,94,82,176,53.41
Glenledas,All Rise,92,37,129,71.32
SoeYe,Speed Check,92,37,129,71.32
DevilSkin,Meerkat Assemble,91,70,161,56.52
oreeeeeeo,Chikipi,90,48,138,65.22
kelembot,Topspire,90,86,176,51.14
6oo,HeIIo Kitty,89,78,167,53.29
1024Medic,Speed Check,87,40,127,68.5
Sylarwoz,Speed Check,86,35,121,71.07
DavidLaidJr,MAX VERSTAPPEN,86,126,212,40.57
OjSimpson,Artery,85,44,129,65.89
Sunyoo,Chikipi,85,52,137,62.04
ZLL,HeIIo Kitty,85,67,152,55.92
suirenka,All Rise,84,32,116,72.41
waterdrip,All Rise,84,34,118,71.19
Negarino,Topspire,84,78,162,51.85
Tatakai,All Rise,82,30,112,73.21
xiaolll,All Rise,82,37,119,68.91
aLakabOom,BeasTDaK,82,38,120,68.33
LBJ778,Chikipi,81,55,136,59.56
Grindas,Topspire,81,65,146,55.48
Gafx,MAX VERSTAPPEN,80,137,217,36.87
lokee1337,Chikipi,79,41,120,65.83
nano1337,Chikipi,79,44,123,64.23
SHREDDEDFRED,Speed Check,78,31,109,71.56
wootak,Meerkat Assemble,78,53,131,59.54
Dangherenmin,All Rise,77,41,118,65.25
pillowcake,Rescue Station,77,64,141,54.61
OnikaKing,Speed Check,76,34,110,69.09
Layna,All Rise,76,39,115,66.09
LOTTO31,Meerkat Assemble,76,50,126,60.32
Bigsize,Meerkat Assemble,76,57,133,57.14
JustTryIt,Chikipi,75,35,110,68.18
Mrcyyy,Initial Engage,75,64,139,53.96
GoGoBeBe,All Rise,74,26,100,74.0
ScarlettNat,HeIIo Kitty,74,59,133,55.64
0rangeee,HeIIo Kitty,74,61,135,54.81
LaNagumo,Rescue Station,74,62,136,54.41
IamJH,Speed Check,73,25,98,74.49
lingluo,Artery,73,37,110,66.36
Fat2Cat,Meerkat Assemble,73,47,120,60.83
TTkol,Initial Engage,73,52,125,58.4
Yishajie,Artery,72,50,122,59.02
zonan,Initial Engage,72,54,126,57.14
DuyEnd,Rescue Station,72,73,145,49.66
L0ngdan,All Rise,71,29,100,71.0
ALPHA1,Meerkat Assemble,71,57,128,55.47
CONCUTOCHABA,MAX VERSTAPPEN,71,91,162,43.83
Sheeon,Initial Engage,70,40,110,63.64
duguqubai,All The Villains,70,48,118,59.32
ScriptZe,Western Paradise,70,74,144,48.61
Jisoo,All Rise,69,37,106,65.09
znlskcak,Meerkat Assemble,69,46,115,60.0
jannn26,Rescue Station,69,61,130,53.08
babydino,xCUTIESx,69,94,163,42.33
Emeng,All Rise,68,32,100,68.0
iDntCar3,Meerkat Assemble,68,46,114,59.65
zos1,Meerkat Assemble,68,47,115,59.13
Wackyyy,HeIIo Kitty,68,55,123,55.28
MyBabyTootz,Topspire,68,63,131,51.91
shz9573,All Rise,67,22,89,75.28
Greennnnn,Chikipi,67,29,96,69.79
EmiliaRose,Topspire,67,48,115,58.26
Morbide,AFTERMATH,67,54,121,55.37
UNTaker2,Initial Engage,67,57,124,54.03
Ppuppu,xCUTIESx,67,86,153,43.79
summercatOvO,All Rise,66,19,85,77.65
jie1973,All The Villains,66,39,105,62.86
Coffee,Meerkat Assemble,66,48,114,57.89
Escanor,Initial Engage,66,51,117,56.41
ReturnOfDooly,Meerkat Assemble,66,54,120,55.0
MaidinG,HeIIo Kitty,66,57,123,53.66
ohmyguy,xCUTIESx,66,81,147,44.9
External,xCUTIESx,66,88,154,42.86
chabor,All Rise,65,21,86,75.58
4011,All Rise,65,27,92,70.65
Meow5five,Chikipi,65,35,100,65.0
SchnellXD,Summers,65,36,101,64.36
rbubububu,Chikipi,65,39,104,62.5
how2lose0001YT,Chikipi,65,41,106,61.32
iceeeeeowo,Western Paradise,65,76,141,46.1
shengkou,All Rise,64,18,82,78.05
TakingEasy,All Rise,64,27,91,70.33
lzyy,Chikipi,64,29,93,68.82
Shaggyyy,Summers,64,36,100,64.0
DailySilverV2,Topspire,64,45,109,58.72
Pon,Conscripted,64,57,121,52.89
Ambereen,Summers,63,21,84,75.0
MHBoss,Summers,63,29,92,68.48
Sunderingbeaver,BeasTDaK,63,32,95,66.32
FREDEL,Initial Engage,63,34,97,64.95
miaomiaozhaoli,PLAC,63,36,99,63.64
TreadWay,BeasTDaK,63,37,100,63.0
McTok1s,Meerkat Assemble,63,49,112,56.25
AhGeeZai,HeIIo Kitty,63,50,113,55.75
MBLI,All Rise,62,13,75,82.67
8tree,All Rise,62,18,80,77.5
cuixisi,All The Villains,62,33,95,65.26
Jingle,F A M I L Y,62,35,97,63.92
iwanzi,All The Villains,62,38,100,62.0
Nev,MAX VERSTAPPEN,62,47,109,56.88
Zhudy,All Rise,61,24,85,71.76
Blue88,All Rise,61,26,87,70.11
ruofu,Artery,61,34,95,64.21
Jiojee,Chikipi,61,36,97,62.89
baihuz1,PLAC,61,51,112,54.46
henryho1996,HeIIo Kitty,61,56,117,52.14
FiatFiat,Summers,60,16,76,78.95
Julian1004,All Rise,60,26,86,69.77
ThongSniffrr,Speed Check,60,31,91,65.93
DubuBlue,Summers,60,33,93,64.52
MMRmao,Chikipi,60,35,95,63.16
0sio,Initial Engage,60,41,101,59.41
Afferaclya,Topspire,60,53,113,53.1
SeitanQVQ,HeIIo Kitty,60,56,116,51.72
1ndosMom,Conscripted,60,60,120,50.0
Zhecall,MO GU,60,67,127,47.24
FightD0g,Maharlika,60,71,131,45.8
PiPibeng,Western Paradise,60,74,134,44.78
Ida28,xCUTIESx,60,109,169,35.5
NewBeta,Summers,59,25,84,70.24
Krystsl,All Rise,59,29,88,67.05
BigGrandpa,PLAC,59,32,91,64.84
blueleap123,Initial Engage,59,33,92,64.13
Jessienggg,Initial Engage,59,49,108,54.63
BeliauNih,AFTERMATH,59,51,110,53.64
LuXiZyuan,Topspire,59,51,110,53.64
TuongVy0106,Meerkat Assemble,59,52,111,53.15
motihamaru,Meerkat Assemble,59,52,111,53.15
victorwinner,HeIIo Kitty,59,56,115,51.3
AnhQuan511,Rescue Station,59,82,141,41.84
Shower,Chikipi,58,28,86,67.44
LovelyGomary,Summers,58,31,89,65.17
Melonkiki,Summers,58,33,91,63.74
mouxusheng,All Rise,58,40,98,59.18
ze1799,Artery,58,41,99,58.59
Alibaba1688,Artery,58,46,104,55.77
yuki7777,HeIIo Kitty,58,49,107,54.21
Liftin,Conscripted,58,59,117,49.57
Shuelinaa,Speed Check,57,27,84,67.86
MimiBoss,Meerkat Assemble,57,41,98,58.16
JaquelynMoto,Initial Engage,57,44,101,56.44
ElanciaXD,Meerkat Assemble,57,45,102,55.88
Drling,Western Paradise,57,54,111,51.35
513Tea,HeIIo Kitty,57,57,114,50.0
roger8877,Western Paradise,57,87,144,39.58
darkchoco66,xCUTIESx,57,89,146,39.04
apple0112,Summers,56,19,75,74.67
jojie,Speed Check,56,25,81,69.14
eloquence,Meerkat Assemble,56,34,90,62.22
Iozon,Meerkat Assemble,56,38,94,59.57
Zapplein,AFTERMATH,56,39,95,58.95
Comelet,Rescue Station,56,40,96,58.33
chuayi,Meerkat Assemble,56,43,99,56.57
DinYakz,Rescue Station,56,44,100,56.0
Oak08,Topspire,56,45,101,55.45
ubkka,HeIIo Kitty,56,46,102,54.9
YaBenWei,Artery,56,47,103,54.37
LyElysianLy,Meerkat Assemble,56,51,107,52.34
returnee1,Maharlika,56,55,111,50.45
EweAkudong,AFTERMATH,56,56,112,50.0
Tmona,Maharlika,56,72,128,43.75
Saninn,MAX VERSTAPPEN,56,74,130,43.08
Mykfyrv,Topspire,56,102,158,35.44
NightRaven99,Topspire,55,18,73,75.34
Deknoi,Summers,55,27,82,67.07
MMLU,Meerkat Assemble,55,46,101,54.46
RedheadedBoy,HeIIo Kitty,55,50,105,52.38
dasnerth,Maharlika,55,67,122,45.08
yllemon,Earn money,55,86,141,39.01
chhhhEN,Chikipi,54,18,72,75.0
lorreym,Summers,54,24,78,69.23
fengxxi,HeIIo Kitty,54,36,90,60.0
z2yfwm,PLAC,54,36,90,60.0
Vipppp,All The Villains,54,38,92,58.7
MasterBungot,Meerkat Assemble,54,41,95,56.84
Mangkuwanitolimo,AFTERMATH,54,45,99,54.55
RadaDibo,Conscripted,54,47,101,53.47
LittleCuteBread,Maharlika,54,74,128,42.19
MWS852,Earn money,54,76,130,41.54
LXSZF,Summers,53,11,64,82.81
JrBSmith,Summers,53,29,82,64.63
rookieeee,All Rise,53,29,82,64.63
Mrspeed,Speed Check,53,31,84,63.1
Shiryu,BeasTDaK,53,31,84,63.1
G33Y4,Speed Check,53,32,85,62.35
Dyntho,Meerkat Assemble,53,37,90,58.89
develop,HeIIo Kitty,53,43,96,55.21
roefaura,Conscripted,53,51,104,50.96
iLyaa,Conscripted,53,53,106,50.0
wadaxi619,HeIIo Kitty,53,56,109,48.62
KuchikiByakuya,Maharlika,53,69,122,43.44
dipOB,All Rise,52,15,67,77.61
Tricky7,All Rise,52,20,72,72.22
m3m3m3,All Rise,52,22,74,70.27
NnMeow,Chikipi,52,24,76,68.42
BlackBeardZAZA,PLAC,52,30,82,63.41
Coleton,Rescue Station,52,30,82,63.41
Wyjrlove,Artery,52,36,88,59.09
HUAHUA0129,HeIIo Kitty,52,41,93,55.91
Boywithhat27,Maharlika,52,50,102,50.98
Mbadi,HeIIo Kitty,52,58,110,47.27
DRIVE01,PLAC,52,59,111,46.85
Geon123,Maharlika,52,64,116,44.83
Viriel,MAX VERSTAPPEN,52,65,117,44.44
Ceejayyyyyyyyy,Maharlika,52,71,123,42.28
B1BOO,Western Paradise,52,73,125,41.6
FrostTheMuppet,MAX VERSTAPPEN,52,75,127,40.94
dealr,Maharlika,52,76,128,40.62
Arosyyyds,All Rise,51,13,64,79.69
TeaBox,Chikipi,51,17,68,75.0
xiamixiami,PLAC,51,20,71,71.83
npcc,All Rise,51,21,72,70.83
OL4F,PLAC,51,22,73,69.86
Wulululu,PLAC,51,24,75,68.0
Zx920,PLAC,51,29,80,63.75
TikiCJ,Summers,51,32,83,61.45
Prisoner627,AFTERMATH,51,38,89,57.3
Sou3l,Speed Check,51,39,90,56.67
AngLongNe,Griffin Empire,51,52,103,49.51
THEimax,xCUTIESx,51,60,111,45.95
SHAUN,Maharlika,51,66,117,43.59
nillavaa,Western Paradise,51,72,123,41.46
JordanBarrett,xCUTIESx,51,77,128,39.84
Vanillatte,Summers,50,12,62,80.65
Muzhii,All Rise,50,16,66,75.76
AlamatNgSunog,Conscripted,50,27,77,64.94
Funky802,Conscripted,50,27,77,64.94
Kanyarat,PLAC,50,28,78,64.1
BisayangPogi,BeasTDaK,50,29,79,63.29
Thuck,Chikipi,50,29,79,63.29
BeaRatChaser,Chikipi,50,30,80,62.5
SirL4ncelot,Meerkat Assemble,50,31,81,61.73
HYOJUN2001,Meerkat Assemble,50,33,83,60.24
Krazykardo,BeasTDaK,50,33,83,60.24
GWtampolLU,Meerkat Assemble,50,37,87,57.47
BowhBlyat,Conscripted,50,39,89,56.18
dentan,Meerkat Assemble,50,42,92,54.35
TaoMaMa,HeIIo Kitty,50,45,95,52.63
Statistics,Maharlika,50,56,106,47.17
Huhaysa,Western Paradise,50,58,108,46.3
TrickyAmy,MAX VERSTAPPEN,50,62,112,44.64
Eindel,Topspire,50,66,116,43.1
ZTchoux,MAX VERSTAPPEN,50,72,122,40.98
Ns11,All Rise,49,14,63,77.78
Reveurs,F A M I L Y,49,17,66,74.24
Qtanshuangkouxia,All Rise,49,19,68,72.06
jnfapifa,All Rise,49,19,68,72.06
t0ugh,Summers,49,19,68,72.06
Vme50ciKFC,PLAC,49,22,71,69.01
NingSan,All The Villains,49,28,77,63.64
suminaaa,Chikipi,49,28,77,63.64
sumin128,Meerkat Assemble,49,31,80,61.25
9GM,All The Villains,49,32,81,60.49
GreenALGAE,Initial Engage,49,35,84,58.33
AdoboFried,Conscripted,49,43,92,53.26
ohulk,Meerkat Assemble,49,45,94,52.13
WemoCheck,Meerkat Assemble,49,48,97,50.52
V7V,HeIIo Kitty,49,51,100,49.0
Winx3,Snake Snake Fish Fish,49,67,116,42.24
FuckCall,PLAC,48,13,61,78.69
RRRuei,All Rise,48,15,63,76.19
3Letterswdw,Speed Check,48,19,67,71.64
DonQuixt,All Rise,48,19,67,71.64
Putaotang,PLAC,48,19,67,71.64
OwenH,All Rise,48,20,68,70.59
Liiiiiin,Summers,48,21,69,69.57
Sharkstay,All Rise,48,22,70,68.57
AvaScanner,Summers,48,29,77,62.34
AHZzzzz,All The Villains,48,30,78,61.54
Zsa04,BeasTDaK,48,30,78,61.54
ii12Quu,Summers,48,32,80,60.0
NaiNaiYi,Chikipi,48,33,81,59.26
cctvniubi,HeIIo Kitty,48,34,82,58.54
mhhiok,Artery,48,37,85,56.47
ReyyrPH,Conscripted,48,38,86,55.81
HeroKillerr,Rescue Station,48,39,87,55.17
SeenTinel,AFTERMATH,48,39,87,55.17
PrettyPower,Meerkat Assemble,48,42,90,53.33
ZhhELl,AFTERMATH,48,46,94,51.06
RenoKazaki,Griffin Empire,48,49,97,49.48
TTingLonGG,Minerva-X,48,49,97,49.48
FistBaboon,Western Paradise,48,58,106,45.28
ChainaKiller,xCUTIESx,48,61,109,44.04
Mozart,Maharlika,48,63,111,43.24
NatNattapat,xCUTIESx,48,66,114,42.11
Ttorsion,Initial Engage,48,79,127,37.8
Bebed,MAX VERSTAPPEN,48,106,154,31.17
BeyondDream,PLAC,48,167,215,22.33
ChicChoco,Meerkat Assemble,47,15,62,75.81
PrinceZeN,PLAC,47,17,64,73.44
bigbaozi,PLAC,47,23,70,67.14
Misutgaru,Meerkat Assemble,47,26,73,64.38
Torogi,P U R G E,47,26,73,64.38
XZacth,Meerkat Assemble,47,27,74,63.51
Philos315,All The Villains,47,28,75,62.67
9yo,Summers,47,29,76,61.84
TMOPERAO,HeIIo Kitty,47,29,76,61.84
xRONAx,Meerkat Assemble,47,29,76,61.84
Uneyy,Summers,47,30,77,61.04
Adenry,All The Villains,47,31,78,60.26
SeeMeRollin,Initial Engage,47,34,81,58.02
MMuradin,Meerkat Assemble,47,37,84,55.95
Shokouu,Conscripted,47,37,84,55.95
jejupension,Meerkat Assemble,47,39,86,54.65
Xxiu,Forever Night,47,40,87,54.02
OhHiYo,Meerkat Assemble,47,42,89,52.81
xSmuggCafex,AFTERMATH,47,42,89,52.81
ArthurKratos,Rescue Station,47,44,91,51.65
Boxboxdog,Maharlika,47,45,92,51.09
iydian,Artery,47,47,94,50.0
Hukom04,Speed Check,47,48,95,49.47
icoxico,Conscripted,47,49,96,48.96
Tabd,Earn money,47,71,118,39.83
Henrychan999,Western Paradise,47,84,131,35.88
PIZZAMAN,PLAC,46,22,68,67.65
BearChn,Artery,46,24,70,65.71
SteezyTH,Summers,46,24,70,65.71
noobdragon,Chikipi,46,32,78,58.97
youngfahsa,Topspire,46,34,80,57.5
FSheng,Artery,46,35,81,56.79
H0r1zon,Topspire,46,35,81,56.79
SODA,Maharlika,46,37,83,55.42
DEFFINEL,Meerkat Assemble,46,39,85,54.12
Flowes,AFTERMATH,46,39,85,54.12
zondyer1,Western Paradise,46,43,89,51.69
Damieyo19,HeIIo Kitty,46,44,90,51.11
KhanHoag,Rescue Station,46,46,92,50.0
Monelka,MAX VERSTAPPEN,46,48,94,48.94
xXBaGeXx,MO GU,46,48,94,48.94
Anioo,Earn money,46,67,113,40.71
kumiws,xCUTIESx,46,72,118,38.98
uu33107,All Rise,46,90,136,33.82
muaOwO,All Rise,45,16,61,73.77
FireShow666,All Rise,45,22,67,67.16
baptiste,Summers,45,23,68,66.18
ICHIROGACHKI,Topspire,45,24,69,65.22
zzBussuzz,Summers,45,24,69,65.22
Floaty22,Conscripted,45,30,75,60.0
NguyenTrung,Rescue Station,45,30,75,60.0
hyungmini,Meerkat Assemble,45,31,76,59.21
igunasubi,Meerkat Assemble,45,31,76,59.21
1JISULIFE1,Topspire,45,32,77,58.44
Papiichuuloo,Conscripted,45,32,77,58.44
SuckMaDik,MAX VERSTAPPEN,45,36,81,55.56
goi5bo61di9con,Rescue Station,45,39,84,53.57
Soniwings,Conscripted,45,42,87,51.72
Janix,Conscripted,45,43,88,51.14
PressE,xCUTIESx,45,48,93,48.39
Husky123,xCUTIESx,45,51,96,46.88
Omuk,Maharlika,45,60,105,42.86
Sunanby,PLAC,44,10,54,81.48
Dxiongxiong,PLAC,44,14,58,75.86
qjwei,PLAC,44,14,58,75.86
sujiuKG,PLAC,44,19,63,69.84
xiangGanzi,PLAC,44,19,63,69.84
Lofa,All Rise,44,25,69,63.77
VariaXanXus,Chikipi,44,25,69,63.77
C0C0,Summers,44,27,71,61.97
DodlDodl,Summers,44,29,73,60.27
H3ctor,Chikipi,44,29,73,60.27
Wockee,Summers,44,30,74,59.46
0zaawA,AFTERMATH,44,35,79,55.7
OmegaGigaChad,BeasTDaK,44,35,79,55.7
Heinrik,Conscripted,44,36,80,55.0
Nesw,PLAC,44,37,81,54.32
1der5,Minerva-X,44,38,82,53.66
Kratos274,Griffin Empire,44,39,83,53.01
MeiMaobing777,MO GU,44,43,87,50.57
FanArmbrust,PLAC,44,57,101,43.56
GLHFBalo,Maharlika,44,61,105,41.9
HarukiPanda,Earn money,44,65,109,40.37
Urios,COALITION,44,69,113,38.94
yumyTimeyumpaJET,xCUTIESx,44,70,114,38.6
NYKD,Western Paradise,44,79,123,35.77
CloudyH,All Rise,43,10,53,81.13
I3ook,Chikipi,43,14,57,75.44
byjone,All Rise,43,15,58,74.14
LeeShiLayCowOh,Chikipi,43,17,60,71.67
GalaxyTH,PLAC,43,18,61,70.49
xiaoshen,PLAC,43,19,62,69.35
Maicontannat,Griffin Empire,43,22,65,66.15
n0nggun,PLAC,43,22,65,66.15
Stark001,All Rise,43,24,67,64.18
leapf,BeasTDaK,43,24,67,64.18
ccyutyut,PLAC,43,28,71,60.56
Marchannn,Initial Engage,43,30,73,58.9
terierly,Meerkat Assemble,43,32,75,57.33
tezp,P U R G E,43,32,75,57.33
BlueDice07,Topspire,43,37,80,53.75
Nysmm,Rescue Station,43,42,85,50.59
chaofan,HeIIo Kitty,43,42,85,50.59
FearDierence,Rescue Station,43,44,87,49.43
Eil999,xCUTIESx,43,53,96,44.79
MugiTaroo,Maharlika,43,53,96,44.79
BloodShura,Western Paradise,43,69,112,38.39
Ddochii,BeasTDaK,42,15,57,73.68
npnpnp,Summers,42,15,57,73.68
Azath,All The Villains,42,16,58,72.41
Budzy,Summers,42,17,59,71.19
Sant1dad,All Rise,42,17,59,71.19
Stray,All Rise,42,17,59,71.19
40711,Summers,42,20,62,67.74
Mkun,All Rise,42,20,62,67.74
jettmain963,All Rise,42,20,62,67.74
siopaw,Initial Engage,42,24,66,63.64
elrme,Meerkat Assemble,42,26,68,61.76
DERMSIRIPAS,PLAC,42,27,69,60.87
BORS,P U R G E,42,28,70,60.0
mmnggarok,AFTERMATH,42,28,70,60.0
Mrlucky7,PLAC,42,30,72,58.33
Joker,HeIIo Kitty,42,35,77,54.55
KENIN,Topspire,42,36,78,53.85
NongNong,REGROUP,42,37,79,53.16
Robinhut05,Rescue Station,42,40,82,51.22
Lilboweeb,MO GU,42,51,93,45.16
Bumblebee,Maharlika,42,53,95,44.21
Toxicplayer,Snake Snake Fish Fish,42,57,99,42.42
AV520,Earn money,42,70,112,37.5
EMBIII,MAX VERSTAPPEN,42,79,121,34.71
PotatoMassacre,Maharlika,42,96,138,30.43
min1247,Speed Check,41,9,50,82.0
MiaoMiaoLion,PLAC,41,16,57,71.93
KinomotoSakura,Farm Or Die,41,19,60,68.33
Akorthus,Summers,41,20,61,67.21
11coco96na,Summers,41,21,62,66.13
baoziovo,PLAC,41,21,62,66.13
Tuperware,Summers,41,22,63,65.08
icemukky,Summers,41,22,63,65.08
4MM,PLAC,41,23,64,64.06
Dame,Chikipi,41,23,64,64.06
LayJi,PLAC,41,23,64,64.06
SsiestA,Initial Engage,41,26,67,61.19
van1sh,Initial Engage,41,28,69,59.42
Ashe9527,Forever Night,41,31,72,56.94
RAJATERAKHIR,Topspire,41,31,72,56.94
LVCOLLANO,Conscripted,41,34,75,54.67
OnederLee,Meerkat Assemble,41,35,76,53.95
LilYo,Meerkat Assemble,41,39,80,51.25
AllrightGO,MO GU,41,41,82,50.0
Meowsicle,Meerkat Assemble,41,41,82,50.0
GANMA,Rescue Station,41,48,89,46.07
WeiMei1,MO GU,41,55,96,42.71
Argovex,COALITION,41,56,97,42.27
chargeTT,Earn money,41,58,99,41.41
TAW4,COALITION,41,72,113,36.28
JABONCHAN,REGROUP,41,86,127,32.28
GuYue3,PLAC,40,12,52,76.92
kui666666,All Rise,40,20,60,66.67
SimMe,Chikipi,40,23,63,63.49
Tamamz,Meerkat Assemble,40,23,63,63.49
sysu,Artery,40,25,65,61.54
2ez4knight,Summers,40,27,67,59.7
Kisakii,Conscripted,40,29,69,57.97
SmoPecker,Rescue Station,40,29,69,57.97
gingerbear,Minerva-X,40,29,69,57.97
Gallen,PLAC,40,30,70,57.14
H82,Meerkat Assemble,40,30,70,57.14
PusshiMaou,AFTERMATH,40,30,70,57.14
Woaza,Rescue Station,40,30,70,57.14
kumanji,AFTERMATH,40,34,74,54.05
Shoetaku,REGROUP,40,37,77,51.95
DontBlameMe,Maharlika,40,40,80,50.0
RBUBU,Minerva-X,40,41,81,49.38
HaxxyAlt,Snake Snake Fish Fish,40,46,86,46.51
Lokkeeee,Griffin Empire,40,48,88,45.45
ash1er,Maharlika,40,50,90,44.44
thefastdog,MO GU,40,51,91,43.96
Tororru,Maharlika,40,52,92,43.48
Pikachu619,Maharlika,40,56,96,41.67
79Doki,Earn money,40,57,97,41.24
ninnonns3,Western Paradise,40,59,99,40.4
IDaWaeI,Snake Snake Fish Fish,40,63,103,38.83
Zendiva,All Rise,39,10,49,79.59
33D,PLAC,39,12,51,76.47
VonsT,All Rise,39,13,52,75.0
PubHero,PLAC,39,15,54,72.22
0721KING,All The Villains,39,16,55,70.91
amgo,Summers,39,18,57,68.42
4saki,Meerkat Assemble,39,20,59,66.1
Manhnee,F A M I L Y,39,20,59,66.1
TazzmanianD,BeasTDaK,39,20,59,66.1
ltsmktzz,F A M I L Y,39,21,60,65.0
Enirs,Laughing Boulevard,39,22,61,63.93
sown,Artery,39,24,63,61.9
cacbruh,F A M I L Y,39,25,64,60.94
Azking,Maharlika,39,26,65,60.0
Ginger8,All The Villains,39,26,65,60.0
addddddddd,All The Villains,39,26,65,60.0
Dr1amer,Summers,39,27,66,59.09
FrenchPearl,All Rise,39,27,66,59.09
NUMBER,REGROUP,39,33,72,54.17
Fosho,REGROUP,39,37,76,51.32
Scowlne,Griffin Empire,39,38,77,50.65
msmotors,REGROUP,39,38,77,50.65
typomai,Rescue Station,39,39,78,50.0
jooasonw,Western Paradise,39,41,80,48.75
Frozenwkc,Western Paradise,39,43,82,47.56
NekoXiN,AFTERMATH,39,43,82,47.56
seungchani,REGROUP,39,44,83,46.99
catkidsocutee,Snake Snake Fish Fish,39,45,84,46.43
6DANDY9,Maharlika,39,52,91,42.86
Bolwingkol,Maharlika,39,52,91,42.86
hanbai,Maharlika,39,57,96,40.62
ChinGouZhong,Snake Snake Fish Fish,39,59,98,39.8
6thFrustration,MAX VERSTAPPEN,39,66,105,37.14
SlLVER925,PLAC,38,11,49,77.55
FENGDI,All Rise,38,12,50,76.0
SanaMinatozaki,Summers,38,12,50,76.0
hacodocokr,Summers,38,12,50,76.0
Enjhon,Summers,38,13,51,74.51
NotAicrocy,Chikipi,38,15,53,71.7
b790mk,All Rise,38,16,54,70.37
SLafy,Summers,38,18,56,67.86
Zentzyie,Conscripted,38,18,56,67.86
JustPii,F A M I L Y,38,19,57,66.67
Linjelinje,Summers,38,19,57,66.67
MaMonKinGz,PLAC,38,19,57,66.67
MachineGOD,Meerkat Assemble,38,19,57,66.67
halelooya,Chikipi,38,19,57,66.67
Pogsss,BeasTDaK,38,24,62,61.29
SirMulic,F A M I L Y,38,24,62,61.29
Song1211,Minerva-X,38,25,63,60.32
SupremoKP,Initial Engage,38,26,64,59.38
Yuun,Summers,38,26,64,59.38
ya1234,Meerkat Assemble,38,26,64,59.38
KingAll99,Topspire,38,27,65,58.46
C0nstance,BeasTDaK,38,28,66,57.58
MicroP,Meerkat Assemble,38,29,67,56.72
Karmard,Griffin Empire,38,31,69,55.07
Phenylephrine,BeasTDaK,38,31,69,55.07
Potato1560,Griffin Empire,38,33,71,53.52
IMHJBOK,HeIIo Kitty,38,39,77,49.35
Ayudame,Conscripted,38,41,79,48.1
HungPeso,Rescue Station,38,41,79,48.1
JSANG,Maharlika,38,41,79,48.1
Kennem,Topspire,38,41,79,48.1
MorsCertissima,Initial Engage,38,41,79,48.1
OMgNick,Forever Night,38,41,79,48.1
Mozteneo,Snake Snake Fish Fish,38,43,81,46.91
Rathering,Griffin Empire,38,44,82,46.34
TyAly,Rescue Station,38,45,83,45.78
LIS4,Snake Snake Fish Fish,38,48,86,44.19
Blacktop,Maharlika,38,50,88,43.18
taigeaini,Earn money,38,50,88,43.18
GGSG,Maharlika,38,51,89,42.7
BM0,BeasTDaK,38,65,103,36.89
UgeeeePlsDontBan,xCUTIESx,38,87,125,30.4
supaaaaa,CCTV,38,100,138,27.54
sweetcute1,Chikipi,37,11,48,77.08
IsTongTongYa,PLAC,37,12,49,75.51
xPom,All Rise,37,12,49,75.51
luckyser,All Rise,37,15,52,71.15
ShiromanYak,BeasTDaK,37,17,54,68.52
179cm17cm,PLAC,37,18,55,67.27
Sinn,Summers,37,18,55,67.27
yuqikksk,All The Villains,37,18,55,67.27
zycznsw,Farm Or Die,37,18,55,67.27
virgiawanrah,AFTERMATH,37,19,56,66.07
xiubone,Farm Or Die,37,19,56,66.07
SummerGhost,F A M I L Y,37,20,57,64.91
Kkiritoo,BeasTDaK,37,21,58,63.79
OCPussay,Chikipi,37,21,58,63.79
Tuzzzzzzi,PLAC,37,21,58,63.79
Piiwan,BeasTDaK,37,23,60,61.67
Invictus,BeasTDaK,37,24,61,60.66
PassionWolf,Speed Check,37,24,61,60.66
possie,Meerkat Assemble,37,24,61,60.66
Crown,Beavers,37,27,64,57.81
ZxTix,AFTERMATH,37,29,66,56.06
PonderingCat,AFTERMATH,37,30,67,55.22
gihun,Meerkat Assemble,37,30,67,55.22
kupals,BeasTDaK,37,30,67,55.22
TembusPandang,AFTERMATH,37,31,68,54.41
Capre,Topspire,37,32,69,53.62
JettReviveMeeeee,Rescue Station,37,34,71,52.11
Klhs,HeIIo Kitty,37,34,71,52.11
LuckySungSmallJJ,Chikipi,37,34,71,52.11
NotObi,Maharlika,37,34,71,52.11
R081N,Topspire,37,34,71,52.11
