Player,Guild,Kills,Deaths,Fame
yuking001,FBl,1,0,42111
yuiw,Lost Shadows,2,1,114153
yuiw,-,1,0,115676
yuhanoka,Only Blood,1,0,129365
yuhanoka,-,0,1,128485
yufaa,SPECTRAL HUNTERS,2,4,66425
yuegre,Polska Gildia,10,8,3754569
yudi016,Dragon King,4,7,304555
yuaraisreal,-,0,1,0
yuara,The Highlanders Tavern,0,6,27314
yuara,-,0,5,198520
yuanmoumou,FBl,2,9,1356236
yty8,-,0,2,34309
ytwin,Pentacle,0,2,0
ytwin,SHYVA,0,1,109103
yshim,NAJSILNIEJSZA GILDIA,3,8,1503665
ysef00,HORDA AXAYACATL,1,4,129137
yra2010,-,2,6,702594
yozh1k,K F C,51,18,9670663
yoyodxa,Laxtania,2,6,83627
yoyo11,Herederos del Vicio,6,5,167384
yovalow,DO NUT,29,13,2723797
youtairen,Vongola-Family,15,10,9007466
youssfe122,-,7,5,281428
youseph,Deal or Die,1,4,462260
youseph,DeaI OR DIE,0,13,230713
yousefaskarani,-,0,6,2730
yousefaskarani,Papaoutai,3,8,2157875
yousefashry,hunters alliance,1,11,12996
yousef49907,Obsidians,2,5,35045
yousay117,Solvaris,0,1,0
yourrdad,Jewishsquad,0,4,21502
yourpapapa,Jambon et Dragons,0,0,270332
yourdaddy69,HOG HOG,24,15,4188546
younpe,WaPota,5,2,191008
youngstr,Ridniy Kray,225,23,30681462
youngrarexxx,Brecilien,0,1,0
youngpisya,-,0,0,3152
younglean,-,0,0,66204
youngka,Celtic,1,1,10176
youngiee,Nova Phoenix Order,0,1,0
youngiee,-,0,7,45723
youngiee,Supremacy Of Martlock,0,3,0
youlikethat,Purity,1,1,116019
youlikethat,Unbound,18,25,7131445
youlikethat,Cyber Cats,21,11,3752041
youessf3,Berserkion,0,1,0
youessf3,Shattered Grace,0,2,95756
youBezdar,-,0,0,2418
yossefgg,Scar,2,6,184370
yossefgg,-,0,1,3672
yossefgg,VAXXON,0,3,17770
yosefserag2010,BERSERKION ACADEMY,1,6,250010
yosef45r,Berserkion,5,6,359363
yorgunyorgo,Kal Vas Flam,0,1,0
yoooozz,UnderWord UH1,0,0,27085
yooaoyiye,-,0,3,8859
yonkobeer,Esensio,0,1,0
yong5566,Top Squad,4,16,2150141
yolandabecool,UniteToFight,0,2,4287
yokyavv,-,0,0,8921
yoku,-,0,0,12484
yokoso42,-,1,1,8451
yokiiiiiii,INQUISIT0Rs,0,1,0
yohan33,Mazoist Elma,0,1,7322
yogISaputra,One Heart,35,35,1840873
yoen,Gabao,0,1,2539
yodzi,E R E B 0 R,0,4,1319
ynngi,F R E A K S,4,2,482378
ynghstlr,Stay Out of Our Water,0,0,18111
ymom,Stockholm Syndrome,0,5,452936
ymiumi,Cyber Cats,0,1,631520
ymiumi,Azgard,0,11,1988855
ymanking111w3e,-,0,0,5508
ykkkk,-,1,0,26739
ykcyc1,Yamato Club,0,1,3804
yizua,Heralds of Valhalla,6,12,5924159
yizua,Heralds of Kebab,1,11,5582373
yixingyu,FBl,0,1,0
yinsun,Imperio latino,2,6,288383
yinkk,NO BB,10,12,2726044
yingtang,Vongola-Family,10,7,1575691
yinghe001,NO BB,0,1,385663
ying007,Twinkling at dawn,0,2,14902
yimosen,NO BB,2,13,852596
yikeshu,404 NotFound,0,7,57670
yigitmeh,x GANK,1,0,11820
yigit16,ELDERS,1,0,63475
yfyhi,EQMS,102,25,34049105
