Player,Guild,Kills,Deaths,Fame
Teomyr,-,23,3,1675210
Efidrinka,G2U,23,3,3495156
GIGAHAD,Mission,69,9,3664191
Croak,NO META,23,3,1402145
Spheracul,DELETED,680,89,40518365
Clot,Burial,38,5,2391796
hotdogpartyman,Latitante,91,12,9696851
antiVac,-,91,12,9195729
Wiitzy,Sevran,68,9,6069002
pizute,LDK-ORDINAS,15,2,1070398
BombaXFZ,Take Care,15,2,2490134
CptKoro,Selecto,15,2,5574510
Zoltris,Judge,15,2,2173219
Tacuma,Ridniy Kray,30,4,4232375
Emblade,JOURNEY TOGETHER,15,2,4701036
Jagerowsky,Crumbs,15,2,3726920
Dioses24,Legion Del Apocalipsis,15,2,291771
DarthNoobies,Squirtle Squad,15,2,9706699
WatchLimitlessYT,-,15,2,810274
red2out6,MAYHEM,15,2,2373633
RATZAngel,B L I N K,15,2,815695
ZvZrat,Right Side,15,2,2233447
Avnzex,Make Turks Great Again,15,2,167046
Offence,A SKILL ISSUE,45,6,8993508
Cerowsky,BRRRRRRR,97,13,5168586
Tuxerq,THE CLOCK,82,11,8088167
Kostezy,Heralds of Valhalla,67,9,8365763
OnnO,A SKILL ISSUE,74,10,11199146
Snak,M3R Company,74,10,21459902
sherif,kfir,37,5,3072573
Hyxo,DO NUT,59,8,2013393
Phoenit,A SKILL ISSUE,59,8,9956544
Tankiina,The Surge,59,8,15309826
1guerra1,M I N D L E S S,22,3,1573786
M4rtyneQ,The Theater,22,3,6646358
Faruh,The Buisness,22,3,1186277
Just13Do13It13,Gamble,22,3,1881344
Zeni,Judge,117,16,12043150
raven123,Romania Mare,51,7,5427201
Eleshary,-,51,7,6085083
JanuszZGliwic,Disconnect,153,21,16418587
MrHunter,The Highlanders Tavern,51,7,3547933
KJlaccuKa,Insane,29,4,1923107
T3K1L3T3,S A N I T Y,29,4,6107528
Flejmu,IX Kohorta,29,4,2390966
Lacyrie,ROH,29,4,4261320
Ztris,Panico,29,4,6203942
Sabistic,MMM XYETA,29,4,521537
kindest,UNLIMIT,29,4,6055488
axaxaaxaaxaxaaxa,Scourge of GOD,29,4,7162497
bonzoo1,fly panther,29,4,2601576
Wiszi8,Contingent,304,42,30016792
Dubysa,kfir,108,15,9671212
XxxxNINJAxxxX,TENSAY,36,5,3997167
Mi3rzO,THE CLOCK,79,11,12866700
SillyCar,JOURNEY TOGETHER,43,6,21606372
KurokoRLY,ELYSSIUM X,50,7,4663757
Levitating,Take Care,114,16,27109673
Ealthy,BIue Army,127,18,5489735
AltMadlife,Only Blood,7,1,319874
sone,ARRACHEZ-VOUS,7,1,4446333
rakitak,Ridniy Kray,14,2,1094872
IBOT04,KA0S,7,1,326349
JlebeIDixa,C0PACABANA,7,1,125507
kukizp,MHGK,7,1,801977
1StUdEnT1,SteelOrden,21,3,851723
Szombat,VICTORY LAP,42,6,2934239
R3N3GADES,S3XT1NG,7,1,173519
Potato1574,Purified,7,1,592666
Amantino,Suicid3 Squad,14,2,217884
SwissCheese69,Catgdom,7,1,1951701
rzm666,-,7,1,105569
CHOCLOP,Orden Hospitalaria,7,1,233519
DONEwo,Mission,14,2,2438518
TommyDrillfinger,Polska Gildia,14,2,2273154
QUEFRO,M I L F G A A R D,7,1,769804
p1zli,Ruthless Reign,7,1,826193
asocq,IM O R D O RI,35,5,6925226
Tuxerq,The Theater,21,3,5965507
CuteEaglesEye,VINICIIII,7,1,161474
KINGOFLOOT,Scourge of GOD,7,1,1761504
Cbabou,Happy Meal,7,1,410067
Guti,M3R Company,14,2,3906855
Bottleof,Utopia,7,1,510736
Dkustore,SIXTYNINE,7,1,556098
Ertian,-,7,1,637630
Kayzass,cocorrico,7,1,545751
Taxibiver,Panico,7,1,4053910
Nordico,G2U,7,1,3039545
AIIy,The Theater,7,1,2083538
HELLOKITTYECE,Stoic,77,11,7824338
MrA01,EightFours,7,1,5207778
Gangeziara,The Rogues,7,1,1572312
Hellmarch,The Night,7,1,81543
Jvf,Sons Of Neptune,7,1,80926
YangYakuza,-,7,1,814137
Wedgis,Wild Rhino,7,1,286580
82Hellhound28,Loyal Guards,7,1,530964
Nugy,Frostborne,7,1,77726
MadEd,Sevran,14,2,1753534
goat,Sevran,7,1,2887137
CaptainCrok,VICTORY LAP,14,2,1644795
0GgWp0,Alt F4,7,1,61941
Nubinub,THE CLOCK,14,2,544144
TaturElem,Vaspitality,7,1,194287
Stasmenchenya,BES,35,5,325771
EDGEV1,Death Watch,7,1,339358
Asuva,Scourge of GOD,7,1,1850195
Nyety,Fuego,35,5,9195310
MRJee,Unbound,7,1,274900
MiniPikachoo,HOLLOW ECHOES,7,1,89053
baursah,TBARI,7,1,409132
NoOVy,Fuego,28,4,5748187
kaldyn,Last Way,7,1,253164
Xael,MAYHEM,14,2,2555817
AkimsY,NoFaceSClub,7,1,835778
MarcoTraffico,Panico,7,1,1103859
Nilouw,Satis Faction,14,2,1148623
Grimstouk,A S G A R D,7,1,298505
Cojarobietuu,CRISGUN,7,1,839136
Mithuen,EightFours,21,3,3974306
hostis,CLWN,7,1,1044887
Aynat,Brama Piekiel,14,2,1430085
Makarov,Comrade,35,5,542306
stonedsquirrel,Heralds of Valhalla,28,4,3963759
FrankC,K I T E,7,1,1328081
Jazo,ACADEMI,14,2,1183668
Mamouth,Lock Down,21,3,764740
Emanola,Dungeon Slayers,7,1,646606
WildSid,Thetford Social Club,7,1,336973
Gris,Les impots,7,1,166176
Blackyy,DNA,7,1,1742880
