Player,Guild,Kills,Deaths,Fame
zakkro,-,0,0,1264
zakfe,NIGIDI NAGO,4,1,2155186
zakatnik,IRIS,0,1,0
zakalika,ANWAR,2,3,654005
zakaNova,Pyramid Scheme,0,1,144462
zak6571,TEMPLARIOS AVALONIANOS,0,1,0
zaiyu,FBl,1,7,588012
zaisanlong,-,0,0,21918
zain19,-,0,1,315259
zaidicr,FAMILY OF HEFAJSTOS,0,0,17268
zagani,Y a g a,0,2,211771
zaebalo,Dangeon Masters,2,4,347831
zackzaka,Vongola-Family,17,46,12728696
zabyyy,Pyramid Scheme,49,37,27036736
zaboudi,Les Monts Gaulle,0,1,247862
zabavno,Guinness Draught,0,0,171435
zabanji,White Walkerz,1,5,103947
zaakuu,NAJSILNIEJSZA GILDIA,2,0,429401
zaakuu,FAMILY OF CWELFAJSTOS,1,5,469922
za9ts,Y a g a,0,1,81263
za9ts,Shershens Company,0,0,205781
za1ch,Never Mind,1,3,66537
za1ch,GAGARAGOGO,0,2,133208
zZzZZEnjoyer,Fuego,16,13,9874768
zZzLOLIzZz,-,2,2,136420
zZypi,Egoist,0,0,40959
zZBATUZz,GAGARAGOGO,0,6,114722
zZBATUZz,-,0,6,140679
zViiSii,AsturGalaicos,0,1,190501
zUndead,Make balance great again,3,3,209467
zThyke,BACKSTAB CO,9,8,618724
zSkyye,Pyramid Scheme,3,16,7371962
zSkyye,StarGateX,0,2,219314
zSharK,Black Sentinels,0,1,132193
zSarma,Way Of Kings,1,17,299912
zRuthless,BOMBERMAN,0,0,1035227
zPunisherPT,Damnificatia,1,2,92257
zPunisherPT,HURRY UP,0,3,11479
zNeii,NoTag,0,1,0
zNacho,MISS CLICK,1,1,177705
zNacho,E L I T E,1,0,184489
zMKeepo,Sincerity,4,5,2112630
zMAZz,Utopia,1,9,3754063
zLOOTER27,-,0,3,39664
zLOOTER27,One Hell,0,1,3189
zLOKYz,Lemon Girls,6,4,1226582
zLOKYz,Last Way,0,1,157405
zLIGHTLING,-,0,1,0
zKenpachi,The-Fallen,0,2,0
zHomie,Hit and Run,0,2,327870
zHER0O,HURRY UP,1,1,197694
zHANZO,Azgard,0,2,163693
zGuts,impact Reborn,1,0,142072
zGuts,Pure Crimson,0,1,0
zEvS01,Revensong,11,6,1016717
zDxrk,Order of Eternal War,1,1,17272
zDanielv7,Astra Ignis,0,1,18649
zDMNSz,Destroyers of Destiny,0,8,51251
zDMNSz,-,4,2,343783
zDMNSz,Verity,0,1,29089
zDMNSz,No Brain,2,4,257033
zDARKLING,YUNKE,0,5,0
zCAHTAz,XXX,2,8,2482524
zBigTed,Dokodo,0,1,29993
zARWEN,DontNeedYou,2,11,975154
zARWEN,S I X,0,1,798667
z7ta,J U S T I C E,2,0,10404
z3r0s1x1,PEKA,0,4,282121
z3r0k,Legion Del Apocalipsis,2,3,34523
z3n,G2U,17,5,1631651
z3lan010,-,0,0,9425
z22z,-,0,2,8469
z22z,Wolves YT,0,3,7376
z1mfobir,PICK ME pls,7,18,753439
z1kk,-,0,0,5727
z0nty,-,0,4,0
yyeeeee,-,0,1,0
yy6,THE ABYSS,7,4,66660
yxcocka,-,0,2,0
yxcocka,Avoid_Me,1,5,2875430
yxTbI,Gayzer Pool,1,4,2075386
yxTbI,Papaoutai,3,13,344316
yvonetjacques,BattleStar Galactica,0,3,5579
yuzarsif,Latitante,0,0,10395
yuweesh,Lemon Girls,21,12,6468707
yuuznb,LUMING,1,1,29142
yuuuusefff,StormCloaks,4,1,182085
yuuuusefff,A-T-L-A-S,11,3,736791
yuuuusefff,-,4,1,414882
yuuba52,Purity,12,3,2387664
yuta08,Panic in the Game,5,1,287655
yusufs2,S A Y G I,0,1,0
yusuferenozdemir,Evil All on Black,31,9,8694182
yusuferenozdemir,All 0N Black,8,0,1630098
yusuferenozdemir,Knaves,15,11,3433859
yusuf4646,Palegrin,7,5,444392
yusuf4646,Make Turks Great Again,1,1,88991
yurkovic,Teiwaz,1,1,124416
yurec1997,-,0,0,6342
yurec1997,Hammer Squad,0,0,3387
yurchikboychik,-,0,1,0
yura04,FREEDOMZ,1,1,6713
yura04,-,0,3,6835
yur1ko,Grey Knights,0,0,64773
yunxiao12,IKUN,0,11,1023734
yuning,giant panda,0,1,0
yunimi,UNH0LY,5,23,11683755
yuneda,Squirtle Squad,8,15,8349305
yunasenpai,Oath of Turks,2,6,262317
yumila,-,0,1,27911
yuman9,E H O T,3,13,5398902
yum3muru,RussianZ,1,2,186096
yuiop1643,ArcherFrancais,0,1,0
yuiop1643,-,0,0,2684
yuiharuu,NIET-interteiment,2,2,18068
yufaa,KILOS DOOM,0,1,0
yuegre,Polska Gildia,17,9,3741477
yudi016,AsyIum,0,1,0
yucegrey,-,0,1,45025
yuanmoumou,FBl,0,6,442051
yuRaph,-,4,0,875752
yty8,-,0,5,4323
ytsazyt,NO BB,1,4,872600
yskm,LiMing,2,11,639850
yshim,NAJSILNIEJSZA GILDIA,0,2,151807
yrakawa,I TITANI,0,0,19344
yra2010,SteelOrden,0,0,42362
yra2010,-,1,0,144868
yqualiti,-,0,0,189837
yozh1k,K F C,32,16,6957983
yoyodxa,Samsara Dynasty,0,1,0
yoyo11,Herederos del Vicio,4,6,881733
yovashin,-,1,1,19009
yovalow,DO NUT,3,11,2041252
youtairen,EU Federation,0,0,928982
youtairen,Vongola-Family,2,5,3803594
youssfe122,-,0,1,0
youssef111v,-,0,0,3449
youssef111v,White Beard,0,1,56028
youssef0x0,-,0,1,0
youseph,Deal or Die,1,1,20225
youseph,Berserkion,0,5,163798
yousefaskarani,HOG HOG,0,1,0
yousefaskarani,-,0,4,176620
yousefaskarani,Frostborne,0,8,385285
yousef49907,I N V A S I O N,0,1,0
yoursingleenemy,-,0,0,3248
yoursamurai,T R I D E N T,9,3,4996372
yourdaddy69,HOG HOG,0,5,12123
yourdaddy69,-,2,5,288821
younpe,WaPota,21,6,1164215
younisxd,Verity,0,0,173760
younis212,Berserkion,0,0,95352
youngstr,WarTag UA,75,32,13823339
youngstr,Ridniy Kray,8,1,993255
youlikethat,Purity,27,14,5781745
youlikethat,-,4,0,198734
youkai,LDST,5,3,98553
yossefgg,-,0,3,6146
yossefgg,Nexura,0,1,0
yoshikura,D3AD 3ND,0,1,248825
yoshicity,-,0,0,96433
yosefserag2010,BERSERKION ACADEMY,1,4,160523
yosef45r,Berserkion,1,15,269640
yosaf,Berserkion,0,1,0
yoroki,-,0,2,0
yoricko,Heralds of Kebab,8,5,1188209
yorgunyorgo,Antler,1,2,26606
yoooozz,UnderWord UH1,0,1,36801
yong5566,Top Squad,5,10,1135582
yoneXD,Entity,3,5,273716
yonathan800,Saggin,0,0,152526
