Player,Guild,Wins,Losses,Total,Winrate_%
wilsonqqwer,Cheer,57,53,110,51.82
C1ndy,D I N O C O,57,59,116,49.14
Franculi,Ministry Of Bandits,57,67,124,45.97
lParisl,R3conecting,57,89,146,39.04
Mexana,DARKM1GHT,56,10,66,84.85
Jauregui132,DARKM1GHT,56,14,70,80.0
Rexsart,Curriculum Vitae,56,15,71,78.87
ZeusRecovery,DARKM1GHT,56,15,71,78.87
VemTranquilo0,PlVAS,56,17,73,76.71
Zarakkempash,PlVAS,56,17,73,76.71
MarcosM,PlVAS,56,21,77,72.73
Tyr94,INTERDITS,56,23,79,70.89
JavixsTroll,Who is Lobitos,56,30,86,65.12
bruhnt,AO University,56,38,94,59.57
MikazukiArg,Mono Con Navaja,56,40,96,58.33
Sxmon12,GELO E TECO,56,43,99,56.57
Kenjaminian,AO University,56,54,110,50.91
smack2z,Keybump,56,57,113,49.56
Ornsteinn1,D I N O C O,56,60,116,48.28
MrSamsocoil,Slammed,56,64,120,46.67
wagner1v9,Who is Lobitos,56,64,120,46.67
ComiOCarlin,PlVAS,55,13,68,80.88
YoImSavage,PlVAS,55,17,72,76.39
Maleficozim,GELO E TECO,55,27,82,67.07
Bruckster213,BlackSm0ke,55,33,88,62.5
iMasterSam,The Rugrats,55,35,90,61.11
Skalon3,Curriculum Vitae,55,40,95,57.89
MewingII,The Rugrats,55,48,103,53.4
Bimald,Keybump,55,50,105,52.38
goblit,Curriculum Vitae,55,50,105,52.38
bemolina,Gankers LetaLes,55,69,124,44.35
nikynada,R E Q U 1 E M,55,72,127,43.31
ToniKrooss,R3conecting,55,101,156,35.26
Pyonero,DARKM1GHT,54,14,68,79.41
Spaizy,DARKM1GHT,54,14,68,79.41
Rozco,DARKM1GHT,54,16,70,77.14
UDonza,PlVAS,54,16,70,77.14
Dimiiboy,PlVAS,54,28,82,65.85
HellTania,Life is game,54,28,82,65.85
Astaroth16a,Evil Gatitos,54,31,85,63.53
Winsen,Cheer,54,34,88,61.36
Menezes55,GELO E TECO,54,36,90,60.0
Daliuess,IFures,54,38,92,58.7
LittlePonny,PlVAS,54,41,95,56.84
ZyfohYT,Keybump,54,45,99,54.55
Chardri,R E Q U 1 E M,54,50,104,51.92
Mandibulin180,Mono Con Navaja,54,52,106,50.94
QUMA420,Gankers LetaLes,54,75,129,41.86
centuriono,Gankers LetaLes,54,85,139,38.85
Duddek,PlVAS,53,14,67,79.1
xRuNaWaYx,PlVAS,53,18,71,74.65
ADESUWU,Curriculum Vitae,53,20,73,72.6
QDP,PlVAS,53,24,77,68.83
cptOkaida,GELO E TECO,53,27,80,66.25
Mbeyura,Error 404 Not Found,53,34,87,60.92
Magomen,GELO E TECO,53,35,88,60.23
CCordewa,Mono Con Navaja,53,38,91,58.24
Norap,AO University,53,39,92,57.61
z5690,Who is Lobitos,53,40,93,56.99
gayzaoviadao,XNoMercy,53,41,94,56.38
ZontZayZat,AO University,53,49,102,51.96
Devilenz,Keybump,53,53,106,50.0
LinuxPoll,S L I C E D,53,55,108,49.07
iGhostSF,Overprice,53,88,141,37.59
Y0urHighness,PlVAS,52,12,64,81.25
llMacllPatoll,BlackSm0ke,52,27,79,65.82
C0rvusbane,Cheer,52,28,80,65.0
eoGDNN,GELO E TECO,52,28,80,65.0
HakariOnTop,Error 404 Not Found,52,30,82,63.41
Hiliwhack,Cheer,52,31,83,62.65
RivalsTermi,DARKM1GHT,52,32,84,61.9
DemonSSon,lnsanos por PVE,52,38,90,57.78
Dirvon999,Rogue Natives,52,39,91,57.14
Ffakor,The Rugrats,52,40,92,56.52
OnlyZerotwo,YOU_ARE_DEAD,52,43,95,54.74
nowwhat,Slammed,52,52,104,50.0
Wrathhh,Slammed,52,55,107,48.6
Taaanque,S L I C E D,52,68,120,43.33
M1chaelGc,Llamitas Su Su sum,52,70,122,42.62
Tichmondt,Mythix,52,73,125,41.6
Elbigodunn,TU MAMMA,52,77,129,40.31
Melct,lBlack Handl,52,80,132,39.39
K1ngOfZulia,Instic,52,89,141,36.88
Exteno,DARKM1GHT,51,6,57,89.47
AngelD22,DARKM1GHT,51,11,62,82.26
Gudzne,PlVAS,51,14,65,78.46
LazaroShadow,INTERDITS,51,18,69,73.91
BoofyZ,Curriculum Vitae,51,20,71,71.83
