Guild,win,loss,Total,Winrate (%)
CORRE NAO FRESCO,0,1,1,0.0
CORRUPT0S,2,4,6,33.3
CORTE CELESTIAL,0,10,10,0.0
COSOs,0,1,1,0.0
COTOCO-Room,0,1,1,0.0
CR FLAMENGO,1,1,2,50.0
CR1M1N4L3S,0,1,1,0.0
CRACOVIAN,0,1,1,0.0
CRD1404,1,0,1,100.0
CRIAS DO ABISMO,0,2,2,0.0
CRIAS DO VAZIO,2,14,16,12.5
CRIMSON C0VENANT,2,10,12,16.7
CRIMSON HYDRA,0,3,3,0.0
CRITICANCIA,1,2,3,33.3
CRY MERRY ASM,0,4,4,0.0
CRYSTAL-GM,6,4,10,60.0
CTAN REBORN,0,1,1,0.0
CTOC,0,1,1,0.0
CUERVOS_DORADOS,0,1,1,0.0
CULTO - LOS MIL SOLES DE ORO,1,1,2,50.0
CULTO DE LA ARENA NEGRA,0,1,1,0.0
CUMnelombl,1,1,2,50.0
CURD CARTEL,0,2,2,0.0
CZRM,0,1,1,0.0
Caballero_Templario,2,6,8,25.0
Caballeros 0scuros,8,35,43,18.6
Caballeros Del Pasado,52,129,181,28.7
Caballeros Oni-Chan,0,3,3,0.0
Caballeros de Dol Amroth,0,3,3,0.0
Caballeros de Lel,0,2,2,0.0
Caballeros de la Hoja,1,2,3,33.3
Caballeros de la Luz Dorada,2,6,8,25.0
Cabras da PesteBR,0,1,1,0.0
Cabrones Con Clase,1,0,1,100.0
Cachimbo da Paz,0,3,3,0.0
Cachorritos Avalonianos,0,2,2,0.0
Cacikes de Albion,3,0,3,100.0
Caerleones,0,1,1,0.0
CaerlionFarm,0,1,1,0.0
Caidos_Del_Alba,30,62,92,32.6
Caita Pro S,1,0,1,100.0
Calamity Rebirth,0,1,1,0.0
CaligulaSinRopa,0,1,1,0.0
Calm Before Chaos,3,7,10,30.0
Calvados,0,1,1,0.0
Camara de Comercio,1,2,3,33.3
Camaron Salvaje,1,5,6,16.7
Caminante Nocturno,0,1,1,0.0
Caminantes al Mictlan,1,0,1,100.0
Caminantes del Alba,0,5,5,0.0
Caminos De Arena,1,13,14,7.1
Camlann Fishman,0,1,1,0.0
Campfire Chronicles,0,6,6,0.0
Canes Bellum,0,1,1,0.0
Cansado de ABA CANTV Albion,2,10,12,16.7
CapaAzull,2,21,23,8.7
Capela Cipriana,0,1,1,0.0
Captain Timo,8,9,17,47.1
CaptainTroll,10,13,23,43.5
Capy Crew,39,27,66,59.1
CaracasCity,0,6,6,0.0
CarameIos,0,2,2,0.0
Carbitos,1,0,1,100.0
Carpe Noctem Invicta,0,1,1,0.0
Cartel de Thetford,0,1,1,0.0
Cartel veneco,0,1,1,0.0
Cartografos del Abismo,3,3,6,50.0
Casa-Targarye_BR,1,5,6,16.7
Cascas de Bala,1,18,19,5.3
Cassiopea,10,17,27,37.0
Castel-Black,0,26,26,0.0
Castillo Negro,1,1,2,50.0
Castle Maniac,1,0,1,100.0
Casual Core,3,4,7,42.9
Casual Tea,0,2,2,0.0
Casual Tryhards,0,1,1,0.0
Catness Miausters,0,3,3,0.0
Cats del PVE,1,0,1,100.0
Causitas,2,6,8,25.0
Cavaleiro de Ebano,1,0,1,100.0
Cavaleiros Avalonianos,30,74,104,28.8
Cavaleiros StarK,0,1,1,0.0
Cavaleiros de Vera Cruz,6,25,31,19.4
Cavalon,0,1,1,0.0
Cazadores de la Arena Roja BW,0,3,3,0.0
Ceifadores-de-Almas,0,1,1,0.0
Cenizas del fenix,1,4,5,20.0
Cerberus-Alpha,14,28,42,33.3
CeridwensLittleHelpers,3,9,12,25.0
Certified Money Makers,0,4,4,0.0
Chama Divina,0,1,1,0.0
Chances Are We are Pro,3,9,12,25.0
Chancho Plano,2,1,3,66.7
Chaos In The Hell,1,0,1,100.0
Chaos Priori,0,3,3,0.0
Chars Temple,0,2,2,0.0
Check Him PC,13,4,17,76.5
Cheer,58,21,79,73.4
Children Of Mana,0,1,1,0.0
Children of the Golden Dawn,0,1,1,0.0
Chilenos Traidores,1,3,4,25.0
Chill and trade,0,1,1,0.0
ChillinClan,2,0,2,100.0
Chimkens,0,5,5,0.0
Chinese boy,0,11,11,0.0
Chingen a su madre,0,2,2,0.0
Chipi Black Chapa,1,1,2,50.0
Chiriston,0,2,2,0.0
ChocoRabbit,0,1,1,0.0
Chocolate Con Queso,3,1,4,75.0
Chores,0,2,2,0.0
Chronic Banditz,1,9,10,10.0
Chronus,1,1,2,50.0
Chubacas,2,0,2,100.0
Chuds,0,3,3,0.0
Chuleta de ceido,0,2,2,0.0
Chupalaa,3,4,7,42.9
ChurrascoCerveja,1,2,3,33.3
Cielo Azul Soberano,1,0,1,100.0
Ciervos Negros,7,3,10,70.0
Cimmeria,0,2,2,0.0
Circle of Mirjan,0,1,1,0.0
Circo do Dragao,1,2,3,33.3
Circulo Del Caos,2,2,4,50.0
Circulo Rubro,0,3,3,0.0
Circulo de Ferro,0,1,1,0.0
Circus of Avalonian Roads,0,3,3,0.0
City Group,0,1,1,0.0
ClSolaris,1,3,4,25.0
Cla da Pinga,1,1,2,50.0
Clan 420,0,1,1,0.0
Clan Cisterna,0,3,3,0.0
Clan Family,2,0,2,100.0
Clan Reyes,0,3,3,0.0
Clan del Dragon negro,0,3,3,0.0
Clan-Zenin,9,13,22,40.9
Clap Lee Maior Q Perma Comp,0,2,2,0.0
Claptage,6,8,14,42.9
Clearance,21,44,65,32.3
Club Pimbada,2,11,13,15.4
Club Winx,0,2,2,0.0
Club de la novatada,0,7,7,0.0
ClubHellFire,0,1,1,0.0
CmDTeam,0,7,7,0.0
Coalizao Dark,0,2,2,0.0
Coalizao NE,11,22,33,33.3
CocaColaZero,0,1,1,0.0
Cockz Company SPA,1,5,6,16.7
CofreLand,0,1,1,0.0
CogollosCrew,1,0,1,100.0
Coletores Black,2,9,11,18.2
Coletores de Almas BR,2,7,9,22.2
Colhosp,0,2,2,0.0
Colmillos Esmeralda,1,5,6,16.7
Colmillos de Hielo,0,4,4,0.0
Colosos de Honor,0,2,2,0.0
ComandoLatino,0,1,1,0.0
Comedores de Anica,0,1,1,0.0
Commotion,256,94,350,73.1
Communiste Qc,0,1,1,0.0
Companhia Pele Ferrea,7,9,16,43.8
Companias de Muerte o Gloria,9,4,13,69.2
Complejo de Pocho,17,40,57,29.8
CompletelyStrange,63,122,185,34.1
Compulsion,0,2,2,0.0
Conclave Cromatico,0,7,7,0.0
Condor Monsters,0,2,2,0.0
Conflict,7,7,14,50.0
ConnectionProbleM,2,7,9,22.2
Conquerers of Khaine,1,2,3,33.3
Conselho Real de Martlock,0,1,1,0.0
Conselho Real de ThetFord,4,6,10,40.0
Contingent,103,106,209,49.3
Contratistas,5,8,13,38.5
Convergencia,4,0,4,100.0
Coquintalca 3,0,2,2,0.0
Coraline,0,1,1,0.0
Corazon de Fuego,0,1,1,0.0
Cordeiro Comunista,2,8,10,20.0
Core Cats,24,26,50,48.0
Core Raiders,0,1,1,0.0
Corporacion LEO,0,1,1,0.0
Corporacion de Mercaderes,0,6,6,0.0
Corranlabola,31,61,92,33.7
Corrupted Olympus,1,2,3,33.3
Corrupted Spunk,4,13,17,23.5
Corsairs BR,4,18,22,18.2
Corte caniche,1,13,14,7.1
Corvo Attano,0,2,2,0.0
Corvos Necromancers,0,1,1,0.0
Courage Group,0,1,1,0.0
Coureur de Bois,0,2,2,0.0
Court of Fools,0,1,1,0.0
Covardia Organizada,1,1,2,50.0
Coven Of The LostSouls,0,2,2,0.0
Covenant Of Martlock,0,1,1,0.0
Covil Do Wolf,5,6,11,45.5
Cowboys From HeII,0,1,1,0.0
Cowboys do inferno,0,1,1,0.0
Cracked Eggs,0,3,3,0.0
Craft-Only,0,1,1,0.0
Crafter Legends,0,6,6,0.0
Crafting Agency,1,0,1,100.0
CraftingSOLO,0,1,1,0.0
Crafts LTDA,1,2,3,33.3
Crazy Club,15,24,39,38.5
Crazy Dreamers,4,9,13,30.8
Crazy for Cats,0,2,2,0.0
Criminal Blood,0,1,1,0.0
Crimson Blades GXT,1,3,4,25.0
Crimson Gank,0,4,4,0.0
Crimson Marauders,0,5,5,0.0
Crimson Trading Company,0,1,1,0.0
Crippys,0,2,2,0.0
Crise Dos Idosos,0,1,1,0.0
Cristal Beasts,0,3,3,0.0
Critical Meow,0,1,1,0.0
Crosmotito Rest,1,4,5,20.0
Crow Friends,2,3,5,40.0
Crupanov,0,1,1,0.0
Crux Del Sur,53,99,152,34.9
Cu de Elastico,1,1,2,50.0
Cuak Army,1,0,1,100.0
Cubanos X El Mundo,0,7,7,0.0
CuddleZone,0,2,2,0.0
Cuervos del Yunque,1,20,21,4.8
Cuervos sangriento,3,10,13,23.1
CuliCagaos,0,1,1,0.0
Cult 0f The Wolves,0,15,15,0.0
Cult of Light,0,1,1,0.0
Cult0 De La Bestia,0,1,1,0.0
CultAssassins,2,6,8,25.0
Culto Nocturno,0,2,2,0.0
Culto de Alba,2,2,4,50.0
Culto del Kraken,8,26,34,23.5
Curame K,0,6,6,0.0
Curriculum Vitae,209,143,352,59.4
Cursed Abismo,0,1,1,0.0
Curso Craft,1,0,1,100.0
Custodes Veritatis,0,5,5,0.0
Custodios de Avalon,5,17,22,22.7
Custos Sagittae Rubrae,0,1,1,0.0
Cuys In The Clap,57,52,109,52.3
Cxntury,0,1,1,0.0
Cyan,97,155,252,38.5
Cyan I I,1,0,1,100.0
Cyber Dragon infernal,3,3,6,50.0
Cycle Breakers,5,10,15,33.3
Cydonians,1,0,1,100.0
D - GHOSTS,10,32,42,23.8
D A E M O N,34,64,98,34.7
D A R K E S T,0,4,4,0.0
D E A T H S I L E N C E,1,4,5,20.0
D E C L I N E,4,5,9,44.4
D E E P H T S,0,3,3,0.0
D E T O N A D O R E S,3,8,11,27.3
D HUNTERS,0,2,2,0.0
D I N O C O,200,115,315,63.5
D I R E T O R I A,0,1,1,0.0
D I S 4 S T E R,0,4,4,0.0
D I S R E S P E C T,1,0,1,100.0
D I S T I N C T,0,3,3,0.0
D O K K A E B I,0,1,1,0.0
D O L L Y,8,39,47,17.0
D O N G,0,1,1,0.0
D O W N,3,9,12,25.0
D a r k H u n t e r s,0,5,5,0.0
D e l e y e n d a s,0,1,1,0.0
D e l i n c u e n t e s,38,75,113,33.6
D i v i n e Z,1,9,10,10.0
D0S ESPADAS,0,3,3,0.0
D1RTY,2,2,4,50.0
D3STINX,0,1,1,0.0
D3XHAR,0,1,1,0.0
D3stroyers,14,50,64,21.9
D4ddychill,0,1,1,0.0
DANCIN,1,3,4,25.0
DARK HORSES 1,0,1,1,0.0
DARK MARINES,19,40,59,32.2
DARK RA1DERS,7,5,12,58.3
DARK SOUL STAR,3,9,12,25.0
DARK ZON,0,1,1,0.0
DARK-AURA,2,4,6,33.3
DARKM1GHT,257,112,369,69.6
DARKNESS AND LIGHT,0,5,5,0.0
DARKS WARRIORS,0,1,1,0.0
DATE A LIVE,40,75,115,34.8
DAshyon,0,3,3,0.0
DDARTH,3,9,12,25.0
DDark Assassin,0,1,1,0.0
DE CORDEROS A LEONES,2,5,7,28.6
DE FERIAS COM A MULHER,1,1,2,50.0
DEAD M00N,1,3,4,25.0
DEAD Renegadez,0,1,1,0.0
DEADNASTREVAS,1,2,3,33.3
DEATH FEARS ME,17,48,65,26.2
DEATHR0W,63,50,113,55.8
DECADENSE,20,21,41,48.8
DECAPITATORS,10,34,44,22.7
DECENDENTES DA ALVORADA,6,34,40,15.0
DEDO NO OLHO,16,21,37,43.2
DEFENSORES THETFORD,5,8,13,38.5
DEICIDIOS,0,1,1,0.0
DEIDAD,1,2,3,33.3
DELULAR,2,0,2,100.0
DEMENTOMORI,0,1,1,0.0
DEMONS107,1,5,6,16.7
DESASTRE DEL-REIN0,2,6,8,25.0
DESMONTADOS,1,3,4,25.0
DESOLACION,0,1,1,0.0
DESPIDETE BIEN,3,10,13,23.1
DESPROFIT_BR,2,0,2,100.0
DESTELLO FINAL,0,1,1,0.0
DETONADORES DE SATANICMODE,0,1,1,0.0
DEVIA ON TOP,0,2,2,0.0
DEVORADORES DE ALMA,9,29,38,23.7
DEVTA,9,5,14,64.3
DEX-terity,25,24,49,51.0
DGW,0,4,4,0.0
DGz,2,9,11,18.2
DI0SES DEL OLIMPO,1,0,1,100.0
DIABL0S,21,76,97,21.6
DIAMOND SWORD,0,1,1,0.0
DICOM,18,8,26,69.2
DICTADORES DEL ABISMO,0,1,1,0.0
DIEGOLGT,0,1,1,0.0
DIOS NO EXISTE,0,1,1,0.0
DISCIPULOS DO MARTELAO,0,1,1,0.0
DISMOUNT_HERE,2,2,4,50.0
DIVE TO DIE,1,2,3,33.3
DIVINAS,1,0,1,100.0
DIVINE GLORY,0,1,1,0.0
DK Country,2,0,2,100.0
DKG-Sports,1,0,1,100.0
DLTD,12,1,13,92.3
DMTS,0,6,6,0.0
DOGHELL,2,6,8,25.0
DOMINIUN BRASILIAE,0,1,1,0.0
DOMINUS CRAFT,0,1,1,0.0
DOMUS ALBIONIS,1,12,13,7.7
DOOFUS SQUAD,2,2,4,50.0
DOUX,9,11,20,45.0
DPSZero,6,10,16,37.5
DRAGON B0RN,0,1,1,0.0
DRAGON DEL VACIO,0,1,1,0.0
DRAGONBLESS,0,2,2,0.0
DRAGONFROSTH,0,1,1,0.0
DRAGONS BLACKFIRE,1,9,10,10.0
DRAGONS BLOODS,6,4,10,60.0
DREADMYST,0,1,1,0.0
DSCRD,0,2,2,0.0
DULUK,2,17,19,10.5
DUSTT FORCE GAMING,0,1,1,0.0
DYNA STY,0,7,7,0.0
DYNASTYC,4,17,21,19.0
Da Black Lotus,7,26,33,21.2
DaOneNOnly,11,34,45,24.4
DaPredators,0,2,2,0.0
Dab Disciples,0,3,3,0.0
Dab Neeg,1,2,3,33.3
Dabs,1,1,2,50.0
DacH,6,1,7,85.7
Dad Bod Club,0,1,1,0.0
Daddy8801,27,7,34,79.4
Dalifer,0,1,1,0.0
Damas Gratis,0,2,2,0.0
Danafal,6,11,17,35.3
Dandy Guys,4,7,11,36.4
Dao Shan,1,5,6,16.7
Darck Reapers,0,1,1,0.0
DarckCompany,0,1,1,0.0
Dark Falcon Legion,2,0,2,100.0
Dark Nights Death Metal,2,2,4,50.0
Dark Pain,0,1,1,0.0
Dark Titans,0,4,4,0.0
Dark Turn,1,1,2,50.0
Dark Vanguard of the Moon,0,1,1,0.0
Dark bandit wolf,0,6,6,0.0
Dark-Furius,0,1,1,0.0
Dark51,0,1,1,0.0
DarkChains,3,0,3,100.0
DarkDinasty,0,5,5,0.0
DarkDreaming,23,5,28,82.1
Darkness INC,104,97,201,51.7
Darkness Souls,0,2,2,0.0
Darkzguls,0,2,2,0.0
Das7as9,1,3,4,25.0
De Cuba,3,10,13,23.1
De La Orda,0,1,1,0.0
De Voluntate Fratrum,0,2,2,0.0
De4d End,78,75,153,51.0
De4th Punch,38,32,70,54.3
DeBoots,0,2,2,0.0
DeadDemonwissper,1,0,1,100.0
Deadly Fenix,0,1,1,0.0
Deadly Tactic,0,1,1,0.0
Death Clowns Society,6,31,37,16.2
Death Heros,0,3,3,0.0
Death Latin Army,19,49,68,27.9
Death Of Souls,3,27,30,10.0
Death Sentenc3,38,61,99,38.4
Death Tour,5,8,13,38.5
Death s Shroud,2,0,2,100.0
Death-Nork,0,1,1,0.0
Death-Note-G,2,6,8,25.0
DeathEnvoy,0,1,1,0.0
DeathPoint,1,0,1,100.0
DeathRunnerss,10,11,21,47.6
DeathSkull ReturN,1,4,5,20.0
Decent Folk,2,4,6,33.3
Deema,1,3,4,25.0
Deep Death,0,1,1,0.0
Deep Happyness,0,1,1,0.0
Defensive Healer,1,3,4,25.0
Degenerate Nation,14,32,46,30.4
Deicidio Supremacy,2,9,11,18.2
Dejame pensar un rato,0,1,1,0.0
Delulu,4,17,21,19.0
Demolition Boys,1,3,4,25.0
Demon watcher,0,1,1,0.0
Demon_Killers,0,4,4,0.0
Demonic death,0,1,1,0.0
Demonios Con Una Hoz,0,4,4,0.0
Demons Of Albion,0,2,2,0.0
Demons and Wizards,4,17,21,19.0
Demons guardian pt2,0,1,1,0.0
Demons of Razgriz,1,0,1,100.0
DemonyWojny,1,5,6,16.7
Deo Gratias,0,1,1,0.0
Deorum Mortis,21,35,56,37.5
Depths Vanguard,0,1,1,0.0
Desastre da Black,1,3,4,25.0
Descendientes del Abismo,1,0,1,100.0
DespenzaCBA,1,0,1,100.0
DeusAeternum,0,1,1,0.0
Deux Aias,1,0,1,100.0
Devias,1,2,3,33.3
Devils -Never- Cry,0,1,1,0.0
Devils Disciples,1,3,4,25.0
Devils Reapers,0,2,2,0.0
Diablo Gang,1,1,2,50.0
DiabloLobos,0,1,1,0.0
Diamond Legacy,0,1,1,0.0
Diddy Did,5,3,8,62.5
Die Edlen Krieger,2,1,3,66.7
Die Hard Gaming,0,10,10,0.0
Die Lit,0,1,1,0.0
Die letzte Zeile,0,3,3,0.0
Die schwarzen Hmmer,0,1,1,0.0
DienteHielo,0,1,1,0.0
Dies-Irae,11,10,21,52.4
Diesuvive,0,1,1,0.0
Different Heaven,0,1,1,0.0
Dillers of god,3,1,4,75.0
Dinastia JAujINA,1,2,3,33.3
Dinastia Ultima Artemis,2,1,3,66.7
DinastiaNordica,2,10,12,16.7
Diomedeidae,1,0,1,100.0
Dioxide,0,1,1,0.0
Dires Bane,5,4,9,55.6
Disband V,0,1,1,0.0
Discarded Saints,0,3,3,0.0
DishonoredLegion,0,1,1,0.0
Dishwasher,0,2,2,0.0
Dismount And Death,1,7,8,12.5
Divine Departure,38,91,129,29.5
Divine Hell,1,0,1,100.0
Divine Legends,1,0,1,100.0
Divine-Sword,0,3,3,0.0
Doberman_dangerous,0,1,1,0.0
Doble OC,83,48,131,63.4
Doggie Down,17,18,35,48.6
Doghouse Delinquents,0,3,3,0.0
Dominio Estelar,0,1,1,0.0
Dominion Eternal,0,4,4,0.0
Donkers,1,0,1,100.0
Donkey Division,28,40,68,41.2
Donkey Punchers,1,1,2,50.0
Dont Time,0,1,1,0.0
Dont_Cry,20,38,58,34.5
Doralingus,3,1,4,75.0
Dos9,6,1,7,85.7
Double Tap,0,1,1,0.0
Downies Corporation,2,3,5,40.0
Dr_Locked,1,3,4,25.0
Drachewyrm Order,9,35,44,20.5
Drachewyrm Order SEDE THET,5,11,16,31.2
Draconic Destruction,0,1,1,0.0
Dragao do Pantano,2,10,12,16.7
Dragon Clouds,0,1,1,0.0
Dragon Instinct,0,1,1,0.0
DragonForceS,0,2,2,0.0
DragonSlayersV,0,1,1,0.0
Dragones Rojoa,0,1,1,0.0
Dragones centinelas,0,7,7,0.0
Dragones de Hierro,0,1,1,0.0
Dragonientes,0,1,1,0.0
Dragons 3ye,0,2,2,0.0
Dragons Of Tenebris,0,1,1,0.0
Dragons Paack,2,6,8,25.0
Dragons Paradox,0,1,1,0.0
Dragonsgard,1,6,7,14.3
Dragonwake,0,1,1,0.0
Drakebound,37,72,109,33.9
Drakonty ligea,16,19,35,45.7
Drakthar,0,5,5,0.0
Dreadbound,7,26,33,21.2
Dream Killers,4,8,12,33.3
Dreamfall,5,15,20,25.0
Dreamfyre,0,6,6,0.0
Drekar Storm,1,0,1,100.0
Drgonsgard,1,2,3,33.3
Druidae Umbrae,5,17,22,22.7
Dsylexic,0,1,1,0.0
DuckDuckGoose,1,1,2,50.0
Dungeon Lions,0,1,1,0.0
Dungeon Plunderers,0,4,4,0.0
Dungeon crawling,0,1,1,0.0
Dungon drivers,0,17,17,0.0
Dunkler Dreiklang,1,5,6,16.7
DurmstronG,4,0,4,100.0
Dwargon,1,8,9,11.1
Dyn4stia,1,0,1,100.0
Dynamit,0,3,3,0.0
Dynasty Of Lost Light,1,6,7,14.3
Dynasty Of Thieves,1,4,5,20.0
E F N E S,14,1,15,93.3
E F Y S S E,1,5,6,16.7
E L D R A,1,6,7,14.3
E L D R I U M,1,10,11,9.1
E M 3 R Y C I,4,2,6,66.7
E M I N E N C E,0,3,3,0.0
E R E B U S,7,33,40,17.5
E X I L I A D O S,1,1,2,50.0
E couple,11,5,16,68.8
E-G-O,5,6,11,45.5
EASY CRAZY,0,1,1,0.0
ECHOES of ETERNlTY,0,1,1,0.0
ECLIPSE sp,0,1,1,0.0
ECOS_DEL_ALBA,2,2,4,50.0
EGlendarios,0,1,1,0.0
EH o FARM,0,2,2,0.0
EIectric,0,2,2,0.0
EJERCITO FORT STERLING,1,7,8,12.5
EL AMANECER DEL DIA 1,0,1,1,0.0
EL CENIT,0,35,35,0.0
EL CHUCHU DE ARAGUA,3,11,14,21.4
EL ESCUADRON ANTIGARCHA,0,1,1,0.0
EL HERALDO,0,2,2,0.0
EL LAG DE LAS HCE,5,25,30,16.7
EL MAS POLLO,1,4,5,20.0
EL MURO DE LOS 7 REINOS,0,2,2,0.0
EL NEGRO JHULIAN,0,1,1,0.0
EL PALACIO DEL FUTANARI,0,1,1,0.0
EL REICH,1,2,3,33.3
EL REINO DEL ABISMO,0,5,5,0.0
EL SOL DEL NORTE,0,4,4,0.0
EL SOTANO DE JESS,20,34,54,37.0
EL TANHUANTINSUYO,3,6,9,33.3
EL UNDECIMO MANDAMIENTO,12,31,43,27.9
ELDERYN,3,8,11,27.3
ELFRITUS,1,0,1,100.0
ELISA LANCHES,13,36,49,26.5
ELITE MONKEYS,11,37,48,22.9
ELITE VK,0,1,1,0.0
EL_JURAMENTO DE LAS SONBRAS,1,14,15,6.7
EMPERADORES LATINOS,1,2,3,33.3
EMPERADORES7,0,1,1,0.0
EMPIRE XOGUM,0,5,5,0.0
ENAMORADO-y-suS-LOCOS,1,0,1,100.0
ENDANGERED,171,84,255,67.1
ENERGIA AVA,2,2,4,50.0
ENERGIA OC,1,4,5,20.0
ENTERT4INMENT,101,125,226,44.7
ENTIDAD,3,6,9,33.3
ENVIADOS,6,17,23,26.1
EPIC EFFORTS,0,9,9,0.0
EQP ODIO,2,8,10,20.0
ERECTUM,2,2,4,50.0
ERWEBOMIO,1,2,3,33.3
ESCAMBO,7,45,52,13.5
ESCLAVOS DE LAS SOMBRAS1,0,3,3,0.0
ESCUADRON SUICIDA FAMA,0,3,3,0.0
ESENCIA,1,0,1,100.0
ESKR2,13,26,39,33.3
ESPESIALES,8,22,30,26.7
ESQUADRAO BRISADO,0,1,1,0.0
ET de V4G1N4,5,4,9,55.6
ETERNAL FIRE DRAGON,0,2,2,0.0
ETERNAL NIGHTS,55,68,123,44.7
ETERNAL SHRINE,1,1,2,50.0
ETERNOS DRAUGR,13,62,75,17.3
ETHERNAL-GLORY,23,55,78,29.5
ETHUM QUALITY,0,5,5,0.0
EU SOU LOUCO PORRA KKKKKKKKKKK,2,0,2,100.0
EVERLASTING_LIGHT,0,1,1,0.0
EVIL CalilaS GANG,1,0,1,100.0
EVIL ETERNAL,0,1,1,0.0
EVIL KOOL GAMING,0,1,1,0.0
EVIL_CHICKENS,0,1,1,0.0
EX3CUT0R,28,36,64,43.8
EXC3LSIOR,4,13,17,23.5
EXCLUI2,0,1,1,0.0
EXIL4D0S,0,2,2,0.0
EXILADOSS,3,9,12,25.0
EXILIADOS DEL NORTE,8,18,26,30.8
EXPRESSO AVALONIANO,0,1,1,0.0
EXTINCION EX,1,3,4,25.0
EZG0TO,35,31,66,53.0
EZSCROTO,4,2,6,66.7
E_T_E_R_N_O _S,0,6,6,0.0
Eastern Dragons,5,22,27,18.5
Echoes of Deicide,0,1,1,0.0
Eclipce de Asgarth,1,0,1,100.0
Eclipse Blade,9,12,21,42.9
Eclipse Of Destiny,2,3,5,40.0
Econyx,4,10,14,28.6
Ecos Del Vacio,3,17,20,15.0
Ecos da Ruina,3,13,16,18.8
Ecos del Camino Real,2,0,2,100.0
Eevolution,47,85,132,35.6
Egipto,4,8,12,33.3
Eight TM Night,0,2,2,0.0
Eikonic,92,127,219,42.0
Einzelgnger,3,6,9,33.3
Ejercito del Rey,0,2,2,0.0
El Arcano Del Loco,0,1,1,0.0
El Burdel De Bender,1,12,13,7.7
El Clan de Ouroboros,0,1,1,0.0
El Concilio de las Sombras,0,1,1,0.0
El Crisol Alado,4,5,9,44.4
El Culto de Axxis,0,1,1,0.0
El Emporio,3,1,4,75.0
El Holandes Herrante,1,4,5,20.0
El Imperio Latino,0,12,12,0.0
El Ku Klux Klan,1,2,3,33.3
El Pacto De Los Tres Reyes,5,14,19,26.3
El Panteon Del Rastreo,1,2,3,33.3
El Puerta Truco Empire,0,3,3,0.0
El Punto de Partida,0,1,1,0.0
El Quinto Teletubbie,0,1,1,0.0
El Quinto Teletubie,0,3,3,0.0
El Reino del Caos,0,1,1,0.0
El TREN DEL LLANO,0,2,2,0.0
El Tren de San Casimiro,0,1,1,0.0
El Tren del Hielo,4,25,29,13.8
El azote de los mancos,0,3,3,0.0
El cartel CR,0,2,2,0.0
El culto al pan,1,1,2,50.0
El grupo de Frieren,0,1,1,0.0
El indio solari,3,4,7,42.9
El jorobado y sus amigos,3,3,6,50.0
El sindicato de papus,0,2,2,0.0
El trio de pendejos,0,1,1,0.0
ElNidoDeRatas,0,1,1,0.0
Ela Me Deixou,0,1,1,0.0
Elba Neado,1,0,1,100.0
Elbaph,0,3,3,0.0
Elemental Tails,1,7,8,12.5
Elevate,0,1,1,0.0
Elevated3,0,1,1,0.0
Elite Besitos,1,2,3,33.3
Elite Nostra,2,11,13,15.4
Elite PvE Brasil,1,7,8,12.5
Elite Questionavel,0,3,3,0.0
Elite SurAmerica,0,2,2,0.0
Elite de la Sombra,4,7,11,36.4
Elite4,0,1,1,0.0
EliteDeath,1,9,10,10.0
Elivgar,0,1,1,0.0
Elkulimaster,0,3,3,0.0
Elowen,0,2,2,0.0
Els Gats d Or,28,37,65,43.1
Emeraldia,0,1,1,0.0
EminenceOfShadows,5,21,26,19.2
Emperors Children lll,0,1,1,0.0
Empirial-Kittyos,0,1,1,0.0
En Honor a GallinaPiola,0,2,2,0.0
Enanos Artes anos,0,1,1,0.0
Encarnados,0,4,4,0.0
End 0f Discussion,1,2,3,33.3
Endeudad0s,0,2,2,0.0
Energia no Prime,0,1,1,0.0
Ephemerals,23,44,67,34.3
Epic Hobos,10,20,30,33.3
Epic Hobots,1,2,3,33.3
Eprosthesyan,0,1,1,0.0
EquilibrE,9,25,34,26.5
Erga Omnes,0,1,1,0.0
Ergenekon_real,2,11,13,15.4
Erome,11,3,14,78.6
Eromita,1,0,1,100.0
Eroth,98,125,223,43.9
Errantes Eternos,0,5,5,0.0
Erro do Ultrassom,0,7,7,0.0
Error 404 Not Found,50,34,84,59.5
Error_503,0,2,2,0.0
Escarcha de Sangre,0,14,14,0.0
Escarveil,42,13,55,76.4
Escolinha Avalon,11,37,48,22.9
Escoria Rebelde,0,1,1,0.0
Escuadrn Toro Negro,0,1,1,0.0
Escuadron Anti-Gordas,1,1,2,50.0
Escudo_BR,2,22,24,8.3
Espadachines Negros,6,30,36,16.7
Espadas de Avalon,0,2,2,0.0
Esparta16 02 26,1,8,9,11.1
EspartanosARG,0,2,2,0.0
Espectros de la Cienega,0,1,1,0.0
Espiga,0,1,1,0.0
Espiritus Del Bosque,0,1,1,0.0
EstirpE_PolaR,3,13,16,18.8
Et cetera,2,6,8,25.0
Eternal Defiance,29,37,66,43.9
Eternal Divinity,1,4,5,20.0
Eternal Knights of Shadows,5,18,23,21.7
Eternal Onslaught,0,6,6,0.0
Eternal Radiance,0,4,4,0.0
Eternal Shadow Pact,1,3,4,25.0
Eternal-Reign,0,1,1,0.0
Eternals Night Legion,0,2,2,0.0
Eternity Fame,1,5,6,16.7
Eternity Kings,1,0,1,100.0
Eternity Specters,0,3,3,0.0
Eterno CaoS,0,1,1,0.0
Eternos del Abismo,4,19,23,17.4
Ethernal Rush,3,16,19,15.8
Ethernia,0,4,4,0.0
Ethically Sourced Loot,1,1,2,50.0
