Guild,win,loss,Total,Winrate (%)
CAMISA10,1,0,1,100.0
CANTZAO,0,1,1,0.0
CAOS FENIX,0,4,4,0.0
CAOTICA,0,5,5,0.0
CAPIBARA GANK,1,5,6,16.7
CAPYBARA TEAM,0,1,1,0.0
CARAMELO DO CU PRETO,4,5,9,44.4
CARIBES,0,2,2,0.0
CARISMA-CLAN,0,4,4,0.0
CARLIN-PLAINPVP,0,7,7,0.0
CARMILLA,0,3,3,0.0
CARRANKA,8,43,51,15.7
CARREGADO PELO DESTINO,4,4,8,50.0
CARRO DE LIXO,0,2,2,0.0
CARTEL COMPANY,3,0,3,100.0
CARTEL DEL GOLF0,3,1,4,75.0
CARTEL ONY Z,1,14,15,6.7
CAZA GANKER,55,67,122,45.1
CAZADOR DE THERIANS,2,1,3,66.7
CAZADORES_DE_MAZMORRAS,0,1,1,0.0
CAZADRAGONES,1,1,2,50.0
CAlDA DE LA CORONA,0,8,8,0.0
CBMGRIFFIN,0,1,1,0.0
CECOT,27,54,81,33.3
CEIFADORES-DA-ALVORADA,7,27,34,20.6
CEIFEIROS de BRIDGWATCH,0,3,3,0.0
CERDONIA,1,0,1,100.0
CESTA BASICA REBORN,7,46,53,13.2
CGT-CONF GENERAL DEL TRABAJO,0,1,1,0.0
CHAMPS Factory,0,3,3,0.0
CHAPADOS DE PAMONHA,0,3,3,0.0
CHAPADOS E PERIGOSOS,2,0,2,100.0
CHAPIZZZA,0,3,3,0.0
CHE BOLINHA,0,1,1,0.0
CHEEKZ,37,52,89,41.6
CHINESE CRAFTSMAN,4,0,4,100.0
CHOPSQUAD,0,1,1,0.0
CHRONICLES-TWO-SUNS,0,3,3,0.0
CHS GUILD,0,2,2,0.0
CL4N-DEST1N0,0,6,6,0.0
CLAN RIKTUS,0,2,2,0.0
CLAP BACK,39,8,47,83.0
CLT ForEver,0,4,4,0.0
CLT PROMAX,0,3,3,0.0
CLThanos,1,17,18,5.6
CLTs de Bridgewatch,2,7,9,22.2
CLTunidos,19,9,28,67.9
CLUB - S P A C E,17,23,40,42.5
CLUB_EPST3IN,0,1,1,0.0
CNPJ 01,1,0,1,100.0
COAHERI,1,0,1,100.0
COBRAS YT,0,15,15,0.0
COFFE BR,0,1,1,0.0
COLMILLO DE PLATA,3,11,14,21.4
COMARCA HOBBITON,13,41,54,24.1
COMQNDO-LTM,1,9,10,10.0
CON LOS PLONES PA ZONA NEGRA,0,1,1,0.0
COOK Sits for Dali,0,1,1,0.0
CORE-S,2,3,5,40.0
COROA NEGRA,10,30,40,25.0
CORRUPT0S,2,1,3,66.7
CRAFT PROFICIONAL,0,1,1,0.0
CRANKY CRAZIES,0,8,8,0.0
CRESPOLLO,1,6,7,14.3
CRIAS DO VAZIO,1,22,23,4.3
CRIMEPLAY,4,5,9,44.4
CRIMSAN DAGGER,0,2,2,0.0
CRIMSOM GLORY,0,1,1,0.0
CRIMSON C0VENANT,0,5,5,0.0
CRIMSON HYDRA,1,3,4,25.0
CRIMSON OATH SYNDICATE,0,1,1,0.0
CRITICANCIA,1,4,5,20.0
CROSS GUILD 1,1,6,7,14.3
CROW220,0,1,1,0.0
CROWS ON THE WALL,2,8,10,20.0
CRUXADOS,1,13,14,7.1
CRY IN S1L3NC3,0,3,3,0.0
CRYSTAL-GM,0,2,2,0.0
CTAN REBORN,0,2,2,0.0
CUATROVEINTE,0,2,2,0.0
CUBAPVP,0,4,4,0.0
CUERVOS INFERNALES,0,1,1,0.0
CUERVOS_DORADOS,1,0,1,100.0
CUERVOS_NEGROS,0,7,7,0.0
CULTO - LOS MIL SOLES DE ORO,5,6,11,45.5
CULTO GATUNO,0,1,1,0.0
CUPIXAS,2,17,19,10.5
CURURUS,0,1,1,0.0
Caballeros 0scuros,3,12,15,20.0
Caballeros Del Pasado,44,84,128,34.4
Caballeros de Dol Amroth,0,1,1,0.0
Caballeros de la Luz Dorada,2,5,7,28.6
Cabras da Peste Hood,0,2,2,0.0
Cabras da PesteBR,0,2,2,0.0
Cacikes de Albion,2,2,4,50.0
Cactus Cowboys,5,2,7,71.4
Caerleon Flagged,0,1,1,0.0
Caidos_Del_Alba,7,23,30,23.3
Caixa de Pandor4,1,5,6,16.7
Calm Before Chaos,7,19,26,26.9
Calma Suprema,0,1,1,0.0
Camara de Comercio,1,0,1,100.0
Caminante Nocturno,0,1,1,0.0
Caminantes al Mictlan,1,2,3,33.3
Caminantes del Alba,1,2,3,33.3
Caminos De Arena,0,3,3,0.0
Camlan,2,1,3,66.7
Campeones del respawn,0,1,1,0.0
Campesinos CR,0,1,1,0.0
Cansado de ABA CANTV Albion,2,7,9,22.2
Canto do cabure miudinho,0,4,4,0.0
CapaAzull,2,33,35,5.7
Capibaras insanos,0,1,1,0.0
Captain Timo,5,5,10,50.0
CaptainTroll,5,7,12,41.7
Capy Crew,62,48,110,56.4
CaracasCity,2,3,5,40.0
Carbitos,2,8,10,20.0
Carmesol Invictus,0,1,1,0.0
Carn Dum,5,4,9,55.6
Carnage Hunters,3,3,6,50.0
Carreta Furaca0,0,1,1,0.0
Cartel de Thetford,0,1,1,0.0
Casa-Targarye_BR,1,2,3,33.3
Casacus,1,0,1,100.0
Cascas de Bala,3,14,17,17.6
Cassiopea,8,4,12,66.7
Castel-Black,0,21,21,0.0
Castillo Negro,0,4,4,0.0
Castillo del Monarca,2,1,3,66.7
Castle HCE,0,1,1,0.0
Casual Core,4,5,9,44.4
Cataracta,0,3,3,0.0
Cavaleiros Avalonianos,72,111,183,39.3
Cavaleiros de Greyhawk,1,1,2,50.0
Cavaleiros de Vera Cruz,9,60,69,13.0
Cavaleiros_do_ Norte,0,6,6,0.0
Cavalon,1,4,5,20.0
Caveira Black,0,2,2,0.0
Cazadores de la Arena Roja BW,1,9,10,10.0
Celestial Dragons Ar,0,2,2,0.0
Celestial Peak,0,3,3,0.0
CelestialCore,1,0,1,100.0
Centauri Ladonis,0,1,1,0.0
Centinelas de Martlok,3,1,4,75.0
Centinels_of_the_Red_Dawn,1,2,3,33.3
Central 18,0,1,1,0.0
Central de Split do Red,7,3,10,70.0
Cerberus-Alpha,7,26,33,21.2
CeridwensLittleHelpers,3,11,14,21.4
Cervejinha E Picanha,0,1,1,0.0
Cesian,0,1,1,0.0
Chainedd,1,0,1,100.0
ChamberClan,0,2,2,0.0
Chameleons,0,1,1,0.0
Champions Of Avalon,0,15,15,0.0
Chances Are We are Pro,4,8,12,33.3
Chaos Priori,1,5,6,16.7
Chars Temple,0,3,3,0.0
Check Him PC,13,3,16,81.2
Cheer,3,4,7,42.9
Cheeselords,0,2,2,0.0
Chifre Oculto,0,1,1,0.0
Children Of Mana,0,2,2,0.0
Children of Kali,0,1,1,0.0
Chill Raiders,4,7,11,36.4
Chill and trade,0,2,2,0.0
Chimkens,0,1,1,0.0
China Power,0,1,1,0.0
Chinese boy,1,23,24,4.2
Ching Mi,0,4,4,0.0
Chingen a su madre,0,3,3,0.0
Chipi Black Chapa,1,1,2,50.0
Chiriston,1,8,9,11.1
ChoNguGang,0,1,1,0.0
ChocoRabbit,0,1,1,0.0
Chocolate Con Queso,1,3,4,25.0
Chores,1,8,9,11.1
Choris Nelson,1,1,2,50.0
Chosen ones of Christ,2,1,3,66.7
Christ Knights,0,3,3,0.0
Christian Academy,0,3,3,0.0
Chromed Cox Anonymous,0,2,2,0.0
Chronic Banditz,1,1,2,50.0
Chuds,0,1,1,0.0
ChurrascoCerveja,1,10,11,9.1
Cielo Azul Soberano,0,1,1,0.0
Ciencias Aplicadas del Gank,0,5,5,0.0
Ciervos Negros,5,9,14,35.7
Cipher Bloom,6,7,13,46.2
Circo do Dragao,0,2,2,0.0
Circulo Rubro,0,3,3,0.0
ClSolaris,0,1,1,0.0
Clair Lumiere,1,2,3,33.3
Clan Cisterna,0,1,1,0.0
Clan Reyes,1,6,7,14.3
Clan SilverBorn,0,1,1,0.0
Clan de Cuervos,0,2,2,0.0
Clan-Zenin,4,20,24,16.7
Clan_Tanke,0,2,2,0.0
Claptage,16,31,47,34.0
Clearance,4,31,35,11.4
Cliza,1,4,5,20.0
Club Pimbada,1,0,1,100.0
Club Winx,0,1,1,0.0
Club de la novatada,1,5,6,16.7
Clubinho da Berinjela,0,1,1,0.0
CmDTeam,1,7,8,12.5
Coalizao NE,2,10,12,16.7
CocaColaZero,0,2,2,0.0
Cockz Company SPA,0,13,13,0.0
CocosPower,0,1,1,0.0
Coinflip Enjoyers,0,5,5,0.0
Coisas leves,0,1,1,0.0
Coletor De Lagarto,0,3,3,0.0
Coletores Black,0,3,3,0.0
Coletores da Paz,0,1,1,0.0
Coletores de Almas BR,5,32,37,13.5
Coletoresdemamute,0,8,8,0.0
Colhosp,1,11,12,8.3
Colmillo Dorado,0,1,1,0.0
Colmillos Esmeralda,1,4,5,20.0
Colmillos de Hielo,0,1,1,0.0
Colombo Crime Family,0,1,1,0.0
Comando Pimienta,13,46,59,22.0
ComandoLatino,1,3,4,25.0
ComiC,0,1,1,0.0
Commotion,238,91,329,72.3
Communiste Qc,0,2,2,0.0
Companhia Pele Ferrea,5,11,16,31.2
Compania negra,0,1,1,0.0
Companias de Muerte o Gloria,7,0,7,100.0
Compiladores de Almas,0,1,1,0.0
Complejo de Pocho,49,66,115,42.6
CompletelyStrange,105,137,242,43.4
Compra de Stock,0,1,1,0.0
Compton,2,0,2,100.0
Comunidad Toxica,1,1,2,50.0
Conclave Cromatico,1,5,6,16.7
Condor Monsters,1,5,6,16.7
Conflict,1,4,5,20.0
Conselho Real de ThetFord,0,3,3,0.0
Consulado Avaloniano,2,13,15,13.3
Contingent,124,109,233,53.2
Contratistas,13,32,45,28.9
Convergencia,2,4,6,33.3
Cool For The Summer,0,2,2,0.0
Coolio empire,0,1,1,0.0
Copper Clan,1,0,1,100.0
Coquinha Gelad4,0,1,1,0.0
Cordeiro Comunista,2,11,13,15.4
Core Cats,10,16,26,38.5
Core Raiders,5,14,19,26.3
Core Vits,50,53,103,48.5
Cori Profi,0,1,1,0.0
Cornholios,0,1,1,0.0
Cornos Unidos,0,1,1,0.0
Cornus Errantes,0,1,1,0.0
Corporacion ZaVaRick,0,1,1,0.0
Corranlabola,12,27,39,30.8
Corrupted Truth,0,2,2,0.0
Corte Funebre,0,1,1,0.0
Corte caniche,3,18,21,14.3
Corvus Meldax,0,1,1,0.0
CosmiC-ChesT,2,3,5,40.0
Cotton Workers,1,6,7,14.3
Court Jokers,1,6,7,14.3
Court of Fools,3,2,5,60.0
Covil Do Wolf,8,3,11,72.7
Cracked Eggs,5,5,10,50.0
Crafting Agency,1,2,3,33.3
CrassoError404,0,1,1,0.0
Crazy Club,13,21,34,38.2
Crazy Roosterrs,1,6,7,14.3
Crear Gremio,1,8,9,11.1
Criados Do Inferno,0,1,1,0.0
Crimson Blades GXT,0,3,3,0.0
Crimson Gank,0,2,2,0.0
Crimson Kings Guardians,0,1,1,0.0
Crimson Marauders,0,4,4,0.0
Crimson Trading Company,1,1,2,50.0
Crimson_Lotus,3,13,16,18.8
Crippled Crows,0,1,1,0.0
Crise Dos Idosos,0,3,3,0.0
Cristal Beasts,7,8,15,46.7
Croquetas company,0,2,2,0.0
Crosmotito Rest,0,1,1,0.0
CrotosDelSur,2,6,8,25.0
Crow Friends,0,6,6,0.0
Crupanov,0,4,4,0.0
Crusaders of Radiance,0,3,3,0.0
Crux Del Sur,42,111,153,27.5
Cruzada Br,0,1,1,0.0
Cruzados de Malta,0,2,2,0.0
Cu3r1to Mar,0,10,10,0.0
Cualquier vaina,0,2,2,0.0
Cuarzo,0,1,1,0.0
Cuc0s,0,1,1,0.0
CuddleZone,3,28,31,9.7
CuddleZone II,0,2,2,0.0
Cuervo y Sobrinos,3,1,4,75.0
Cuervos del Yunque,12,20,32,37.5
Cuervos sangriento,4,19,23,17.4
Cult 0f The Wolves,1,9,10,10.0
Cult Of The Goon,0,1,1,0.0
Cult of Light,0,1,1,0.0
Cult of Usagi,0,22,22,0.0
CultAssassins,3,3,6,50.0
Culto de Alba,2,5,7,28.6
Culto del Kraken,22,46,68,32.4
Culto-del-Carnero-Negr0,0,1,1,0.0
Curame K,0,5,5,0.0
Curriculum Vitae,302,192,494,61.1
Curs3dGr33D,2,5,7,28.6
Cursed Legacy,2,3,5,40.0
Cursed Revenant,1,3,4,25.0
Curso Craft,0,1,1,0.0
Custodes Montis,0,1,1,0.0
Custodios de Avalon,0,6,6,0.0
Custodios del Kraken,0,1,1,0.0
Custos Sagittae Rubrae,2,8,10,20.0
Cuys In The Clap,83,62,145,57.2
Cyan,160,227,387,41.3
Cyber Dragon infernal,2,3,5,40.0
Cycle Breakers,5,10,15,33.3
D - GHOSTS,3,14,17,17.6
D A E M O N,113,126,239,47.3
D A R K B L O O D S,0,1,1,0.0
D A R K E S T,0,2,2,0.0
D E A T H S I L E N C E,0,1,1,0.0
D E C L I N E,8,16,24,33.3
D E L U X E,10,13,23,43.5
D E T O N A D O R E S,0,1,1,0.0
D E V O U R,0,2,2,0.0
D I N O C O,153,161,314,48.7
D I R E T O R I A,2,3,5,40.0
D O L L Y,0,5,5,0.0
D O M 1 N U S,1,2,3,33.3
D O W N,1,17,18,5.6
D O W N S,2,3,5,40.0
D R A I G,0,1,1,0.0
D R A K T H,1,1,2,50.0
D a r k H u n t e r s,0,8,8,0.0
D e l i n c u e n t e s,12,49,61,19.7
D i v i n e Z,0,8,8,0.0
D- Sun Sovereign,1,2,3,33.3
D-K,2,7,9,22.2
D-Rose,0,1,1,0.0
D0G FIGHT,4,3,7,57.1
D3R0CHANDO AUR4,1,4,5,20.0
D3STINX,0,8,8,0.0
D3stroyers,38,55,93,40.9
D4ddychill,1,2,3,33.3
DAIK0KU,6,10,16,37.5
DANCIN,1,5,6,16.7
DARK DRAGO,0,2,2,0.0
DARK FOLLOWERS,0,1,1,0.0
DARK MARINES,27,54,81,33.3
DARK PRICE,3,7,10,30.0
DARK RA1DERS,0,2,2,0.0
DARK-AURA,1,1,2,50.0
DARKM1GHT,279,95,374,74.6
DARKNESS AND LIGHT,3,1,4,75.0
DARKNESS OF THE VOID,0,2,2,0.0
DARKS WARRIORS,0,2,2,0.0
DATE A LIVE,66,146,212,31.1
DAshyon,1,0,1,100.0
DBesty,1,0,1,100.0
DC_FAC,0,1,1,0.0
DDARTH,1,18,19,5.3
DDark Assassin,2,1,3,66.7
DE CORDEROS A LEONES,0,6,6,0.0
DEAD M00N,0,1,1,0.0
DEAD Renegadez,5,26,31,16.1
DEADNASTREVAS,2,2,4,50.0
DEATH FEARS ME,16,50,66,24.2
DEATH GHOST,0,3,3,0.0
DEATH POINT,4,16,20,20.0
DEATHMARU,0,3,3,0.0
DEATHR0W,17,30,47,36.2
DECADENSE,16,59,75,21.3
DECAPITATORS,7,20,27,25.9
DECENDENTES DA ALVORADA,1,11,12,8.3
DEDO NO OLHO,58,73,131,44.3
DEFENSORES THETFORD,7,7,14,50.0
DEL SAGRADO CORAZON DE JESUS,0,1,1,0.0
DELULAR,4,3,7,57.1
DEMENTOMORI,1,1,2,50.0
DENTRO DEL SISTEMA,1,1,2,50.0
DEPARTMENT I C E,0,2,2,0.0
DESCONTONOINSS,0,2,2,0.0
DESMONTADOS,0,1,1,0.0
DESPIDETE BIEN,0,5,5,0.0
DESPROFIT_BR,0,1,1,0.0
DESTELLO FINAL,0,1,1,0.0
DEVORADORES DE ALMA,5,24,29,17.2
DEVTA,7,14,21,33.3
DEX-terity,34,34,68,50.0
DG Squad,0,1,1,0.0
DGW,0,18,18,0.0
DIABL0S,31,74,105,29.5
DIABLO Legenda,0,2,2,0.0
DIAMOND SWORD,0,6,6,0.0
DICOM,5,2,7,71.4
DIOS CON NOSOTROS_ RIP CHUKITO,2,1,3,66.7
DISTRITO VII,0,6,6,0.0
DIVE TO DIE,2,5,7,28.6
DIVINAS,3,2,5,60.0
DIVINE SERVENTS,0,1,1,0.0
DIZZTOPIA,0,8,8,0.0
DK Country,1,0,1,100.0
DKG-Sports,0,1,1,0.0
DLTD,14,0,14,100.0
DM Lords Mobile,0,2,2,0.0
DMTS,0,3,3,0.0
DOMINIUN BRASILIAE,3,14,17,17.6
DOMUS ALBIONIS,0,5,5,0.0
DOOFUS SQUAD,1,3,4,25.0
DOUX,15,30,45,33.3
DPSZero,0,7,7,0.0
DRAGON INFINIT,1,4,5,20.0
DRAGONS BLACKFIRE,0,4,4,0.0
DREADMYST,0,1,1,0.0
DRG - Dwarfs Really Grind,0,1,1,0.0
DSCRD,0,1,1,0.0
DULUK,2,27,29,6.9
DYNA STY,3,12,15,20.0
DYNASTYC,1,0,1,100.0
Da Black Lotus,11,47,58,19.0
Da Brotherh00d,0,8,8,0.0
DaOneNOnly,22,75,97,22.7
DaPredators,3,3,6,50.0
Dab Disciples,0,1,1,0.0
DacH,6,2,8,75.0
Dad Bod Club,0,1,1,0.0
Daddy8801,24,3,27,88.9
Danafal,7,16,23,30.4
Dancing milfs,0,7,7,0.0
Dandy Guys,1,2,3,33.3
DannaZoe,1,1,2,50.0
Danoninho,1,0,1,100.0
Dao Shan,0,1,1,0.0
Dark And Light -D-A,0,1,1,0.0
Dark Banshees,0,1,1,0.0
Dark Daemons,0,1,1,0.0
Dark Foundation,1,0,1,100.0
Dark Moon fast,1,5,6,16.7
Dark Oath,0,5,5,0.0
Dark Skinned Brothers,0,2,2,0.0
Dark Sons,4,3,7,57.1
Dark Vanguard of the Moon,0,1,1,0.0
Dark bandit wolf,0,3,3,0.0
Dark gathering,0,1,1,0.0
DarkBath,0,1,1,0.0
DarkDinasty,0,4,4,0.0
DarkDreaming,11,2,13,84.6
Darkness INC,77,125,202,38.1
Darkness OFFline,0,1,1,0.0
Dawn Era Knights,0,1,1,0.0
Days gones,0,1,1,0.0
De Cuba,3,13,16,18.8
De Late,1,1,2,50.0
De4d End,72,62,134,53.7
De4th Punch,54,73,127,42.5
Dead Pixell,0,1,1,0.0
DeadDemonwissper,1,0,1,100.0
Death Clowns Society,31,72,103,30.1
Death Exposure,0,2,2,0.0
Death Lag,0,3,3,0.0
Death Latin Army,24,30,54,44.4
Death Mans,1,0,1,100.0
Death Of Souls,0,23,23,0.0
Death Sentenc3,85,110,195,43.6
Death Tour,0,2,2,0.0
Death-Note-G,0,1,1,0.0
DeathSkull ReturN,3,4,7,42.9
Decending Moon,0,3,3,0.0
Decent Folk,1,5,6,16.7
Deema,0,1,1,0.0
Deep Death,1,6,7,14.3
Defensive Healer,1,0,1,100.0
Degenerate Nation,14,21,35,40.0
Deicidio Supremacy,0,12,12,0.0
Deja Farmear MIERDHA,0,1,1,0.0
Delulu,5,17,22,22.7
Demnios do Capitalismo,0,1,1,0.0
Demolition Boys,0,10,10,0.0
Demon Fangs,0,1,1,0.0
Demon force,0,4,4,0.0
DemonSlayerCorp,0,2,2,0.0
Demon_Killers,3,12,15,20.0
Demonic Flames,1,3,4,25.0
Demonios de la Recoleccin,0,1,1,0.0
Demons and Wizards,1,15,16,6.2
DemonsHunters,0,1,1,0.0
Denzel DRVM,1,0,1,100.0
Deorum Mortis,1,8,9,11.1
Depois do Trampo,0,2,2,0.0
Dergirn Mirthbone,1,2,3,33.3
Desastre da Black,1,17,18,5.6
Descendientes del Abismo,1,2,3,33.3
Desempregado,1,0,1,100.0
DesistingWither,0,1,1,0.0
Desorganized-Chaos,1,0,1,100.0
DespenzaCBA,3,2,5,60.0
Despertados,0,1,1,0.0
Desultory Caerleon,5,1,6,83.3
Devias,1,1,2,50.0
Devils Disciples,3,9,12,25.0
Devourers Covenant,0,1,1,0.0
Diablo 2 HC,1,2,3,33.3
Diamond Hogs,0,1,1,0.0
Die Hard Gaming,4,35,39,10.3
Diesuvive,0,4,4,0.0
Different Heaven,0,1,1,0.0
DigOlBicks,2,1,3,66.7
Dinastia Ultima Artemis,1,7,8,12.5
Dinastia de la Tormenta,0,2,2,0.0
DinastiaNordica,1,8,9,11.1
Dires Bane,27,18,45,60.0
DiretoriaRJ,0,1,1,0.0
Dirty Feet,0,2,2,0.0
Dirty Saints,0,1,1,0.0
DirtyAnglerCo,1,2,3,33.3
Discordancia,0,1,1,0.0
Discordia Rebelde,0,1,1,0.0
Dismount And Death,4,19,23,17.4
Divine Departure,35,88,123,28.5
Divine Legends,0,1,1,0.0
Divine Rivals,0,3,3,0.0
Division-de-Vanguardia,18,5,23,78.3
Do You Have Mangle,2,3,5,40.0
Doble OC,3,5,8,37.5
Dog Down,2,0,2,100.0
Doggie Down,34,71,105,32.4
Doin You Dirty,0,1,1,0.0
Dom Barone enterprise 1988,0,1,1,0.0
Dominion Eternal,1,3,4,25.0
Donkey Punchers,6,1,7,85.7
Dont_Cry,13,22,35,37.1
Dontworrybehappy,0,1,1,0.0
Dopamine Dynasty,1,0,1,100.0
Doralingus,2,2,4,50.0
Dormitorio,0,1,1,0.0
Double Six,0,12,12,0.0
Douma Akuma,1,0,1,100.0
Downies Corporation,0,5,5,0.0
DraGon SyafiQ,0,2,2,0.0
Drachewyrm Order,18,48,66,27.3
Dragon Instinct,0,4,4,0.0
DragonLilys Den,0,1,1,0.0
DragonSlayersV,0,2,2,0.0
Dragon_Glory,0,2,2,0.0
Dragones Toxicos,0,1,1,0.0
Dragones centinelas,4,9,13,30.8
Dragones del_ Averno,0,1,1,0.0
Dragones_Azules,2,6,8,25.0
Dragons 3ye,0,12,12,0.0
Dragons Paack,1,13,14,7.1
Dragons Paradox,0,2,2,0.0
Dragonsborn,0,2,2,0.0
Dragonsgard,0,1,1,0.0
Dragonwake,0,2,2,0.0
Drakebound,44,85,129,34.1
Drakonty ligea,24,40,64,37.5
Drakthar,0,1,1,0.0
Drakthos Revenants,1,2,3,33.3
Dreadbound,0,6,6,0.0
Dream Killers,3,10,13,23.1
Drekar Storm,1,4,5,20.0
Droctares,0,2,2,0.0
Droolers,26,26,52,50.0
Drop PvE,0,1,1,0.0
Druidae Umbrae,13,39,52,25.0
Drupa de Dois,0,2,2,0.0
Dub,1,0,1,100.0
Ducks Army,0,1,1,0.0
Duh Homies,0,1,1,0.0
Dungeon Plunderers,2,4,6,33.3
Dungon drivers,2,18,20,10.0
Dunkler Dreiklang,3,8,11,27.3
Dupla de dois,0,1,1,0.0
DurmstronG,4,2,6,66.7
Dynasty Of Lost Light,0,3,3,0.0
Dynasty Of Thieves,2,2,4,50.0
Dysfuntional BJS,0,1,1,0.0
E C O S,3,22,25,12.0
E D G E R U N N E R,1,1,2,50.0
E F E,7,27,34,20.6
E F N E S,2,0,2,100.0
E L D R A,4,9,13,30.8
E L D R I U M,13,21,34,38.2
E PAU E PICA ESCOLHE POHA,1,0,1,100.0
E R E B U S,11,22,33,33.3
E S P E C T R O,0,2,2,0.0
E X O D O O M,0,4,4,0.0
E XP,0,1,1,0.0
E couple,13,6,19,68.4
E vil Femboys,1,5,6,16.7
E-G-O,5,5,10,50.0
EASY CRAZY,0,3,3,0.0
ECOS_DEL_ALBA,0,7,7,0.0
EFXXT,0,2,2,0.0
EGO Company,25,51,76,32.9
EH o FARM,1,2,3,33.3
EJERCITO FORT STERLING,9,8,17,52.9
EKZtuB,0,3,3,0.0
EL CARTEL DE CABALLONA,12,12,24,50.0
EL CENIT,3,14,17,17.6
EL CHUCHU DE ARAGUA,8,15,23,34.8
EL CULTO DEL OESTE,0,1,1,0.0
EL EJERCITO ALTA-GAMA,0,7,7,0.0
EL ESCUADRON ANTIGARCHA,0,2,2,0.0
EL IMPERIO POCHO,0,5,5,0.0
EL LAG DE LAS HCE,10,24,34,29.4
EL NEGRO JHULIAN,1,2,3,33.3
EL PELUCA,0,1,1,0.0
EL REINO DEL ABISMO,2,0,2,100.0
EL TANHUANTINSUYO,2,3,5,40.0
EL UNDECIMO MANDAMIENTO,7,12,19,36.8
ELDERYN,0,5,5,0.0
ELISA LANCHES,1,5,6,16.7
ELITE MONKEYS,6,17,23,26.1
ELITE VK,0,1,1,0.0
ELP_COLOMBIA,0,1,1,0.0
ELTNOVA,0,1,1,0.0
EL_JURAMENTO DE LAS SONBRAS,1,14,15,6.7
EMPERADORES LATINOS,1,0,1,100.0
EN-Eutanasia,0,4,4,0.0
ENCOXA VO NO TANK,0,2,2,0.0
ENDANGERED,158,87,245,64.5
ENERGIA AVA,2,3,5,40.0
ENERGIA OC,0,2,2,0.0
ENTERT4INMENT,5,12,17,29.4
ENTIDAD,0,3,3,0.0
ENVIADOS,4,6,10,40.0
ENYEDD,0,1,1,0.0
ENZR,0,2,2,0.0
EPIC EFFORTS,2,22,24,8.3
ERECTION,0,5,5,0.0
ERECTUM,7,25,32,21.9
ERR0R N0T F0UND 404,0,5,5,0.0
ESCLAVOS DE LAS SOMBRAS1,0,1,1,0.0
ESCUADRON SUICIDA FAMA,0,4,4,0.0
ESCUELA DE L0B0S,2,2,4,50.0
ESKR2,10,30,40,25.0
ESPARTANOS420,0,1,1,0.0
ESPIRITUS DE FENRIR,1,1,2,50.0
ESQUADRAO BRISADO,0,1,1,0.0
ET de V4G1N4,8,16,24,33.3
ETERNAL FIRE DRAGON,5,2,7,71.4
ETERNAL NIGHTS,37,49,86,43.0
ETERNAL SHRINE,1,9,10,10.0
ETERNOS DRAUGR,4,23,27,14.8
ETHERNAL-GLORY,26,53,79,32.9
ETHUM QUALITY,2,4,6,33.3
EU SOU O TECO,0,1,1,0.0
EVERIST,4,50,54,7.4
EVIL A N E X X O,2,9,11,18.2
EVIL KINGSMAN,12,23,35,34.3
EVIL MACHINES,1,1,2,50.0
EVIL MONDONGO,0,1,1,0.0
EVIL PLVAS,0,1,1,0.0
EVIL ROGUE NATIVE,7,15,22,31.8
EVIL_CHICKENS,0,1,1,0.0
EX1LADOS,0,1,1,0.0
EX3CUT0R,0,2,2,0.0
EXILADOSS,0,6,6,0.0
EXILIADOS DEL NORTE,1,9,10,10.0
EXILIUM MORTIS,0,1,1,0.0
E_T_E_R_N_O _S,4,16,20,20.0
East Avalon Trading Company,0,1,1,0.0
Eastern Dragons,10,11,21,47.6
Ecatepec CDMX,1,1,2,50.0
Ecatonkios,1,7,8,12.5
Eclipce de Asgarth,0,3,3,0.0
Eclipse Blade,0,1,1,0.0
Eclipse Of Destiny,3,12,15,20.0
Eclipse of Eternal Night,0,5,5,0.0
Econyx,2,16,18,11.1
Ecos De Outlands,0,2,2,0.0
Ecos Del Vacio,9,24,33,27.3
Ecos da Ruina,11,60,71,15.5
Edge Runners IV,0,4,4,0.0
Eevolution,41,127,168,24.4
Efeito Colaterall,4,16,20,20.0
Egipto,2,16,18,11.1
Egreso,0,1,1,0.0
Ehrenlegion,1,1,2,50.0
Eikonic,124,164,288,43.1
Einzelgnger,2,6,8,25.0
El Abismo de los Bautistas,1,0,1,100.0
El Arca de Noe,1,2,3,33.3
El Banco Central de Albion,0,3,3,0.0
El Burdel De Bender,1,3,4,25.0
El Cartel Del Burrito,0,9,9,0.0
El Clan de Ouroboros,1,0,1,100.0
El Concilio de las Sombras,0,5,5,0.0
El Crisol Alado,5,4,9,55.6
El Culto de Axxis,2,1,3,66.7
El Gremio De Las Mil Manos,1,11,12,8.3
El Hades,0,1,1,0.0
El Holandes Herrante,0,1,1,0.0
El Imperio Latino,1,2,3,33.3
El Imperio Solar,1,0,1,100.0
El Lado Oscuro,0,2,2,0.0
El Ministerio De Los AzulesARG,0,2,2,0.0
El Pacto De Los Tres Reyes,16,43,59,27.1
El Puerta Truco Empire,0,7,7,0.0
El Punto de Partida,2,24,26,7.7
El Quinto Teletubbie,0,2,2,0.0
El Tren del Hielo,5,20,25,20.0
El cartel CR,0,5,5,0.0
El jorobado y sus amigos,0,2,2,0.0
El rincon de panter,2,2,4,50.0
ElDrilococo,0,5,5,0.0
ElNidoDeRatas,2,10,12,16.7
ElTioPino22TTV,0,1,1,0.0
Elba Neado,2,0,2,100.0
