Guild,win,loss,Total,Winrate (%)
Chaos Boys,0,2,2,0.0
Chaos Coalition,11,36,47,23.4
Chaos Terror,14,30,44,31.8
Chasseurs de Bridgewatch,0,1,1,0.0
Chebra,5,3,8,62.5
Check-Mate,0,1,1,0.0
Cheery,0,4,4,0.0
Cheese Vendor,1,2,3,33.3
Chertog,4,11,15,26.7
Cherusker,1,2,3,33.3
Chest1CJle3bl,5,5,10,50.0
Chevaliers,0,1,1,0.0
Chicken Aid,0,8,8,0.0
Chicken Tikka Masala,4,2,6,66.7
Chiki-Chaki,0,1,1,0.0
Child of Darkness,3,20,23,13.0
Child of Light,0,1,1,0.0
Child of Storm,4,12,16,25.0
ChildNight,0,1,1,0.0
Children of Dawn,0,3,3,0.0
Children of Light,0,1,1,0.0
Children90,1,2,3,33.3
ChillPPL,1,0,1,100.0
Chill_Z0NE,1,4,5,20.0
Chinauo,0,5,5,0.0
Chinazes,12,4,16,75.0
Chiquillos,0,3,3,0.0
Chlew,2,1,3,66.7
Choco,0,1,1,0.0
Chocolate Bullion,0,3,3,0.0
Choppers,6,5,11,54.5
Chosen,3,2,5,60.0
ChosenOnes,7,8,15,46.7
Christian Gaming Monastery,0,1,1,0.0
Chugun,1,4,5,20.0
Cimmeria,3,13,16,18.8
Cinema,1,5,6,16.7
Circle Of Chaos,1,1,2,50.0
Citadel of Hope,0,3,3,0.0
Ciucas,1,1,2,50.0
Clan Kryze,0,1,1,0.0
Clan Lavaca Saturnita,0,1,1,0.0
Clappers,0,3,3,0.0
Clean Execution,0,2,2,0.0
Clean Kill,276,230,506,54.5
Click-Clack-Boom,1,3,4,25.0
ClownSquad,0,1,1,0.0
Club BTLX,0,1,1,0.0
Coco4kuRUS,4,9,13,30.8
CoffeeTime,9,18,27,33.3
Collectif Ouroboros,1,3,4,25.0
Collective Consciousness,0,1,1,0.0
CollectorsUA,1,22,23,4.3
Comedy,0,6,6,0.0
Comfortik,0,1,1,0.0
Common Pests,0,4,4,0.0
Commune,1,7,8,12.5
Companions of the Wind,0,2,2,0.0
Complete idiots,1,2,3,33.3
Conejito fiu fiu,0,1,1,0.0
ConquerorS TR,0,1,1,0.0
Conquista y Siesta,40,26,66,60.6
Constellation of Dragons,2,1,3,66.7
Constellations,0,1,1,0.0
Contingent,403,157,560,72.0
CookingMan,0,2,2,0.0
Cool Beavers,1,0,1,100.0
Core,0,3,3,0.0
Corrupted Hub,4,0,4,100.0
Corsaire Ecarlate,3,8,11,27.3
Cortisol Farmer,1,8,9,11.1
Cossacks,0,1,1,0.0
Cotton Field,0,1,1,0.0
CottonManufactors,0,2,2,0.0
Council,13,24,37,35.1
County of Poland,0,2,2,0.0
Couple of Zeroes,1,0,1,100.0
Covenant of the Sun,0,1,1,0.0
Cow field,182,63,245,74.3
Cr1nge,1,11,12,8.3
Crack,0,3,3,0.0
Craft Kingdom,8,5,13,61.5
Craft Sex,0,1,1,0.0
Crazy Bastards,1,0,1,100.0
CrazyBear,1,7,8,12.5
CrazyFarm,1,3,4,25.0
Crazy_time,0,2,2,0.0
Creampie Brawlers,0,1,1,0.0
Crescendo,176,86,262,67.2
Crescent,4,0,4,100.0
Crescent Syndicate,1,2,3,33.3
Crest of the Burning Crown,0,1,1,0.0
Crestavia,1,3,4,25.0
Crestfall Guard,3,1,4,75.0
Cretaryx,1,0,1,100.0
Crimson FAQ,0,3,3,0.0
Crimson Serpent,6,19,25,24.0
Crimson Sun,8,34,42,19.0
Crimson Vanguard,2,8,10,20.0
Crimson Warband,0,2,2,0.0
Cringe Life,0,1,1,0.0
CringeLords,4,30,34,11.8
Critical,202,156,358,56.4
Crowned Ganker,2,3,5,40.0
Crowned Monkeys,4,20,24,16.7
Crownfield,1,2,3,33.3
Crumbs,12,6,18,66.7
Crusade of the Bloody Legion,6,10,16,37.5
Cruzados,1,0,1,100.0
Crystal Army,2,8,10,20.0
Crystal Order,0,4,4,0.0
Cucumbers,3,19,22,13.6
CukCoK,0,5,5,0.0
Cult of Hydra,2,15,17,11.8
Cursed Twilight Dominion,0,2,2,0.0
Cute Gawkers,4,5,9,44.4
Cwazy,33,33,66,50.0
Cyber Cats,16,36,52,30.8
CzeCo,0,2,2,0.0
D E A T H C O R E,2,7,9,22.2
D E E P,12,5,17,70.6
D Panas,1,8,9,11.1
D R A U G R,32,21,53,60.4
D Y N A S T Y,2,1,3,66.7
D-I-S-B-A-N-D,19,7,26,73.1
D0NT CRY,0,1,1,0.0
DADADADADADADADADDADADADADA,0,1,1,0.0
DAGI,0,1,1,0.0
DARK KNIGHT,0,7,7,0.0
DARK-SIDE,1,4,5,20.0
DARKandDARK,0,12,12,0.0
DAY and NIGHT,0,1,1,0.0
DCP,1,0,1,100.0
DEAD HATE,0,1,1,0.0
DEATH,1,9,10,10.0
DEATH HANDS,0,2,2,0.0
DEATHCLAW,2,2,4,50.0
DEEPSAUSE,2,4,6,33.3
DELETED,135,23,158,85.4
DEMON MOONS,0,1,1,0.0
DESATRANQUES JAEN,0,3,3,0.0
DESTINO,0,1,1,0.0
DETROIT LOGISTICS GROUP,2,6,8,25.0
DEVIL FRUIT USERS,2,1,3,66.7
DEVILS_D,0,3,3,0.0
DGKM,0,1,1,0.0
DGL Elite knight,2,7,9,22.2
DIABLITOS_NEGROS,0,1,1,0.0
DIABLOS NEGROS,2,8,10,20.0
DIGITAL CRUSADERS,1,4,5,20.0
DIREWOLVES,1,1,2,50.0
DIRTY GHETTO KIDS,0,1,1,0.0
DIS Grind,0,3,3,0.0
DISTORTION,1,7,8,12.5
DLG,0,2,2,0.0
DLUGOLEKA,7,11,18,38.9
DMDK,0,2,2,0.0
DO NUT,169,162,331,51.1
DOC,11,3,14,78.6
DODO GANK GIRL,1,2,3,33.3
DOGGIES,0,1,1,0.0
DOMBAY,2,3,5,40.0
DOMINANCE,3,12,15,20.0
DOMUS RISUS,0,3,3,0.0
DONEDEAL,0,1,1,0.0
DONT CRY GANKER,8,4,12,66.7
DONT CRY MF,0,1,1,0.0
DONTshoot,0,3,3,0.0
DOOR DOOM,0,1,1,0.0
DOTERY,7,6,13,53.8
DRAG0NS,1,7,8,12.5
DRAGON KINGs,1,1,2,50.0
DRAGONBORNES,0,1,1,0.0
DRAMA-FREE,2,11,13,15.4
DRUG CARTEL,1,0,1,100.0
DSQ,0,1,1,0.0
DURACELL,7,1,8,87.5
DUREX,1,0,1,100.0
DURXATA,2,1,3,66.7
DUSH-IBRIZLANZ AZAGHAL,0,6,6,0.0
DVX,2,4,6,33.3
DZ GUILD,3,5,8,37.5
DaBro,1,18,19,5.3
DaPoX,6,6,12,50.0
Daarh,1,2,3,33.3
Daedras Fang,0,2,2,0.0
Daemmerbund,0,3,3,0.0
Daemonium KeepEnjoyers,0,1,1,0.0
Dahre,2,3,5,40.0
Daisho Rojo,17,68,85,20.0
DalneBostoshniki,2,8,10,20.0
Dalniy_Vostok,0,1,1,0.0
Damage Check,7,4,11,63.6
Damnificatia,43,161,204,21.1
Dangeon Masters,1,7,8,12.5
DangerZone,2,7,9,22.2
Danish Dynamite,5,5,10,50.0
Dans le Placard,1,6,7,14.3
DaraVur,83,38,121,68.6
Dark Aesir,16,51,67,23.9
Dark Foxes,1,1,2,50.0
Dark Guards,1,0,1,100.0
Dark Horns,1,8,9,11.1
Dark Hours,0,3,3,0.0
Dark Lions - DLS,42,20,62,67.7
Dark Shadow,39,26,65,60.0
Dark Spirits,2,10,12,16.7
Dark System Boss,0,4,4,0.0
Dark Templar,2,0,2,100.0
Dark Wolfs,0,3,3,0.0
Dark kingdom chaos,1,2,3,33.3
Dark of the elves,1,1,2,50.0
Dark wolves,14,19,33,42.4
DarkBlak,0,5,5,0.0
DarkCat,0,2,2,0.0
DarkConsul,0,2,2,0.0
DarkFusion,0,1,1,0.0
DarkHarvest,0,4,4,0.0
DarkHouse,1,5,6,16.7
DarkKindoms,0,2,2,0.0
Darknesss,0,1,1,0.0
Dawn,3,13,16,18.8
DawnOfPandora,0,1,1,0.0
Dawnblade clan,0,3,3,0.0
Day to Die,2,7,9,22.2
DayIndustry,0,2,2,0.0
DeN,0,4,4,0.0
Dead Pride,0,1,1,0.0
Dead Rabbit,4,6,10,40.0
Dead Sould Albion,0,1,1,0.0
Dead-End,0,1,1,0.0
DeadVerse,0,3,3,0.0
Deadly Fenix,1,3,4,25.0
Deal or Die,0,1,1,0.0
Death Dealers Club,2,36,38,5.3
Death Fraud,1,5,6,16.7
Death Pirates,0,1,1,0.0
Death in poverty,2,38,40,5.0
Death-bombers,1,4,5,20.0
DeathSiN,0,1,1,0.0
DeathWhisper,4,29,33,12.1
DeathiviWarriors,0,6,6,0.0
Deathless,1,17,18,5.6
Debauchery_Tea_Party,1,4,5,20.0
Debtors,1,0,1,100.0
Decayed,0,1,1,0.0
Ded Mon,0,1,1,0.0
Deep Rock Inc,0,1,1,0.0
Deep Sea Warriors,0,2,2,0.0
Deepseek,4,12,16,25.0
Defiant,0,2,2,0.0
Del Teide,0,2,2,0.0
Deleted Guild,0,2,2,0.0
Deletis,0,1,1,0.0
Delicious in Dungeon,34,46,80,42.5
Delmasian,0,5,5,0.0
DemanSIR,0,1,1,0.0
Dementia,6,1,7,85.7
Democratian Boys,0,1,1,0.0
Demoniaqe,0,1,1,0.0
Demonic_gorilla66,3,6,9,33.3
Demonsknight,0,7,7,0.0
Departamentu de Betivi Notorii,1,4,5,20.0
Deporte en Porte,26,19,45,57.8
Der Eiserne Bund,0,2,2,0.0
Der Poebel,4,10,14,28.6
Dernier Requiem,0,4,4,0.0
Descent D Madness,0,3,3,0.0
Desert Bears,0,1,1,0.0
Desert Eagles,0,2,2,0.0
Desert Monkeys,1,2,3,33.3
Desine et Morieris,29,26,55,52.7
Destined For Glory,4,7,11,36.4
Destroyers of Destiny,11,34,45,24.4
Deus Vult,0,6,6,0.0
DeusVultEXE,2,2,4,50.0
Deutsche freunde,0,2,2,0.0
DevilsCape,2,5,7,28.6
Devout Knights of Helios,0,1,1,0.0
Diablo Hellcats,23,37,60,38.3
Die BroKies,2,11,13,15.4
Die Content Blocker,2,23,25,8.0
Die Gummibraenbande,0,1,1,0.0
Die Killerkanickel,0,1,1,0.0
DieLuebeckerHanse,4,12,16,25.0
Diecezja,2,2,4,50.0
DigHAUHAU1000,3,2,5,60.0
Dignity Of War,6,33,39,15.4
Dinomir,0,3,3,0.0
Dirt,1,1,2,50.0
DirtyParadise,0,1,1,0.0
Disco Elysium,0,2,2,0.0
Disconnect,36,51,87,41.4
Dispatch,0,6,6,0.0
Divide Et Ipera,6,5,11,54.5
Division,0,1,1,0.0
Division of Death,1,1,2,50.0
Djinn Hunters Association,0,1,1,0.0
DlsTeam,0,3,3,0.0
DoRatUs,0,1,1,0.0
Dobbi,1,20,21,4.8
Dobrodruh,0,5,5,0.0
Docendo Deus,0,1,1,0.0
Dodge me,0,2,2,0.0
Dodo King,4,11,15,26.7
Dogs Slayers,3,9,12,25.0
Dolce Gabbana,1,7,8,12.5
Dollex,7,14,21,33.3
Domhain Chasm Custom,0,3,3,0.0
Dominion of Plague,0,1,1,0.0
Dominoes,0,1,1,0.0
Don Pollo,0,2,2,0.0
Donjons et Pognons,0,1,1,0.0
Donkeys Of Destroyer,0,1,1,0.0
Dont Kill Mi Pleasee,0,2,2,0.0
Dont Loot Us,0,1,1,0.0
DontCryy,0,1,1,0.0
DontNeedYou,54,71,125,43.2
Doom Lord,1,1,2,50.0
Doomsheep,1,22,23,4.3
Doping Limited,0,3,3,0.0
Doro Party,7,10,17,41.2
Dos neuronas T4,0,2,2,0.0
DoslarKirathanesi,0,3,3,0.0
Dost Meclisi,11,20,31,35.5
Doubloon Perditus,4,16,20,20.0
Download,0,3,3,0.0
DraGonGods,10,47,57,17.5
Dragneel,4,9,13,30.8
Dragon King,4,39,43,9.3
Dragon Lair,0,6,6,0.0
Dragon Master,1,13,14,7.1
Dragon Sokol,0,2,2,0.0
Dragon Wing,1,1,2,50.0
DragonQueen,0,1,1,0.0
DragonTrainers,0,1,1,0.0
Dragoons,24,68,92,26.1
Drakarys,2,3,5,40.0
Dramaturgia,0,1,1,0.0
Dreaded Gankers,0,4,4,0.0
Dreadroot Covenant,1,0,1,100.0
Dream Team GG,0,1,1,0.0
DreamWorks,0,1,1,0.0
DrindegUA,0,2,2,0.0
Drums Of Wars,0,3,3,0.0
Drunk Gentlemen,0,1,1,0.0
DrunkenPirates,4,37,41,9.8
Dryads,0,2,2,0.0
Dryud 4mo,0,3,3,0.0
Dtame,1,0,1,100.0
Duab,6,14,20,30.0
Dumb-courage,0,1,1,0.0
Dumbas,0,1,1,0.0
Dumper and Bumper,0,1,1,0.0
Dune Ore Processing Company IL,2,9,11,18.2
Dungeon Delvers,3,1,4,75.0
Dungeon Delvers Inc,0,1,1,0.0
Dungeon Enjoyer,1,4,5,20.0
Dungeon Enjoyers,4,4,8,50.0
Dungeon Slayers,16,67,83,19.3
Dunhill,1,0,1,100.0
Duo Leveling,1,1,2,50.0
Duo Mortem,1,3,4,25.0
Durins Folk,5,4,9,55.6
Dusk Fall,1,1,2,50.0
Dusk Till Dawn,1,5,6,16.7
Dutch Chaos,25,29,54,46.3
Duty Free,0,1,1,0.0
Dynastia Egiptu,15,37,52,28.8
Dzbany,1,3,4,25.0
Dzels,2,5,7,28.6
Dzhabrail,0,1,1,0.0
Dzikie Knury,0,1,1,0.0
E H O T,143,125,268,53.4
E L I T E,126,155,281,44.8
E M P,2,8,10,20.0
E R E B 0 R,4,8,12,33.3
E U P H O R I A,100,43,143,69.9
E U R O P E,1,5,6,16.7
E X E R C I T U S,5,20,25,20.0
E2-E3,0,1,1,0.0
EAGLE SQUAD,9,16,25,36.0
EBAHbIE_PVE_RAKI,0,9,9,0.0
EBASHER,0,1,1,0.0
EBENGRAD,9,27,36,25.0
EBI-DOEBI,0,1,1,0.0
EBON BLADE,0,1,1,0.0
EDELER,0,5,5,0.0
EDEN HALL,0,1,1,0.0
EEEEEEEEEEEEEEEEEEEEEEEE,2,0,2,100.0
EINHERJERNE,2,5,7,28.6
EIROPART,1,7,8,12.5
EKIPS,0,2,2,0.0
EL BLOKE,1,0,1,100.0
EL COLMILLO 23,4,40,44,9.1
EL Zababra,0,3,3,0.0
ELATTAR,0,2,2,0.0
ELDERS,2,6,8,25.0
ELDORADO,0,1,1,0.0
ELEPHANTS,0,2,2,0.0
ELVEN Echo,6,3,9,66.7
ELYSSIUM X,68,52,120,56.7
EMBER HAWKS,0,3,3,0.0
EMPIRE152,0,1,1,0.0
END DOT,0,1,1,0.0
ENERGY_VHQ,0,2,2,0.0
ENOTZADROT,0,4,4,0.0
ENOUGH TO JUDGE LOW PLAYERS,0,2,2,0.0
ENVIS,0,1,1,0.0
EPHEMERALITY,0,5,5,0.0
EQMS,270,275,545,49.5
ERASED,2,8,10,20.0
ERATHIA,0,11,11,0.0
EREDI-DELL-OSCURITA,2,4,6,33.3
EREMTI,0,2,2,0.0
ERMAK,0,1,1,0.0
ERO,4,12,16,25.0
ES H T B A K,1,4,5,20.0
ES2E,0,6,6,0.0
ESCANOR_N1,0,1,1,0.0
ESHOL,0,4,4,0.0
ETERNAL CRAFTERS,0,1,1,0.0
ETERNAL UNITY-TR,0,1,1,0.0
ETHEREAL LEGION,5,2,7,71.4
EU Federation,9,8,17,52.9
EURO,2,6,8,25.0
EVER FALL,0,2,2,0.0
EVIL SKY,1,12,13,7.7
EWENEMENT,7,30,37,18.9
EX0DUS,1,1,2,50.0
EXALION,0,3,3,0.0
EXCOBAR,0,3,3,0.0
EXODIAA ODRODZENIE,0,1,1,0.0
E_C_L_I_P_S_E,9,23,32,28.1
Eagle Team,0,3,3,0.0
EagleFang,0,1,1,0.0
Earth Defenders,2,11,13,15.4
EasyLeveling,0,2,2,0.0
Eath of Exile,0,1,1,0.0
Ebanfall,101,92,193,52.3
Eccentrics,4,2,6,66.7
Echoes of Souls,1,2,3,33.3
Eclipse Order,40,65,105,38.1
Eclipse of Eternity,0,4,4,0.0
Economic boars,17,49,66,25.8
Edge of the dice,0,1,1,0.0
EdgeRunner,0,1,1,0.0
Ego players,1,0,1,100.0
Egoist,6,38,44,13.6
Egypt kings,0,4,4,0.0
Egypt-elta3mya,0,2,2,0.0
EightFours,299,126,425,70.4
Eikon,17,6,23,73.9
Einherjiarr,7,33,40,17.5
Eiswatch,1,1,2,50.0
Ekipa Filmowa,0,5,5,0.0
Ekipa Remontowa,2,4,6,33.3
El 3raby,0,1,1,0.0
El Barril Borracho,30,76,106,28.3
El Fuego Negro,5,12,17,29.4
El Gremio,1,6,7,14.3
El Tercer Sello,3,7,10,30.0
El2ANEEQ House,0,1,1,0.0
ElClani,0,1,1,0.0
ElFamily,2,3,5,40.0
Eldenski Krag,2,7,9,22.2
Elder Army,0,2,2,0.0
Electronic Wave,0,12,12,0.0
Elendar,0,1,1,0.0
Elevat1on,11,30,41,26.8
Elisium,6,37,43,14.0
Elit3,4,11,15,26.7
EliteRU,0,3,3,0.0
EliteX,0,1,1,0.0
Elixir,1,4,5,20.0
Elka Tavern,0,1,1,0.0
Elledia,3,9,12,25.0
Elpest,0,1,1,0.0
Elusive Avengers,9,23,32,28.1
ElysianMages,0,4,4,0.0
Emberfire,0,1,1,0.0
Emberhold,0,1,1,0.0
Emerald Raven,8,6,14,57.1
Emeryci i Rencisci,0,6,6,0.0
Emperor-s Lions,1,2,3,33.3
Empire,1,1,2,50.0
Empire Black Raven,7,14,21,33.3
Empire Britannia,0,11,11,0.0
Empire Guild,0,2,2,0.0
Empire Hordovia,0,2,2,0.0
Empire of Hell,6,62,68,8.8
Empirium League,22,44,66,33.3
En Slibard ou Rien,0,1,1,0.0
EnHa,1,0,1,100.0
Enchantment of Infinity,0,2,2,0.0
Endless Nightmare,3,16,19,15.8
Enemy Syndicate,19,28,47,40.4
Enjoyers,3,10,13,23.1
Enklawa,0,1,1,0.0
Enslave,0,1,1,0.0
Entertejment,1,1,2,50.0
Entity,11,37,48,22.9
Epstein Files,1,0,1,100.0
Epstein Tayfa,1,1,2,50.0
Equitalion,0,4,4,0.0
Erdtree,1,0,1,100.0
ErgenokonTR,0,1,1,0.0
ErregeAK,0,1,1,0.0
Escuadron Suicida,12,74,86,14.0
Eshfold,2,5,7,28.6
Espada-ESPD,0,4,4,0.0
Eternal,33,12,45,73.3
Eternal Ban,0,9,9,0.0
Eternal Citadel,2,12,14,14.3
Eternal Conflict,0,4,4,0.0
Eternal Darkmoon,5,4,9,55.6
Eternal Hunt,4,22,26,15.4
Eternal Little Ones,3,3,6,50.0
Eternal laughter,2,15,17,11.8
Eternal snake,0,1,1,0.0
Eternal to beer,2,0,2,100.0
Eternal-Dawn,3,14,17,17.6
Eternal_United,0,1,1,0.0
Ethereal,18,46,64,28.1
Ethereal Crusaders,0,8,8,0.0
Ethernium,2,13,15,13.3
Etoile,4,4,8,50.0
Eulenwacht,4,17,21,19.0
EuroHunter,11,32,43,25.6
Eurocalvos,1,4,5,20.0
Europe League,0,5,5,0.0
Euskadi ta Askatasuna,0,9,9,0.0
Eutanazja,0,1,1,0.0
Evergather,0,3,3,0.0
Everglyph,1,0,1,100.0
Evergreen Moose,1,1,2,50.0
EveryDayGrind,0,1,1,0.0
Eviction,3,21,24,12.5
Evil All on Black,1,2,3,33.3
Evil Corporation,0,1,1,0.0
Evil Here,1,0,1,100.0
Evil Presence,0,5,5,0.0
Evils Eyes,2,2,4,50.0
Ex N1hilo,8,11,19,42.1
Ex Umbra,3,2,5,60.0
Exceed,0,5,5,0.0
Execute,1,7,8,12.5
ExiIium,5,8,13,38.5
Exile,4,6,10,40.0
Exodia,0,2,2,0.0
Experienced Ones,0,3,3,0.0
Extreme Gaming,5,6,11,45.5
Eye of the sun,0,2,2,0.0
Eyes Wide Shut,2,1,3,66.7
F A M E,0,1,1,0.0
F I S T,9,6,15,60.0
F O R T,0,1,1,0.0
F R E A K S,22,33,55,40.0
F U R 1 O Z A,1,1,2,50.0
F-A-T-A-L-I-T-Y,1,8,9,11.1
F2I,0,1,1,0.0
F3MNKI,0,1,1,0.0
FABRYKA MARZEN,1,2,3,33.3
FACTUM,2,3,5,40.0
FAIL,0,2,2,0.0
FAME NERA,13,44,57,22.8
FAMILIA ES TODO,76,55,131,58.0
FAMILY OF HEFAJSTOS,77,103,180,42.8
FAR2NA,0,8,8,0.0
FASADCHEKI,2,13,15,13.3
FBI,66,69,135,48.9
FBl,24,39,63,38.1
FC Bolschevic,0,1,1,0.0
FEARLEES,0,1,1,0.0
FER DE LANCE,0,9,9,0.0
FETA Corporation,0,6,6,0.0
FEYZ,1,4,5,20.0
FIGHT KLUB,10,3,13,76.9
FINAL VEIL,4,13,17,23.5
FINIK,0,1,1,0.0
FINSTACK,0,2,2,0.0
FISH CLUB,2,0,2,100.0
FISH LEND,0,1,1,0.0
FOR SOLO PLAYERS NO TAX,38,31,69,55.1
FOREST NEST,3,49,52,5.8
FORT DARKNESS,0,2,2,0.0
FORT LEGIONNAIRES,1,7,8,12.5
FOUR-LEAF__ClOVER,0,1,1,0.0
FOV DID,0,1,1,0.0
FRAMER SPEIN,0,3,3,0.0
FREAKI,0,1,1,0.0
FREEDOM E M P I R E,0,1,1,0.0
FREEDOMZ,7,12,19,36.8
FRENADOL,2,1,3,66.7
FRIK0ldELCI,2,10,12,16.7
FROSTSURGE,35,33,68,51.5
FRex,0,6,6,0.0
FUNders_Inc,0,3,3,0.0
FUNtastic creatures,1,5,6,16.7
FURY of HUNS,0,3,3,0.0
FaRMeRbl,0,3,3,0.0
Faction Guild,77,136,213,36.2
Factorium,3,7,10,30.0
Fadahaga,0,5,5,0.0
Fading Echo,26,84,110,23.6
Fairies Winx,1,0,1,100.0
Fairy - Tail,0,4,4,0.0
Fairy Tail,2,1,3,66.7
Falkenbach,1,0,1,100.0
Fall,15,32,47,31.9
Fall Send,3,1,4,75.0
Fallen Angels,2,5,7,28.6
Fallen Bros,6,4,10,60.0
Fallen Knights,3,13,16,18.8
FamRaily,0,2,2,0.0
Fancies Drugged Raccoons,0,3,3,0.0
FarmerBros,7,5,12,58.3
Farmes,0,1,1,0.0
Farmia,1,1,2,50.0
FatFingers,6,1,7,85.7
Fatalities,1,2,3,33.3
Fates Keepers,7,37,44,15.9
Fatherland,0,1,1,0.0
Fatum Imperium Reborn,2,22,24,8.3
Faza,0,7,7,0.0
Fear The Reaper,3,6,9,33.3
Fear of The Gods,12,10,22,54.5
Febites Opavun,1,6,7,14.3
Feierabend Gesellschaft,0,1,1,0.0
Fellagha,0,3,3,0.0
Femboy Orden,12,29,41,29.3
Ferrin,4,25,29,13.8
Fiebs Baelleparadies,0,1,1,0.0
Fight Club,8,13,21,38.1
Fight Clvb,0,2,2,0.0
FigurA,2,10,12,16.7
Filotimo,6,35,41,14.6
Final Authority,0,2,2,0.0
Finess,0,4,4,0.0
Fion and Fiak,0,1,1,0.0
Fiorenza,1,0,1,100.0
Fire Hawks,3,6,9,33.3
Firma,0,1,1,0.0
Fish And Potatoes,0,6,6,0.0
Fish Lovers,23,7,30,76.7
Fish n Beer,0,1,1,0.0
Fissa boys,12,15,27,44.4
Fist Oncoming,4,2,6,66.7
FiuFiu,4,2,6,66.7
Flame of Fate,2,16,18,11.1
FlameWalkers,1,9,10,10.0
Flamenco Fury,0,1,1,0.0
Flaming Fist,0,1,1,0.0
FlexA1r,0,8,8,0.0
Flock Of Birds,1,2,3,33.3
Flokkr,0,1,1,0.0
Florest,2,3,5,40.0
Fluffy Panda,42,122,164,25.6
Focus Healer,5,3,8,62.5
Focused,2,8,10,20.0
Foedus Ultimum,16,33,49,32.7
Follow The Crown,127,217,344,36.9
Food OC,77,81,158,48.7
For the North,7,22,29,24.1
ForGaa,1,15,16,6.2
Forajidos,16,64,80,20.0
Forbidden MONKEY,5,3,8,62.5
ForceUp,7,13,20,35.0
Forest_strike,0,5,5,0.0
Forge of Battles,3,10,13,23.1
ForgeX,0,2,2,0.0
ForgivenTR,0,1,1,0.0
Forgot OC,0,2,2,0.0
Forgotten Realm,0,5,5,0.0
Formidable Axolotls,3,5,8,37.5
Formula 1,0,1,1,0.0
Fort Defenders,32,77,109,29.4
Fort Faction,8,5,13,61.5
Fort Sterling,1,0,1,100.0
Fort Sterling FRK,0,1,1,0.0
Fort Sterling Militia,0,3,3,0.0
Fort sterling Squad,4,6,10,40.0
Fortexa,0,1,1,0.0
Fortunes wrath,1,8,9,11.1
Foursaken,0,1,1,0.0
Fov_squad,1,1,2,50.0
Fox Nest,0,1,1,0.0
Foxy Corner,0,5,5,0.0
Foxy Team,0,1,1,0.0
Foz do Arelho,4,13,17,23.5
FragNation,2,3,5,40.0
Frakcjesegram,1,3,4,25.0
Fraternity Alliance,1,3,4,25.0
Fredoom,9,31,40,22.5
Free Bacon,4,4,8,50.0
Freebooters,63,31,94,67.0
French Charism,1,1,2,50.0
French Debuff,1,1,2,50.0
French Empire,0,1,1,0.0
Frenzy and Fury,1,8,9,11.1
FriendsGroup,0,2,2,0.0
Frii,0,1,1,0.0
Frizonia,0,1,1,0.0
Frogs From Thetford,20,31,51,39.2
FromDuskTillDawn,20,6,26,76.9
Frontline Division,12,20,32,37.5
Frost_Mourne,0,5,5,0.0
Frostborne,54,125,179,30.2
Frostwood,0,1,1,0.0
Frozen Bones,1,7,8,12.5
FrozenFire,0,3,3,0.0
Fucking Circus,3,5,8,37.5
FuddleWuddle,1,1,2,50.0
Fuego,145,93,238,60.9
Fuego Griego,0,3,3,0.0
Fuego Sagrado,1,15,16,6.2
Full Journal,0,6,6,0.0
Full Party War,5,30,35,14.3
Full Push,135,73,208,64.9
Full Rage,0,1,1,0.0
FullLootFullCry,1,2,3,33.3
FullTilt,1,2,3,33.3
FunP1ayers,0,1,1,0.0
Funeral,7,9,16,43.8
Furia de Dragones,1,2,3,33.3
Fury of Avalon,0,1,1,0.0
FutuRama,5,15,20,25.0
G A C O R,1,8,9,11.1
G A L A H E I M E R,9,9,18,50.0
G A Z I L I O N D O L L A R S,0,4,4,0.0
G GG,4,1,5,80.0
G O L D E N A R M Y,3,5,8,37.5
G U I D E S,16,28,44,36.4
G-A-N-K,1,5,6,16.7
G0D BL3SS,1,10,11,9.1
G1dra,0,6,6,0.0
G2H,10,59,69,14.5
G2R,0,2,2,0.0
G2U,432,304,736,58.7
G4NG,0,2,2,0.0
GA THE ENGAGE,3,5,8,37.5
GACHI MYCHI,0,1,1,0.0
GACHI PATY,0,3,3,0.0
GADDAR,0,3,3,0.0
GAN,0,4,4,0.0
GANG BANG MZFK,2,2,4,50.0
GANG OF MONKEYS,1,0,1,100.0
GANGULIKI2,1,2,3,33.3
GANKER SYNDICATE,0,3,3,0.0
GARADOK,1,1,2,50.0
GARIKmens,0,1,1,0.0
GATHER X GANKER X INDO,0,1,1,0.0
GATHERERS OF POWER,0,2,2,0.0
GATHERING X REFINER X CRAFTER,1,2,3,33.3
GATHERIST,1,13,14,7.1
GAY DRO4KA,0,1,1,0.0
GAZers,1,0,1,100.0
GETKILL,0,1,1,0.0
GFB,0,1,1,0.0
GGEASY,0,1,1,0.0
GGGS,0,1,1,0.0
GHOSTSs,1,0,1,100.0
GHOSTx,0,1,1,0.0
GITY,0,5,5,0.0
GIVERS OF DEATH,0,3,3,0.0
GLD,3,12,15,20.0
GLI STIRATI,0,2,2,0.0
GLINOMESS,1,0,1,100.0
GLOVO,48,65,113,42.5
GM-Community,1,2,3,33.3
GO SIDE,4,3,7,57.1
GOD of Farmer,0,1,1,0.0
GODS OF WAR,3,19,22,13.6
GODSMACK,20,52,72,27.8
GOK TURKLER,1,1,2,50.0
GOKTURK ORDASI,0,2,2,0.0
GOLDEN_FNIX,0,3,3,0.0
GOONERS NEVER CUM,1,0,1,100.0
