Guild,win,loss,Total,Winrate (%)
CRYOUT,1,2,3,33.3
CRYSTAL BATTLE EAGLE,1,3,4,25.0
CSGO,0,3,3,0.0
CSNB,0,1,1,0.0
CTF,1,0,1,100.0
CTFC,9,15,24,37.5
CTPAX,0,20,20,0.0
CTPAXA-HET,7,5,12,58.3
CUCKLORDS,0,3,3,0.0
CUM on Gankers Lips,0,1,1,0.0
CUST0DES,5,1,6,83.3
CVK GANGER,1,4,5,20.0
CZARNE CHMURY PL,10,16,26,38.5
CaSpErBlAcK,0,1,1,0.0
CaZiNo BL,0,1,1,0.0
Cabin Fever,8,1,9,88.9
CactusJack,2,10,12,16.7
Caelum,0,3,3,0.0
Caerleon Exiles,3,0,3,100.0
Caja Rural,11,15,26,42.3
CalamityA,0,2,2,0.0
Call of the Rune Masters,0,1,1,0.0
Calm Zone,3,7,10,30.0
Calmness,0,1,1,0.0
Camel Riders,12,42,54,22.2
Canada Dry,0,1,1,0.0
Canibals,4,21,25,16.0
Cannabis,0,1,1,0.0
Cape Dancers,28,61,89,31.5
CapiMastri,9,16,25,36.0
Capibara,40,12,52,76.9
Cappuccino Assassino,9,32,41,22.0
Caracas,0,2,2,0.0
Carefree,0,1,1,0.0
Carelles,0,3,3,0.0
Carleon Blood Contract,1,2,3,33.3
Carnage Incarnate,27,31,58,46.6
Carpathian Bears,2,3,5,40.0
Carpet,3,11,14,21.4
Carpet Ninjas,12,12,24,50.0
Carry Me,0,2,2,0.0
Casa Negra,0,2,2,0.0
Casa Targaryen,0,2,2,0.0
Cashout,4,1,5,80.0
Casino Royale,0,1,1,0.0
Cast Aways,1,7,8,12.5
Castelvania,0,1,1,0.0
Casual Vibes RU,0,4,4,0.0
CasualExcuses,3,1,4,75.0
Casualty,4,9,13,30.8
CatchYourLuck,0,1,1,0.0
Catgdom,3,9,12,25.0
Catnip_Tea_Party,0,3,3,0.0
Celestial Emperia,0,1,1,0.0
Celestial StormWatch,0,1,1,0.0
Celtic,0,8,8,0.0
Censored Ones,8,5,13,61.5
Century Boys,0,4,4,0.0
CersorLym,0,1,1,0.0
Chamber Of Doom,0,2,2,0.0
Champ,0,1,1,0.0
Champions of Elysium,1,3,4,25.0
Chan,5,6,11,45.5
Chance,4,2,6,66.7
Chaos Coalition,2,6,8,25.0
Chaos Spawn,0,2,2,0.0
Chaos Terror,7,31,38,18.4
Chasi HUGOBOSS,1,1,2,50.0
Chasseurs de Dragons,0,1,1,0.0
Chauve-qui-peut,11,3,14,78.6
CheBureChistvO,1,2,3,33.3
Chebra,6,0,6,100.0
Check-Mate,0,1,1,0.0
Cheery,0,1,1,0.0
Cheese Vendor,0,1,1,0.0
Chel-s,1,0,1,100.0
Chelyabinsk style,1,8,9,11.1
ChenXi,0,1,1,0.0
Cherry On Top,3,3,6,50.0
Cherusker,0,7,7,0.0
Chest1CJle3bl,5,3,8,62.5
Chianti,1,8,9,11.1
Chicken Aid,0,1,1,0.0
Child of Darkness,6,8,14,42.9
Child of Light,0,2,2,0.0
Child of Storm,0,5,5,0.0
ChildNight,0,2,2,0.0
Children of Darkness,0,1,1,0.0
Chill And Gank,0,1,1,0.0
ChillGUYS,0,1,1,0.0
ChillPPL,1,0,1,100.0
Chillout company,0,2,2,0.0
Chillz,0,1,1,0.0
Chinazes,22,10,32,68.8
Chisto Magi,8,10,18,44.4
Choppers,1,3,4,25.0
Chosen,1,7,8,12.5
Chpock v pypock,0,2,2,0.0
Chugun,0,1,1,0.0
Chuvashi,1,0,1,100.0
Circle of the Red Moon,0,1,1,0.0
Circus of Paladins,2,0,2,100.0
Citadel of Dreams,0,1,1,0.0
Citadel of Hope,0,1,1,0.0
Citrus EU,0,1,1,0.0
CkIad,0,3,3,0.0
Clan Destino,1,0,1,100.0
Clan-Z,1,1,2,50.0
ClannadAfterStory,1,0,1,100.0
Clash of Turkey,0,1,1,0.0
Clean Kill,218,182,400,54.5
Cleaning C0MPANY,0,1,1,0.0
Click-Clack-Boom,0,9,9,0.0
Cloudless,2,1,3,66.7
ClownSquad,0,5,5,0.0
ClownsEXE,3,2,5,60.0
CoffeeTime,11,32,43,25.6
Coin and Craft,0,1,1,0.0
Collectif Ouroboros,2,21,23,8.7
CollectorsUA,0,3,3,0.0
Collectorsssss,0,1,1,0.0
Columbia,1,1,2,50.0
Comedy,0,3,3,0.0
Comfortik,2,5,7,28.6
Common Pests,1,1,2,50.0
Commune,0,2,2,0.0
Community of Vlagalla,0,1,1,0.0
Compassion_and_hatred,0,1,1,0.0
Concrete Sports,1,1,2,50.0
Conejito fiu fiu,1,3,4,25.0
Confraternita Oscura,2,3,5,40.0
ConquerorS TR,0,1,1,0.0
Conquista y Siesta,27,8,35,77.1
Constellations,3,7,10,30.0
Contingent,282,147,429,65.7
Converium,2,15,17,11.8
Cool Beavers,0,1,1,0.0
CoolGamerWord,0,1,1,0.0
Coping Inc,0,1,1,0.0
Core Sleeper,1,2,3,33.3
Corps,0,1,1,0.0
Corsaire Ecarlate,0,1,1,0.0
Cortisol Farmer,0,1,1,0.0
Cossacks,1,1,2,50.0
CottonManufactors,1,2,3,33.3
Council,9,21,30,30.0
County of Poland,3,6,9,33.3
Couple of Zeroes,9,7,16,56.2
Covenant,1,1,2,50.0
Cow field,186,82,268,69.4
Cpatb Be4Ho,0,3,3,0.0
Craft Kingdom,3,1,4,75.0
Craft-Empire,0,1,1,0.0
Crazy Killer,0,5,5,0.0
CrazyFarm,0,1,1,0.0
Creampie Brawlers,1,0,1,100.0
Crescendo,27,35,62,43.5
Crestavia,17,22,39,43.6
Crestfall Guard,0,1,1,0.0
Cretaryx,7,10,17,41.2
Crimson Fire,0,3,3,0.0
Crimson Serpent,10,18,28,35.7
Crimson Sun,2,15,17,11.8
Crimson Vanguard,4,6,10,40.0
Crimson Vultures,1,4,5,20.0
Crimson Warband,1,9,10,10.0
CringeLords,0,12,12,0.0
Crips,1,1,2,50.0
Critical,222,138,360,61.7
Crni podmukli,0,3,3,0.0
Crowned,0,1,1,0.0
Crowned Ganker,2,0,2,100.0
Crowned Monkeys,1,5,6,16.7
Crownguard,1,5,6,16.7
CrowsBlack,4,6,10,40.0
Cruces_Aureae,2,6,8,25.0
Crumbs,13,14,27,48.1
Crusade of the Bloody Legion,0,1,1,0.0
CryWhore,0,1,1,0.0
CryformeskY,0,3,3,0.0
Crying Wars,1,8,9,11.1
Crystal Army,0,3,3,0.0
Crystal Order,1,14,15,6.7
Cu4tro Santas,1,1,2,50.0
Cucaracha-Gang,5,3,8,62.5
Cucumbers,1,5,6,16.7
CukCoK,0,1,1,0.0
Cult Albion,0,1,1,0.0
Cult of Hydra,5,9,14,35.7
Cult of the Simp,0,5,5,0.0
Custodios del Alba,0,1,1,0.0
Cute Gawkers,1,15,16,6.2
Cwazy,18,12,30,60.0
Cyber Cats,76,91,167,45.5
Cyberpunk 27,0,1,1,0.0
CzeCo,1,2,3,33.3
D E A D E N D,7,5,12,58.3
D E A T H C O R E,1,1,2,50.0
D E E P,21,26,47,44.7
D Panas,1,4,5,20.0
D R A U G R,23,31,54,42.6
D Y N A S T Y,0,1,1,0.0
D-I-S-B-A-N-D,0,1,1,0.0
D3AD 3ND,45,25,70,64.3
D4BAD,1,1,2,50.0
DAMN DARK,0,2,2,0.0
DAPUR SEHAT SADELI,0,2,2,0.0
DARK TRlAD,10,6,16,62.5
DARK-SIDE,1,0,1,100.0
DARKSlDE,0,1,1,0.0
DAY and NIGHT,0,1,1,0.0
DCP Gaming,0,1,1,0.0
DCraftAndGather,0,1,1,0.0
DE-Deutschland,0,2,2,0.0
DEAD HATE,0,3,3,0.0
DEADWOOD,0,9,9,0.0
DEATH,0,1,1,0.0
DEATH KORPS OF KRIEG,0,2,2,0.0
DEATHCLAW,1,1,2,50.0
DEKILENS GG,0,1,1,0.0
DELETED,66,9,75,88.0
DETROIT LOGISTICS GROUP,0,2,2,0.0
DEVIL FRUIT USERS,0,2,2,0.0
DGL Elite knight,2,24,26,7.7
DIABLOS NEGROS,2,5,7,28.6
DINO TEAM,0,2,2,0.0
DINOCO DC,0,1,1,0.0
DIPLO,1,0,1,100.0
DIS Grind,0,1,1,0.0
DISTORTION,1,6,7,14.3
DIVE OR DIE,0,1,1,0.0
DL Cult Danilki,2,3,5,40.0
DLUGOLEKA,15,11,26,57.7
DMDK,3,1,4,75.0
DO NUT,166,107,273,60.8
DOC,17,6,23,73.9
DOMBAY,0,1,1,0.0
DOMUS RISUS,0,3,3,0.0
DONT DO THAT,0,1,1,0.0
DOTERY,0,5,5,0.0
DRAG0NS,0,9,9,0.0
DRAGON KINGs,1,4,5,20.0
DRAHAT,1,3,4,25.0
DRAMA-FREE,3,21,24,12.5
DRG,7,2,9,77.8
DRGN,0,4,4,0.0
DUBAI EXPRESS,0,1,1,0.0
DUETT,0,2,2,0.0
DURACELL,1,2,3,33.3
DUSH-IBRIZLANZ AZAGHAL,0,5,5,0.0
DUSTROYALS,0,2,2,0.0
DVostok,0,1,1,0.0
DYNASTY,0,3,3,0.0
DZ GUILD,1,1,2,50.0
Da Forno,0,1,1,0.0
DaBro,0,8,8,0.0
DaPoX,0,1,1,0.0
Daemmerbund,0,1,1,0.0
Daemonium KeepEnjoyers,0,1,1,0.0
Daggers bear,0,1,1,0.0
Daijin Neko,1,2,3,33.3
Daisho Rojo,12,33,45,26.7
DalneBostoshniki,3,0,3,100.0
Damnatio Memoriae,5,3,8,62.5
Damnificatia,12,43,55,21.8
Dangeon Masters,2,2,4,50.0
DangerZone,0,1,1,0.0
Dans le Placard,0,1,1,0.0
Danse Macabre,6,2,8,75.0
Dansken,0,1,1,0.0
Dar-el-zolm,2,0,2,100.0
DaraVur,67,21,88,76.1
Dark Aesir,33,57,90,36.7
Dark Crusaders,0,16,16,0.0
Dark DateR,1,0,1,100.0
Dark Emplre,0,1,1,0.0
Dark Genes,0,3,3,0.0
Dark Guardians,0,2,2,0.0
Dark Guards,1,2,3,33.3
Dark Hours,12,46,58,20.7
Dark Lions - DLS,26,16,42,61.9
Dark Middle,0,1,1,0.0
Dark Restaurant,0,2,2,0.0
Dark Shadow,45,34,79,57.0
Dark Templar,0,1,1,0.0
Dark kingdom chaos,0,1,1,0.0
Dark of the elves,0,2,2,0.0
Dark wolves,26,19,45,57.8
DarkCat,0,1,1,0.0
DarkConsul,0,4,4,0.0
DarkHouse,0,1,1,0.0
DarkMan,1,2,3,33.3
DarkSlayers,0,1,1,0.0
DarkTimes,1,5,6,16.7
DarkWayClan,0,1,1,0.0
Dark_Angel,0,3,3,0.0
DatOneGuild,0,1,1,0.0
DaunTown,0,1,1,0.0
Dawn,0,2,2,0.0
Dawn of Empire,0,2,2,0.0
Dawnblade clan,0,2,2,0.0
Day to Die,1,2,3,33.3
Dead Poets Society,1,1,2,50.0
Dead Pride,0,1,1,0.0
Dead Sea Scrolls,1,3,4,25.0
Dead-End,1,5,6,16.7
Deal or Die,0,2,2,0.0
Death Bouncers,0,1,1,0.0
Death Dealers Club,0,7,7,0.0
Death Fraud,7,7,14,50.0
Death in poverty,0,1,1,0.0
Death of darkness,0,1,1,0.0
Death-bombers,0,1,1,0.0
DeathSiN,0,1,1,0.0
DeathWhisper,9,28,37,24.3
Deathfeed,1,0,1,100.0
Deathless,8,6,14,57.1
Deathmatch,0,2,2,0.0
Deathnote,0,3,3,0.0
Debtors,3,15,18,16.7
Decay,2,12,14,14.3
Decayed,1,4,5,20.0
Decision,0,4,4,0.0
Deep Sea Warriors,0,4,4,0.0
Deepseek,6,2,8,75.0
Defenastracja,1,4,5,20.0
Degenerate Gamer,7,3,10,70.0
Del Teide,0,5,5,0.0
Delicious in Dungeon,1,4,5,20.0
Delta2,0,1,1,0.0
Demande a Mes Potes,0,2,2,0.0
Dementia,0,1,1,0.0
Democratian Boys,0,1,1,0.0
Demon Sins,1,2,3,33.3
Demonic_gorilla66,8,6,14,57.1
Demonsknight,0,14,14,0.0
Demorgan,4,4,8,50.0
Den of Darkness,0,2,2,0.0
Deniz Turgut Fan Club,2,0,2,100.0
Deporte en Porte,36,32,68,52.9
Der Eiserne Bund,1,3,4,25.0
Der Poebel,0,2,2,0.0
DernEIP,0,1,1,0.0
Dernier Requiem,0,15,15,0.0
Desert Monkeys,0,1,1,0.0
Desine et Morieris,30,42,72,41.7
Destiny Bored,3,5,8,37.5
Destiny Shapers,0,2,2,0.0
Destr0yer,1,4,5,20.0
Destroyers of Destiny,18,65,83,21.7
DeusVultEXE,2,0,2,100.0
Deutschritterorden,0,3,3,0.0
DevilsCape,18,36,54,33.3
Devlet-i Serbat,1,0,1,100.0
Devoradores,0,1,1,0.0
Devoted Bears,39,41,80,48.8
Devouers,1,1,2,50.0
Devout Knights of Helios,1,7,8,12.5
Dexterity France,0,4,4,0.0
Diablo Hellcats,20,35,55,36.4
Diablos,0,2,2,0.0
Diamond Fortress,0,1,1,0.0
Die Aufsteigenden Drachen,0,1,1,0.0
Die Content Blocker,5,27,32,15.6
Die Graue Legion,0,3,3,0.0
Die Gummibraenbande,0,1,1,0.0
Die Killerkanickel,1,2,3,33.3
Die for me,1,4,5,20.0
DieLuebeckerHanse,0,1,1,0.0
Diecezja,3,3,6,50.0
DigHAUHAU1000,16,8,24,66.7
Digital Heaven,0,3,3,0.0
Dignity Of War,12,17,29,41.4
Dilbion,1,1,2,50.0
Dildo Sellers,0,1,1,0.0
Dinomir,0,1,1,0.0
Disbander,3,3,6,50.0
Disbando,2,5,7,28.6
Disconnect,9,20,29,31.0
Dispatch,3,13,16,18.8
Dive or Not,0,5,5,0.0
Divide Et Ipera,1,3,4,25.0
Divine Justice,4,12,16,25.0
DoRatUs,1,2,3,33.3
Dobbi,0,5,5,0.0
Dobrodruh,1,0,1,100.0
Docendo Deus,0,2,2,0.0
Dodo King,2,3,5,40.0
Dog_squad,0,1,1,0.0
Dogs Slayers,1,1,2,50.0
Dokodo,18,92,110,16.4
Dolce Gabbana,2,8,10,20.0
Domalingo,39,42,81,48.1
Dominion of Plague,6,24,30,20.0
Domitores Albionis Nebulosi,0,1,1,0.0
Donkeys Of Destroyer,1,6,7,14.3
Dont Kill Mi Pleasee,2,16,18,11.1
Dont touch the mineR,1,2,3,33.3
DontNeedYou,57,74,131,43.5
Doomsheep,3,7,10,30.0
Doro Party,2,4,6,33.3
DoslarKirathanesi,0,1,1,0.0
Dost Meclisi,9,15,24,37.5
Doubloon Perditus,3,2,5,60.0
DpD,0,1,1,0.0
DraGonGods,5,14,19,26.3
Dracula,0,2,2,0.0
Dragneel,2,4,6,33.3
DragoMystery,2,6,8,25.0
Dragon Hoarders,0,1,1,0.0
Dragon King,13,29,42,31.0
Dragon Lair,0,1,1,0.0
Dragon Team,0,3,3,0.0
Dragon Traders,0,1,1,0.0
Dragon Wing,1,1,2,50.0
DragonQueen,2,12,14,14.3
Dragons of Thetford,0,7,7,0.0
Dragoons,4,5,9,44.4
DramaSetters,10,10,20,50.0
Dream speakers,1,0,1,100.0
DreamWorks,1,1,2,50.0
DrkH,0,1,1,0.0
Drochialo,1,2,3,33.3
Drosera,1,0,1,100.0
Drunk Gentlemen,0,2,2,0.0
DrunkenPirates,4,33,37,10.8
Dryud 4mo,9,13,22,40.9
Duab,7,16,23,30.4
Dubidu500,0,1,1,0.0
Dune Ore Processing Company IL,0,3,3,0.0
Dung3onHunt3ers,0,4,4,0.0
Dungeon Delvers,0,1,1,0.0
Dungeon Enjoyer,0,2,2,0.0
Dungeon Enjoyers,3,6,9,33.3
Dungeon Slayers,9,56,65,13.8
Dunhill,0,18,18,0.0
Duo,0,1,1,0.0
Duo Leveling,0,2,2,0.0
Duolingo,14,11,25,56.0
Durstige Drachenlords,0,1,1,0.0
Dusk Fall,3,16,19,15.8
DuskBorn,0,1,1,0.0
Dutch Chaos,21,28,49,42.9
Duty Free,0,3,3,0.0
Dying Sun,0,1,1,0.0
Dynastia Egiptu,4,3,7,57.1
Dynasty Genesis,0,2,2,0.0
DynastyAtun,0,7,7,0.0
Dz Fighters,1,0,1,100.0
Dzbany,1,1,2,50.0
Dzels,2,3,5,40.0
Dzikie Knury,0,2,2,0.0
E A E G S,1,0,1,100.0
E H O T,145,137,282,51.4
E L I T E,117,118,235,49.8
E R E B 0 R,27,42,69,39.1
E R R O R,0,1,1,0.0
E U P H O R I A,103,91,194,53.1
E V A D E,0,1,1,0.0
E X E R C I T U S,4,20,24,16.7
E2-E3,0,1,1,0.0
EBAHbIE_PVE_RAKI,1,7,8,12.5
EBENGRAD,18,44,62,29.0
ECLIPSE WOLVES,2,13,15,13.3
EDELER,2,5,7,28.6
EDON,0,1,1,0.0
EEEEEEEEEEEEEEEEEEEEEEEE,5,0,5,100.0
EGYPT HEROS,0,1,1,0.0
EHoT u KO,1,3,4,25.0
EINHERJERNE,2,1,3,66.7
EIROPART,1,1,2,50.0
EL BLOKE,0,1,1,0.0
EL COLMILLO 23,22,37,59,37.3
EL DOCs,0,1,1,0.0
EL Zababra,0,1,1,0.0
ELATTAR,0,1,1,0.0
ELDERS,3,14,17,17.6
ELEPHANTS,0,3,3,0.0
ELHABEDA,0,1,1,0.0
ELYSSIUM X,21,11,32,65.6
EMPIRE152,0,7,7,0.0
EN IYI TURK ATATURK,0,1,1,0.0
EPHEMERALITY,0,1,1,0.0
EQMS,332,208,540,61.5
ERATHIA,1,4,5,20.0
ERECTION,0,1,1,0.0
EREDI-DELL-OSCURITA,0,1,1,0.0
ERO,12,33,45,26.7
ERROR 404,0,1,1,0.0
ES H T B A K,3,15,18,16.7
ES2E,0,1,1,0.0
ETERNAL POWER,0,1,1,0.0
ETHEREAL LEGION,1,0,1,100.0
EU Federation,94,144,238,39.5
EURO,30,57,87,34.5
EVIL SKY,1,5,6,16.7
EWENEMENT,8,31,39,20.5
EX0DUS,1,0,1,100.0
EXCALIBURR,0,3,3,0.0
EXEX,0,1,1,0.0
EXILIADOS,0,1,1,0.0
EXO Empire,0,1,1,0.0
Eagle Team,0,1,1,0.0
Eagles of Albania,0,7,7,0.0
Earth Defenders,0,15,15,0.0
Earth is Flat,1,1,2,50.0
East Albion Trading Company,0,7,7,0.0
Easter Bunnies,0,1,1,0.0
EasyClap,5,4,9,55.6
EasyLeveling,0,1,1,0.0
Eath of Exile,1,1,2,50.0
Ebanfall,2,5,7,28.6
Eblogriziki,0,1,1,0.0
Ebony Wolves,0,4,4,0.0
Eccentrics,4,4,8,50.0
Echoes of Silence,2,1,3,66.7
Echoes of Souls,0,1,1,0.0
Eclipse,11,11,22,50.0
Eclipse Order,37,57,94,39.4
Eclipse of Eternity,4,9,13,30.8
Economic Growth,1,0,1,100.0
Economic boars,0,5,5,0.0
Ecurie,10,31,41,24.4
Ed ShiraN,0,1,1,0.0
Edgeville,1,2,3,33.3
Egity,0,1,1,0.0
Egoist,8,27,35,22.9
Egypt kings,0,6,6,0.0
Egypt-elta3mya,1,3,4,25.0
Egyptian Pharaohs,0,1,1,0.0
Ehtiyarlar,0,3,3,0.0
EightFours,9,4,13,69.2
Eikon,6,6,12,50.0
Einherjiarr,2,8,10,20.0
Eintracht Spandau,0,1,1,0.0
Ekipa Filmowa,3,11,14,21.4
El Barril Borracho,17,61,78,21.8
El Fuego Negro,1,2,3,33.3
El Gremio,0,1,1,0.0
El Santo Navio,1,5,6,16.7
El Sueno Del Nino,2,2,4,50.0
El Tercer Sello,15,41,56,26.8
El-kasus,0,2,2,0.0
ElFamily,0,3,3,0.0
Elden Vanguard,3,21,24,12.5
EldenRing,0,3,3,0.0
Eldenski Krag,4,5,9,44.4
Elevat1on,39,50,89,43.8
Elisium,15,51,66,22.7
Elit3,3,12,15,20.0
Elite Army,4,19,23,17.4
EliteRU,1,12,13,7.7
EliteSeven,0,2,2,0.0
Elixir,31,29,60,51.7
Elledia,4,5,9,44.4
Ellipsis,3,3,6,50.0
Elusive Avengers,9,27,36,25.0
ElysianMages,1,2,3,33.3
Emerald Raven,0,3,3,0.0
Emperor-s Lions,1,11,12,8.3
Empire,0,2,2,0.0
Empire Black Raven,2,4,6,33.3
Empire Britannia,0,1,1,0.0
Empire of Dawn_Guards,0,1,1,0.0
Empire of Hell,15,68,83,18.1
Empire of the Horn,0,6,6,0.0
Empirium League,15,29,44,34.1
EnHa,2,1,3,66.7
Enchantment of Infinity,0,8,8,0.0
Enclave,0,2,2,0.0
Endless Nightmare,1,0,1,100.0
Enemy Syndicate,6,14,20,30.0
Enforced,0,3,3,0.0
Enjoyers,8,16,24,33.3
EnotLand,4,1,5,80.0
Entertejment,0,1,1,0.0
Entity,14,29,43,32.6
Epstein Tayfa,0,2,2,0.0
Epsteine,0,1,1,0.0
Erdtree,1,19,20,5.0
Erepare Cock,0,7,7,0.0
ErgenokonTR,0,1,1,0.0
Escuadron Suicida,9,25,34,26.5
Eshfold,6,20,26,23.1
Esspectrux,0,1,1,0.0
Esto es una Bomba,1,1,2,50.0
Eternal,30,2,32,93.8
Eternal Ban,2,8,10,20.0
Eternal Citadel,1,3,4,25.0
Eternal Darkmoon,3,0,3,100.0
Eternal Hunt,8,24,32,25.0
Eternal Joke,0,1,1,0.0
Eternal Phantom,0,1,1,0.0
Eternal Vow,1,1,2,50.0
Eternal balance,2,15,17,11.8
Eternal laughter,1,14,15,6.7
Eternal-Dawn,0,1,1,0.0
EternalDuo,1,2,3,33.3
Ethereal,14,18,32,43.8
Ethernium,1,0,1,100.0
Ethiopians,0,3,3,0.0
Etoile,1,3,4,25.0
Eulenwacht,6,8,14,42.9
Eurocalvos,2,7,9,22.2
Europe League,0,3,3,0.0
Everlost,0,1,1,0.0
Eviction,1,0,1,100.0
Evil All on Black,103,27,130,79.2
Evil Here,0,1,1,0.0
Evolve,0,1,1,0.0
Ex N1hilo,19,18,37,51.4
Excruciate,0,2,2,0.0
Execute,2,2,4,50.0
ExiIium,2,7,9,22.2
Exkomunika,0,1,1,0.0
Exodia,2,5,7,28.6
Expedition 33,1,1,2,50.0
Expedition 60,138,129,267,51.7
Extreme Gaming,18,10,28,64.3
EyBro,4,1,5,80.0
Eylue,0,4,4,0.0
Ezoterik,6,14,20,30.0
Ezz Team,0,2,2,0.0
F A C T I O N,12,11,23,52.2
F A I R F I G H T,5,5,10,50.0
F I S T,3,15,18,16.7
F O R T,1,5,6,16.7
F R E A K S,20,37,57,35.1
F U L L W I P E,6,15,21,28.6
F-A-T-A-L-I-T-Y,1,2,3,33.3
F13,1,0,1,100.0
FAIL,0,2,2,0.0
FAKE ENGAGE,0,1,1,0.0
FALLEN_SUN,2,1,3,66.7
FAME NERA,2,12,14,14.3
FAMILIA ES TODO,70,63,133,52.6
FAMILY OF CWELFAJSTOS,0,4,4,0.0
FAMILY OF HEFAJSTOS,50,58,108,46.3
FAR2NA,0,4,4,0.0
FASADCHEKI,0,4,4,0.0
FAT,0,1,1,0.0
FBI,16,10,26,61.5
FBl,20,46,66,30.3
FEAR NOTHING,0,2,2,0.0
FER DE LANCE,0,11,11,0.0
FETA Corporation,0,1,1,0.0
FEYZ,0,1,1,0.0
FIGHT KLUB,8,0,8,100.0
FINSTACK,0,1,1,0.0
FISH LEND,0,3,3,0.0
FISHING STYLE,0,1,1,0.0
FL4T,0,1,1,0.0
FLactr,0,7,7,0.0
FNTM,1,3,4,25.0
FNXScam,1,1,2,50.0
FOOLS GAMBIT,0,1,1,0.0
FOR SOLO PLAYERS NO TAX,25,27,52,48.1
FOREST NEST,1,23,24,4.2
FORT STERLlNG,1,12,13,7.7
FOUR-LEAF__ClOVER,1,15,16,6.2
FRAMER SPEIN,0,1,1,0.0
FREEDOMZ,9,31,40,22.5
FRIK0ldELCI,0,2,2,0.0
FRONTERA,1,0,1,100.0
FROSTSURGE,22,25,47,46.8
FRTknigth,0,1,1,0.0
FRex,0,2,2,0.0
FTeam AO,0,1,1,0.0
FULL SPLIT,4,1,5,80.0
FULLMULL,0,5,5,0.0
FUNtastic creatures,5,8,13,38.5
FURRY LOVERS0,0,1,1,0.0
FURY OF WOLWES,0,2,2,0.0
FURY of HUNS,0,3,3,0.0
FaNtOms,3,6,9,33.3
FaRMeRbl,0,2,2,0.0
Face Palm,2,4,6,33.3
Faceless Team,0,5,5,0.0
Faction Guild,46,80,126,36.5
Factorium,1,9,10,10.0
Fading Echo,14,47,61,23.0
Fairy - Tail,2,21,23,8.7
FairyTailLYM,0,2,2,0.0
Fairy_Tail,0,2,2,0.0
Faith And Steel,16,17,33,48.5
Fakers,1,1,2,50.0
Fall,9,17,26,34.6
Fallen Ange1,0,1,1,0.0
Fallen Angels,2,4,6,33.3
Falx,0,4,4,0.0
FameSommelier,2,2,4,50.0
FamilyFriendly,1,0,1,100.0
FanPaty,0,1,1,0.0
FanaTbi_Nozhek,1,3,4,25.0
Fancies Drugged Raccoons,0,1,1,0.0
Fancy0AssES,0,1,1,0.0
FarmerBros,2,8,10,20.0
Farmes,0,2,2,0.0
Farming Time,0,1,1,0.0
Fascist Albion Party,4,0,4,100.0
Fat Farmers,1,0,1,100.0
Fatalities,13,14,27,48.1
Fatalty,0,1,1,0.0
Fates Keepers,1,9,10,10.0
Fatum Imperium Reborn,0,3,3,0.0
Faze,0,1,1,0.0
FeLiNos-HaKuNaMaTa,0,2,2,0.0
Fear The Reaper,0,4,4,0.0
Fear of The Gods,14,29,43,32.6
Fellagha,1,0,1,100.0
Fellowship of peril,0,1,1,0.0
Femboy Orden,7,13,20,35.0
Fenixses,1,0,1,100.0
Fenris,0,2,2,0.0
Feral Badgers,1,1,2,50.0
Ferox Fortis Et Fidelis,0,2,2,0.0
Ferrin,17,48,65,26.2
Fethii,1,0,1,100.0
Feyechki_Vinks,0,4,4,0.0
Fiendfyre,0,2,2,0.0
Fierce wolves,0,1,1,0.0
Fight Club,4,7,11,36.4
FightHub,0,1,1,0.0
FigurA,3,9,12,25.0
Filotimo,20,61,81,24.7
Final Breath,2,0,2,100.0
Finess,3,8,11,27.3
Fire Hawks,11,7,18,61.1
Fire On The Pistons,10,21,31,32.3
FireEsz,2,5,7,28.6
FireFlay,0,1,1,0.0
FireResistance,1,1,2,50.0
Fish And Potatoes,0,2,2,0.0
Fish Lovers,21,7,28,75.0
Fissa boys,4,5,9,44.4
FiuFiu,3,0,3,100.0
Flame of Eternity,0,2,2,0.0
Flame of Fate,0,1,1,0.0
FlameWalkers,0,6,6,0.0
Flameborn,0,2,2,0.0
Flaming Fist,1,1,2,50.0
Flat Bassets Europe,0,1,1,0.0
Flex and Dance,0,1,1,0.0
FlexA1r,1,2,3,33.3
Flock Of Birds,0,1,1,0.0
Florest,0,3,3,0.0
Flowstate,9,2,11,81.8
Fluffy Panda,22,77,99,22.2
Fluggegecheimen,0,1,1,0.0
Fly In Hell,1,5,6,16.7
Focus Healer,1,0,1,100.0
Focused,3,4,7,42.9
Foedus Ultimum,3,10,13,23.1
Follow The Crown,102,160,262,38.9
Food OC,81,104,185,43.8
For Free,1,2,3,33.3
For the North,6,24,30,20.0
ForGaa,0,9,9,0.0
ForTheMammoth,0,1,1,0.0
Forajidos,9,64,73,12.3
ForceUp,23,36,59,39.0
Forest_strike,0,3,3,0.0
Forge of Battles,1,0,1,100.0
ForgeX,3,10,13,23.1
Forgers of Destiny VYK,0,3,3,0.0
Forgetten Frogs,0,1,1,0.0
Forgot OC,0,1,1,0.0
Forgotten Legend From The West,0,3,3,0.0
Formula 1,0,1,1,0.0
Fort Defenders,20,49,69,29.0
Fort sterling Squad,8,9,17,47.1
FortWebs,1,4,5,20.0
Fortizar,0,1,1,0.0
Fortnut,0,2,2,0.0
Forward Observations,0,1,1,0.0
Foul Red Hearts,0,4,4,0.0
FourTwoOC,0,2,2,0.0
Fox777,0,3,3,0.0
Foxy Team,1,4,5,20.0
Foz do Arelho,2,2,4,50.0
Francophonia,1,0,1,100.0
Fraternite,0,3,3,0.0
