Player,Guild,Kills,Deaths,Fame
zarkgg,Los Caballeros Del Oni-Chan,2,11,655355
zarkgg,TribouIet,0,1,0
zarkgg,Caballeros Del Pasado,0,4,847522
zardosman,Quinta Ordem,0,3,200533
zarathos09,ALQUIMISTASyt,0,2,23409
zarathos09,the_immortals,0,1,0
zarakii2,-,0,1,0
zaraisse,EL CENIT,0,1,12411
zappa1g,-,0,1,0
zaphimalandro,Da Black Lotus,1,5,71982
zapata17k,Culto del Kraken,0,1,190542
zanejean,Faction Army,2,2,52244
zampatrax,ZZZ Y ASOCIADOS,1,0,19491
zamirf,Absolute Boundary,1,3,339587
zamaXD,NoManoNoWin,0,3,28534
zamaXD,-,0,7,13330
zamaXD,Velaris Eternal,0,3,22339
zalobazz,-,1,0,46217
zalobazz,Cavaleiros Avalonianos,0,0,146893
zalamanza,pan con mortadelas,1,1,85086
zakkextreme,Ill Be In Your Mom,0,1,0
zaiyt,-,0,0,49849
zaisev,Upsida,13,9,2791247
zaisev,Curriculum Vitae,9,1,7809743
zairxd,-,0,1,0
zairsama2,Legacy Corporation,29,14,3918070
zairsama2,-,9,4,1121672
zahyd37,F0rwardUnt0Dawn,0,1,0
zahidko,Reino Nomada Erizal,3,2,84686
zafiro666,Legacy Corporation,2,1,1422172
zadpe,Prophets of Death,0,2,7531
zadik666,PlVAS,5,15,11853733
zaccxxx,-,0,1,0
zac2809,U D S,6,1,102945
zabonin,B L I N K,1,0,48616
zabonin,Black Dragon Aeon,0,1,0
zaFFyH,Make Fame Great Again,0,1,30814
zaFFyH,Loucos Por PVE,2,0,40119
zZzMusashi,-,0,1,0
zZTaTaNZz,-,0,2,47134
zZTaTaNZz,LOYAL TO LYMHURST UNTIL DEATH,0,2,0
zZPrada,Eroth,2,2,735933
zZPezadeloO,A R 1 S E,8,7,448544
zZN0xZz,NIFFLHEIM,3,15,2736074
zZMARCOZz,D I N O C O,0,1,130100
zZJaveZz,LatinWarriors,27,46,7474639
zZGorKZz,Life is game,1,5,347299
zZGeraltHZz,OUTSET,0,1,0
zZGen,Wrecking-Crew,6,0,1667875
zZANDERSZz,Bryllanos,4,0,830193
zYstel,PRIME MODE,6,10,2753454
zYstel,Atrasa Lado,0,1,352973
zXproXz,SWORDX,1,0,30492
zXproXz,-,0,4,0
zXed,KARABURMA,7,6,598003
zXDexter,PRED4DOR,8,5,685572
zXDexter,DEDO NO OLHO,2,7,346771
zWandao,PDG COMPANY,1,2,8016
zWalkerS,Arroz Clan,0,2,40597
zWaking,Crazy Club,4,2,4342481
zVovoZz,SOMBRA-DA-MORTE,0,0,27344
zViotti,-,1,2,63191
zVhagarz,R E H A B,0,16,4347660
zVendex,-,1,1,28914
zUrsoRubroz,7 Dayz,0,1,138263
zTosh,Unslave,4,3,821814
zTosh,IFures,4,12,1569580
zTironi,-,1,1,93980
zThunderLight,Overprice,1,10,2250692
zThei,M A N I A C,1,0,29604
zTh7xd,SFFAK,2,2,77430
zTh7xd,PRAG4,0,2,52106
zTh7xd,Treasure Tales,3,6,554939
zTh7xd,-,2,3,231922
zTRUCKz,Metodo PVE,0,2,4889
zTRUCKz,The Oracles,1,1,74170
zTREVOR,HELL KILLERS,5,6,958628
zT0ddy1,VlNLAND,0,1,803221
zT0ddy1,RADlANT,2,0,348345
zSypherx,One-Day,1,2,662578
zSypherx,M O O N F A L L,1,3,321516
zStraw,MICHI BROTHERHOOD,0,0,112037
zSkylinee,INVADERS GG,1,1,29069
zShuriel,Vanguard Killers,0,0,2485
zShidoshi,GANKOLETA,0,2,14557
zShaun,Insanos por PVE,0,3,12246
zSeeven,P R I M O R I A,2,1,250154
zSeductionTHC,IMORTAIS ACADEMY,1,1,33714
zSaradiinha,SilentB,3,10,3903048
zSaradiinha,Upsida,0,2,604544
zSantiagoX,A R 1 S E,2,3,43718
zRoronoaZoro,Imperium Viss Ignis,2,25,614311
zPlayer7,Llamitas Su Su sum,3,0,311312
zPez1nz,21 FPS,1,1,65788
zObelisk,Omega Inferi,0,1,0
zNukeZ,E F N E S,33,1,2065961
zNuBx,Obsidian Blades,0,0,20740
zNoneLost,VK Army,0,1,405475
zNoneLost,IIFures,0,0,2247436
zNone,IFures,103,43,17780187
zNone,VK Army,1,4,401518
zNogg,Darkness INC,0,8,1305781
zNigxt,-,1,0,133888
zNigxt,VK Army,2,2,778743
zNigxt,99F00D,0,1,105439
zNeganAO,VK Army,10,5,744228
zNeganAO,AO University,0,1,2640
zNECROMANCERz,A L C A T E I 4,8,19,2077529
zMxzp,OSOS AUTISTAS,2,2,222190
zMonoManco,DARKM1GHT,55,16,15152963
zMonoManco,POTA POTA POTA,19,1,4741143
zMoltan,MTDN,0,0,26126
zMatthewz,Wanted PKS,230,46,23081659
zMarrok,Aoba-Josai,0,0,19860
zMarcosBr,TEEN SMOKERS,5,5,284385
zMaGnus07,-,0,4,0
zLukaas,Darkness INC,1,1,661155
zLocura,FaIIen AngeIs,0,5,324029
zLobitz,DATE A LIVE,12,8,1925277
zLeena,LuxAeterna,0,0,106054
zLeena,-,0,0,57912
zLastKing,Chocolate Con Queso,3,2,728175
zLastKing,VK Army,5,4,1502369
zLannister,Gambito da Garrinha,15,3,12478411
zLGz,Death Sentenc3,0,3,25553
zKotalKhanz,FaIIen AngeIs,0,1,537000
zKona,Unslave,0,1,14674
zKodx,-,0,1,0
zKingWolf,Sunflame,0,3,4001
zKiiNNG,SABOR GUILD,2,2,20397
zKelvinn23,PlVAS,0,2,450502
zKelvinn23,F E A R M E,0,4,85318
zKATONz,-,0,1,0
zJoanaDarc,S L I C E D,5,5,2127573
zJinT1,EliteDeath,0,1,0
zJayala,La Federacion Y,2,1,109925
zJalter,Deux Aias,1,0,174291
zInFeCtIoN69,Unslave,2,6,1237192
zInFeCtIoN69,IFures,0,5,242772
zILifeS2,MissCIick,1,6,1068346
zHollywooDz,EXILADOSS,3,1,1177750
zHeraldry,Outlimits,25,13,7768874
zHaytham,TIERRA - MEDIA,0,3,45708
zHaytham,Velo Rojo,0,1,145781
zHarry1,PlVAS,8,28,13619007
zHankt,True Gentleman,4,3,229714
zHankt,EZG0TO,12,1,1097729
zHankt,-,1,3,240006
zHankt,RUSH-B,31,7,1985763
zGutsz,Guardianes Prohibidos,1,1,20436
zGolgus,HERMANDAD PJ,0,1,0
zGodlikez,Skies of Arcadia,0,2,40458
zGets,HiDrA Reborn,0,24,1755108
zFrenesi,TropaDoLima,0,2,4394
zFrenesi,CapaAzull,0,6,23981
zFrenesi,-,0,1,0
zFloat,N E V E R B A C K,4,6,1567565
zFl0w1n,Gambito da Garrinha,44,17,17177946
zFermi,Outllmits,7,5,3718182
zFermi,-,1,0,301727
zFermi,Outlimits,3,4,581455
zFearThing,Ethernal Rush,0,1,0
zFearLesSz,Evil No Specs,10,2,2219442
zEderSilvestre,-,0,1,0
zDreamS,Escolinha Avalon,0,2,216627
zDrPaul15xx,Roses-Academy,14,11,2618136
zDougap,Escolinha Avalon,0,3,0
zDkDark,-,0,0,14497
zDkDark,ALQUIMISTASyt,1,1,49546
zDemonsz,VlNLAND,0,12,3853943
zDeliro,Overprice,24,19,2939251
zDeimosS,I N S O L E N T,18,18,2537841
zDeadLinEz,La Famalia,1,2,76175
zDarkie,Unslave,2,0,109481
zDarkSide,TU MAMMA,0,0,1463477
zDani1809,Toxic Frog,1,2,22406
zDani1809,Causitas,1,4,149478
zDani1809,M 0 R D O R,0,1,0
zDFlash,D I N O C O,74,41,24729498
zCristopher,ROYAL DESTROYERS,17,6,1148114
zCristopher,Ministry Of Bandits,0,0,101104
zCristopher,WE COOKED,3,1,258486
zCristopher,LEGION_DEL_FENIX,0,1,84834
zCristhian,Ministry Of Bandits,0,2,960914
zCristhian,-,0,1,0
zCrisTx,R E H A B,3,9,1645858
zCrisTx,GO INSIDE,1,3,168915
zCrisTx,Legion of shadowss,0,1,9055
zChvrlY,QANKUNA,5,7,613928
zChoripan,RealShadowSword,0,1,0
zChoripan,-,0,2,170102
zChoripan,YOU ARE LOOT,1,2,29029
zChevette,A R 1 S E,0,2,81646
zCapitao,T R A S H T A L K,0,0,379279
zCARIEL,-,0,0,27404
zBullFrog,Bastardos del Titan,0,4,81538
zBlackheroo,Billionarios,0,1,0
zBlackAngelSz,Omega Inferi,0,6,61973
zBatVolta,ENDANGERED,9,1,2100324
zBacon,Flying-Pigs,14,23,11249624
zBaVz,IFures,0,3,481134
zBLACKMAN2z,Espadachines Negros,0,1,23826
zAquasny,Upside,18,39,14517660
zAngl,KnightNight,0,1,0
zAk1lez,Upside,10,9,14628268
z3nitzu7,chepakillers,0,1,20740
z1Bell,TyrannT,2,9,2866011
z1Bell,IIFures,0,7,951924
z0po,Raha ry,0,0,6904
yzzos,NeewFEAR,1,0,58499
yyzd,YOU_ARE_DEAD,3,8,63826
yyossh,Only Clanz,0,2,0
yyossh,-,0,1,0
yybug,Hamburg Kid,2,5,90844
yvnggnico,La Federacion Y,1,3,362990
yvljuandi,El Tren del Hielo,0,1,0
yvan1223,-,0,1,0
yuuzinhoo,Sono Ku,0,2,276064
