Player,Guild,Wins,Losses,Total,Winrate_%
KRARS12,Dungeon Delvers,0,1,1,0.0
KRASAVCHIK,Gaiety,0,1,1,0.0
KROKSI,Yzyrpator Crew,0,24,24,0.0
KROSH1,Laperouse,0,6,6,0.0
KROSH1,Nordheim,0,5,5,0.0
KSMFoly,Scourge of GOD,0,1,1,0.0
KSTEMR,KST,0,2,2,0.0
KSTWanheda,KST,0,2,2,0.0
KTukis,Astra Ignis,0,2,2,0.0
KUGAIZ,FlameWalkers,0,1,1,0.0
KUKISH228,KLICK AREA,0,8,8,0.0
KUKISH228,K_A_P_A_B_A_H,0,1,1,0.0
KULI123,Nurture,0,1,1,0.0
KUMBETLii,The Ganklist,0,1,1,0.0
KUNICH,Fort Defenders,0,1,1,0.0
KURABiYESEVMEM,Kal Vas Flam,0,1,1,0.0
KURDISTANNERDE,No Sex With Ex,0,4,4,0.0
KURDiSHRAT,PROFESSIONAL RAT COALITION,0,3,3,0.0
KURTX1,LET IT HAPP3N,0,1,1,0.0
KURTX1,Orbis,0,4,4,0.0
KURWAxRAKETA,ZombieSquad,0,2,2,0.0
KUTASWIELKI,Infernal Ghouls,0,9,9,0.0
KUTIMAKUTU,NOXERA,0,1,1,0.0
KUTUZ0V,MYLITTLEP0NY,0,1,1,0.0
KUYA1,THE TERMINATOR,0,3,3,0.0
KXSTII,vodka,0,3,3,0.0
KYPASIK,NOSENSE,0,2,2,0.0
KaCh0w,Labubu22,0,1,1,0.0
KaL0la,Brama Piekiel,0,3,3,0.0
KaL0la,JOURNEY TOGETHER,0,1,1,0.0
KaLisk,Zawkwar,0,5,5,0.0
KaMikAZeEe777,GANGSTER _LIFE,0,2,2,0.0
KaReaD,Reunion Island 974,0,1,1,0.0
KaToLiK,convallaria,0,10,10,0.0
Kaakiiy,Satis Faction,0,2,2,0.0
Kaakuzuu,owl-crow,0,6,6,0.0
Kaaradock,Urutima,0,1,1,0.0
Kaaradok,La Compagnie du Lys,0,7,7,0.0
Kaarlii,TRIBUTOS EU,0,1,1,0.0
Kaas,Ascension,0,2,2,0.0
Kaash,TWB,0,4,4,0.0
KaasuZad,legionarios,0,2,2,0.0
Kabina777,CringeLords,0,1,1,0.0
Kaboom,A R E T E,0,26,26,0.0
KacPodroznik,Vikings,0,1,1,0.0
Kaca1077,Black Legion,0,3,3,0.0
Kaca1077,Generally Speaking,0,3,3,0.0
KacmaGel,Soul Eaterr,0,1,1,0.0
KacperBtku,RECONNECT,0,1,1,0.0
KactiK,Echo of dawn,0,4,4,0.0
Kacyna,Mythic Slayers,0,4,4,0.0
Kacz0rek24,FAMILY OF HEFAJSTOS,0,5,5,0.0
Kaczy666,40-1,0,9,9,0.0
Kaddo,ACADEMI,0,1,1,0.0
KadinMenajeri,Turquoise,0,4,4,0.0
KadirTC,C Y R U S,0,6,6,0.0
Kadmenn,ULUS KIRAATHANESI,0,1,1,0.0
Kaduceus,Ebanfall,0,1,1,0.0
Kadzima,322_FISTING_322,0,2,2,0.0
Kaede,Crimson Imperium Reborn,0,1,1,0.0
Kaenrith,Kal Vas Flam,0,3,3,0.0
Kafc,The Highlanders Tavern,0,5,5,0.0
Kafc,long-men,0,1,1,0.0
Kafe1,white h0le,0,1,1,0.0
Kaganskiy,White Shark,0,5,5,0.0
KageKenjii,SENGOKU RISE,0,7,7,0.0
Kageyumi,one4all,0,40,40,0.0
Kagim,Masters of Albion,0,1,1,0.0
Kagtavbly,xREDx,0,1,1,0.0
Kagureas,StormCloaks,0,10,10,0.0
Kaguya,The Last Pagans,0,14,14,0.0
Kahmuy,The Madman Brothers,0,1,1,0.0
KahramanCorumlu,Stark,0,4,4,0.0
Kahuba,The Way,0,1,1,0.0
KahuurR,as Always,0,3,3,0.0
KahveDiyari,ELDERS,0,8,8,0.0
Kahveiciyorum,Kutsal Kabak Tarikati,0,1,1,0.0
KaifatiK,GachiBang,0,4,4,0.0
KaifatiKmk2,GachiBang,0,2,2,0.0
Kaifu,Death is Unavoidable,0,1,1,0.0
Kaiizen01,Azura,0,1,1,0.0
Kaijin,Purgatory,0,10,10,0.0
KaijuSmasher,Lone Tower,0,2,2,0.0
Kairat,Blue Screen,0,2,2,0.0
Kaireturned,Soul Eaterr,0,2,2,0.0
KaiserRick,GADDAR,0,2,2,0.0
KaiserRick,HANGOVER TR,0,1,1,0.0
KaiserRick,No Sex With Ex,0,1,1,0.0
Kaite,Butaneros Avalonicos,0,6,6,0.0
Kaja53,Sons of Ultima,0,1,1,0.0
KakBaskov,We Craft,0,1,1,0.0
KakahaXD,Grim Legion,0,2,2,0.0
KakaoMjay,The Black Hydra,0,2,2,0.0
Kakatys,Cringe Life,0,2,2,0.0
Kakelos,GATHERING X REFINER X CRAFTER,0,1,1,0.0
Kaksel,Kudo -Kai,0,1,1,0.0
Kakugo,Templari,0,1,1,0.0
Kakuna,ALA DEL IMPERIO,0,2,2,0.0
Kal0ianker,Nightfall Warriors,0,1,1,0.0
Kala2balls,Ascension,0,1,1,0.0
Kala2balls,EQMS,0,5,5,0.0
Kala2balls,Frostborne,0,3,3,0.0
Kalathras,Sabuesos de Siora,0,5,5,0.0
Kalbon,Glory Hunters,0,1,1,0.0
Kalerkaki,Dark Aesir,0,2,2,0.0
Kaleshi999,Wolf_Jkt,0,5,5,0.0
Kaligrafusss,WojBody,0,2,2,0.0
Kaliiskaya,187Strassenbande,0,27,27,0.0
Kalikamon,Green Rhine,0,14,14,0.0
Kalikke,AlwaysAFK,0,1,1,0.0
KalinaSport,Bandits,0,2,2,0.0
KalinouX1,TheHonoredOnes,0,1,1,0.0
Kalipso,Orden Hospitalaria,0,1,1,0.0
Kalipso,Overpowering,0,5,5,0.0
Kaliso,FutuRama,0,4,4,0.0
Kalistas,Carpet Ninjas,0,2,2,0.0
Kalomen,CEM9_3EBCA,0,11,11,0.0
Kalot,No Sex With Ex,0,2,2,0.0
Kaluf,Meeow,0,2,2,0.0
Kama1784,Brawl Squad,0,1,1,0.0
Kamah,Panda Corp,0,1,1,0.0
Kamasaki,Still Cooking,0,4,4,0.0
Kamaz19992033,Wings Of Glory,0,1,1,0.0
Kamibura,PEKA,0,1,1,0.0
Kamiguii,star fire,0,1,1,0.0
KamikazeLuck,The Hope,0,9,9,0.0
KamikazeLuck,Unbound,0,4,4,0.0
KamikazeLuck,WarTag UA,0,4,4,0.0
Kamil21,Vikings,0,12,12,0.0
Kamilnd,Fire Nation,0,6,6,0.0
Kaminoyari,O N L I N E,0,4,4,0.0
Kamisy,Alpagut TR,0,3,3,0.0
Kamisy,CALLIDUS,0,7,7,0.0
Kampfzwerg2,Sonnenfinsternis,0,3,3,0.0
KanAvcisi,GATHERIST,0,11,11,0.0
Kanaki205,Berserkion,0,2,2,0.0
Kanavi,Sevran,0,10,10,0.0
Kanavi,TCHITCHI,0,3,3,0.0
Kandimina,indrix,0,1,1,0.0
Kandown,Pratele Hranateho Stolu,0,1,1,0.0
Kaneke,Food OC,0,2,2,0.0
Kaneke,Skaggongr,0,18,18,0.0
Kaneke,The Arabian Empire,0,1,1,0.0
Kanekilmap,Death Dealers Club,0,1,1,0.0
Kangoo1,Full Party War,0,5,5,0.0
Kangur,Skorpiony Zniszczenia,0,1,1,0.0
KanibalSK,Rise of Infinites,0,9,9,0.0
KanistraBenza,The Way,0,6,6,0.0
Kankan,Dementia,0,1,1,0.0
KankoCrafter,LosPPs,0,1,1,0.0
KannyWest,MYLITTLEP0NY,0,5,5,0.0
Kantemir,House Apotheosis,0,1,1,0.0
Kanuel,KYZNECHIKI,0,2,2,0.0
KanuniSultan,BIRTENGRII,0,4,4,0.0
Kanyelover99,WELL WELL WELL,0,4,4,0.0
KaoXAngel,Die Content Blocker,0,2,2,0.0
KaoXAngel,Renegade Elders,0,1,1,0.0
KaosDs,Aurora Onirica,0,3,3,0.0
KaosDs7,AsturGalaicos,0,1,1,0.0
KaosS,legionarios,0,2,2,0.0
KapaTaf,Greek Hopletes,0,1,1,0.0
KapacIo,Unholy Shadeknights,0,23,23,0.0
Kapagana,HANGOVER TR,0,2,2,0.0
Kapelafka,Rise of the Kingdom,0,13,13,0.0
KapitanOB,NEFORMALUSIS,0,7,7,0.0
KapitanTrk,Ashen Fall,0,3,3,0.0
Kapix15,RekinyBiznesu,0,1,1,0.0
Kaponi,LosPPs,0,1,1,0.0
Kapralka,SANCTUMS SNL,0,4,4,0.0
Kapralka,TVAPI,0,2,2,0.0
Kaps1,TVAPI,0,7,7,0.0
KaptanStraponova,Canibals,0,1,1,0.0
Kapust9,Shattered Grace,0,1,1,0.0
Kaquadu,StormCloaks,0,4,4,0.0
KaraCivciv,KUMES,0,1,1,0.0
Karabossa,Crimson Sun,0,11,11,0.0
Karagazi,Almas Agrias,0,2,2,0.0
Karagkiozis,Crimson Imperium Reborn,0,4,4,0.0
Karamanl70,Black Mask,0,2,2,0.0
Karamellklaue,OSUS,0,15,15,0.0
Karammba,OMOH,0,1,1,0.0
Karandash,Slacking Dogs,0,13,13,0.0
Karata148,Barabi,0,1,1,0.0
KarateKamiL,Dahre,0,30,30,0.0
Karateldush,Dark Guards,0,1,1,0.0
KaraxEjderi,Kurnaz Tilkiler,0,1,1,0.0
Karceron,Purified,0,2,2,0.0
Kardobot,II A U R A II,0,11,11,0.0
Karek,Light of the Dawn,0,2,2,0.0
Karek,Penetration Reborn,0,1,1,0.0
Karl,JOURNEY TOGETHER,0,1,1,0.0
Karl26,Impulse Light,0,2,2,0.0
Karl26,Vashta Nerada,0,1,1,0.0
KarlvoGuthaus,Die Nachtwachen,0,1,1,0.0
Karma1997,URPAQ,0,2,2,0.0
Karma228,PMC_ALBION,0,9,9,0.0
Karma357,The Dungeoneers,0,3,3,0.0
Karmagott123,Pawr,0,4,4,0.0
Karmilin,Beer Lovere Club,0,1,1,0.0
Karmochk,KOguys,0,1,1,0.0
Karmochk,TONYS SLAVES,0,2,2,0.0
Karnage1337,Treasure Map,0,4,4,0.0
Karol20107,Dark wolves,0,1,1,0.0
Karonsky,Win4esteR,0,2,2,0.0
Karpentariy,Fluffy Panda,0,3,3,0.0
Karpettelgd,B E R S E R K R,0,1,1,0.0
Karramell,BROTHERHOOD-OF-BLOOD,0,1,1,0.0
Karrigar,Cucumbers,0,4,4,0.0
Karsifel,INQUISIT0Rs,0,2,2,0.0
Karsifel,Union Axe and Forest,0,2,2,0.0
Kartal123004,LET IT HAPP3N,0,1,1,0.0
Kartoxa1,SENGOKU PRIME,0,15,15,0.0
Karyno,Login horizon,0,1,1,0.0
Karyte,GU3RR3R05 C4RM351,0,1,1,0.0
Kasadaver,VELUM,0,14,14,0.0
KasapX,Orbis,0,1,1,0.0
Kasnakci,N O R T H,0,1,1,0.0
Kasparek,The Hope,0,2,2,0.0
KasperBombaster,Frontiers,0,1,1,0.0
KasperCore,Clean Kill,0,4,4,0.0
Kassii,POKOY,0,3,3,0.0
Kast,BumHairs,0,1,1,0.0
Kast,Crimson Imperium Reborn,0,3,3,0.0
Kastracik,Konspiracja,0,9,9,0.0
Kastracik,Z dupy do pyska,0,11,11,0.0
Kasztan,Corrupted Hub,0,7,7,0.0
Kat9123,proud ducks,0,2,2,0.0
KatOTP,Hyperium,0,1,1,0.0
Katabuto,B E R S E R K R,0,1,1,0.0
Katalaya,Sanguis Draconis,0,3,3,0.0
Katalonczyk,Dark wolves,0,1,1,0.0
Kataman,TheInfection,0,5,5,0.0
Katana939,Dispatch,0,1,1,0.0
KatanaRTM,The Heavenly Circle,0,5,5,0.0
KatanaXS,DeathWhisper,0,3,3,0.0
Katarjina,375,0,2,2,0.0
Katchika,Mighty Goat,0,1,1,0.0
Katchix,Freebooters,0,3,3,0.0
Kathbrok,The Ark,0,2,2,0.0
KatiZzz,Avangarda,0,5,5,0.0
Katjy,Howadareid Boys,0,24,24,0.0
Katruks,Make Turks Great Again,0,1,1,0.0
KatsuragiMisato,LastParty,0,2,2,0.0
Katuni,Complete idiots,0,4,4,0.0
Katze001,S E N G O K U,0,4,4,0.0
Kavagy4i,Midgard Saga,0,4,4,0.0
Kavagy4i,Vashta Nerada,0,4,4,0.0
Kavane,Conquista y Siesta,0,1,1,0.0
Kavane,The Mercenarios,0,1,1,0.0
Kawinsky,TheOrder,0,2,2,0.0
KaxaKage,Chaos Terror,0,1,1,0.0
KayXor,Kudo -Kai,0,1,1,0.0
KayXor,Treasure Map,0,1,1,0.0
KayanooshAMLOR,BADBOY GANK,0,9,9,0.0
Kayjin07,Les Corbeaux Noir,0,1,1,0.0
KaylaLux,VULTURUM AQUILA,0,1,1,0.0
Kaynes,SANCTUMS SNL,0,1,1,0.0
Kaynosorus,Les Chomeurs,0,3,3,0.0
Kayukir,Blood Pact,0,12,12,0.0
Kayzen357,H O R I Z O N,0,5,5,0.0
Kazak125,1DEUS_VULT1,0,2,2,0.0
Kazan90,DraGonGods,0,2,2,0.0
Kazanovitch,Lemon Girls,0,1,1,0.0
Kazaq,Googly Moogly,0,1,1,0.0
Kazax,Bandits,0,1,1,0.0
KazaxCore,indrix,0,3,3,0.0
Kazek,CRISGUN,0,11,11,0.0
Kazemy,Echo of dawn,0,1,1,0.0
KazikOdnowiciel,ElitaPolska,0,1,1,0.0
KazimierzII,Bloodbound Order,0,2,2,0.0
KazimierzWielki,Backstab Syndicate,0,3,3,0.0
Kaznaa912,NAGIBATOR,0,2,2,0.0
Kazorak,Empire Black Raven,0,5,5,0.0
KazumaP,Still Cooking,0,1,1,0.0
Kazure,Skaggongr,0,17,17,0.0
Kazyma,Rise of the Kingdom,0,3,3,0.0
Kcara,Dungeon Slayers,0,2,2,0.0
Kcisreh,Golden Monarchs,0,2,2,0.0
Kdkdoeomrn7282jd,Wild Instinct,0,1,1,0.0
Kdodos,Chocolate Bullion,0,1,1,0.0
Kdodos,Eclipse Krew,0,1,1,0.0
KeF1P,Fading Echo,0,1,1,0.0
KeN1Ma,Elisium,0,1,1,0.0
KeN1Ma,Prostitytki Elite,0,1,1,0.0
KeRdemir,XvX,0,4,4,0.0
KeT4yHe3,AllianceOfScurletRoseAndCross,0,1,1,0.0
KeTmOzEr,G U I D E S,0,1,1,0.0
KediKedi,Lofty Legion,0,1,1,0.0
Kedud,IX Kohorta,0,8,8,0.0
KeepTrollingDolt,Unbound,0,4,4,0.0
Keerwm,The Azeroth,0,1,1,0.0
Keessy,Majority Immortal Russian,0,6,6,0.0
Kegoslav,Broken Halo,0,1,1,0.0
Kehundo,Skrzynkobiorcy z Prowizja,0,1,1,0.0
Keidzy,Inquisitor,0,1,1,0.0
Keill,Ethereal,0,3,3,0.0
KeiserSuarezP,ADICTOS AL FARMING,0,3,3,0.0
KeiserSuarezP,HCE CLUB,0,1,1,0.0
Keiserin2,Resource,0,1,1,0.0
Keiz,Treasure Hunt,0,4,4,0.0
Keizal,S E N G O K U,0,1,1,0.0
Kekemm,Turquoise,0,2,2,0.0
Kekemmmm,Turquoise,0,9,9,0.0
Keksfresser,JOURNEY TOGETHER,0,1,1,0.0
Kelapachi,Aylaklar,0,3,3,0.0
Kelder,Bandits,0,1,1,0.0
KeldorAshborn,Sonnenfinsternis,0,1,1,0.0
Kelebra1337,HORROCRUX,0,11,11,0.0
KelekKarpuz1,INFERIUM,0,1,1,0.0
KelekKarpuz1,xCode,0,3,3,0.0
Keleof,legionarios,0,11,11,0.0
Kelging,Northern Ways Company,0,1,1,0.0
Kelonek,Vikings,0,3,3,0.0
Kelpier,Project 1,0,5,5,0.0
Kelsiie,ELVEN Echo,0,3,3,0.0
KemalPasha,K_A_P_A_B_A_H,0,7,7,0.0
KemalinGulu,ALAZ,0,1,1,0.0
KenKaleka,Egoist,0,1,1,0.0
Kenarf3113,Skorpiony Zniszczenia,0,2,2,0.0
Kendgold2,Azgard,0,5,5,0.0
Kendgold2,SENGOKU PRIME,0,4,4,0.0
Kendi2020,TBARI,0,15,15,0.0
Kendjiro,Satis Faction,0,4,4,0.0
KeneAltan,S3XT1NG,0,10,10,0.0
Keneki,Aggressively Average,0,1,1,0.0
Keneki,YANGE,0,2,2,0.0
Kenkajneczek,FAMILY OF HEFAJSTOS,0,6,6,0.0
Kent31,Vikings,0,9,9,0.0
Kentukis,Astra Ignis,0,5,5,0.0
Keollox,Turquoise,0,2,2,0.0
Kepik22,RZBodyGuard,0,7,7,0.0
Keptarms,FUNders_Inc,0,3,3,0.0
Keracles,Lock Down,0,1,1,0.0
Kerath,Fancies Drugged Raccoons,0,3,3,0.0
Kerberos,E H O T,0,1,1,0.0
Kerbeross,Make Turks Great Again,0,1,1,0.0
Kerbis,ANY FIGHT,0,2,2,0.0
Kerchack1,LastParty,0,13,13,0.0
Kereliia,Gallia Rebellis,0,3,3,0.0
KeremLight,Ruling,0,3,3,0.0
Kereno,M O R G U E,0,7,7,0.0
KermiV2,DO NUT,0,9,9,0.0
Keroks,Mercenary Idman Yurdu,0,4,4,0.0
Kerols,C L A D E S,0,1,1,0.0
Kerramy,S I X,0,3,3,0.0
KesfeteCikmadim,SUB7,0,1,1,0.0
KesfeteCikmadim,The Ganklist,0,3,3,0.0
KeshaHik,Ethereal,0,5,5,0.0
Keshik1,K F C,0,3,3,0.0
Kesnagibator777,CHEAP CRAFT MARTLOCK,0,3,3,0.0
Kesser4Ever,Diablo Hellcats,0,1,1,0.0
Ketch379,Cappuccino Assassino,0,2,2,0.0
Ketchup719,Forajidos,0,1,1,0.0
Ketirr,No Sex With Ex,0,1,1,0.0
Kettamine,StormCloaks,0,37,37,0.0
Kettamine,Vendetta,0,10,10,0.0
Ketz,Simia,0,2,2,0.0
Keuler,Sonnenfinsternis,0,3,3,0.0
KevinLaparca,TEMPLARIO 3,0,11,11,0.0
KevinnesPLOP3,Sorashi,0,25,25,0.0
Kevinphysx,AracnoPochos,0,3,3,0.0
KevinusL,Escuadron Suicida,0,1,1,0.0
Kevinwu12345,EuroHunter,0,4,4,0.0
Kevlary,G2H,0,17,17,0.0
KeyfekedeR17,StalGard,0,2,2,0.0
Keyotaka,DO NUT,0,7,7,0.0
KhZiyad67,Flame of Fate,0,1,1,0.0
KhZiyad67,One Hell,0,3,3,0.0
KhZiyad67,The Swarm,0,1,1,0.0
Khaaaan,Eclipse Order,0,3,3,0.0
Khabis,Faction Guild,0,1,1,0.0
Khabis,Kiss or Spank,0,1,1,0.0
KhadraBiron,Black Veil Order,0,11,11,0.0
KhalKrim,L O A D I N G,0,1,1,0.0
Khalfa,Unbearable Weight of Massive,0,3,3,0.0
Khalis92,Turquoise,0,1,1,0.0
Khamakiri,Killer Trolls,0,1,1,0.0
Khanna,Services Apres-Wipe,0,1,1,0.0
Kharabish,Berserkion,0,2,2,0.0
Kharinca,Adaptable to Everything,0,10,10,0.0
Kharma,Orden Hospitalaria,0,1,1,0.0
Kharze,DOMBAY,0,9,9,0.0
Khatniss,TURKISH_AIRLINES,0,1,1,0.0
Khawki,DOGWALKERS,0,1,1,0.0
Khaza,Treasure Hunt,0,1,1,0.0
Khazgharoth,Moravian Eagles,0,3,3,0.0
Khazragy,AR_Danger,0,1,1,0.0
Khersonskiy,Good Scale,0,1,1,0.0
KhonaRomman,TCHITCHI,0,19,19,0.0
Khoob,HellBomb,0,4,4,0.0
Khoob,Unbound,0,5,5,0.0
Khortar,Highlanders,0,5,5,0.0
Khorties,DaraVur,0,1,1,0.0
KhunMaschenny666,O U R O,0,3,3,0.0
Khy,HALTE F4,0,1,1,0.0
Ki11Hunter,RosBiShAkI,0,3,3,0.0
KiEnki,M and M,0,1,1,0.0
KiLKYs,MYLITTLEP0NY,0,5,5,0.0
KiLKYs,Marauder s,0,2,2,0.0
KiLKYs,The Way,0,4,4,0.0
KiNeKT,We Craft,0,1,1,0.0
KiSkA0w0,DUBAI EXPRESS,0,1,1,0.0
Kiacki,Sweet Boys,0,4,4,0.0
KiberMenchic,Utopia,0,2,2,0.0
Kibey,La Hermandad Olvidada,0,4,4,0.0
Kibin24,SSCB,0,2,2,0.0
KibrisliZenon,Arab Falcons,0,1,1,0.0
KibrisliZenon,Fredoom,0,19,19,0.0
Kidalvorp,WarTag UA,0,8,8,0.0
KiddCoca,Mata Gabachos,0,1,1,0.0
Kiddies23,IKUN,0,1,1,0.0
Kidroz,bear_beer,0,4,4,0.0
Kiersert,Frizonia,0,5,5,0.0
Kifir,Gachi Gatherers,0,1,1,0.0
Kiiiiii,A L T E R - E G O,0,22,22,0.0
Kiiiiiiiiiiiiing,Azgard,0,8,8,0.0
Kiiiiiiiiiiiiing,Iron Legion FTG,0,33,33,0.0
Kikimorra,Humanity,0,64,64,0.0
Kikopaz,BDU,0,2,2,0.0
Kila,Silver Vanguard,0,3,3,0.0
Kilabie,The Highlanders Tavern,0,1,1,0.0
Kilawara,Skaggongr,0,13,13,0.0
Kilawara,Skoggangr,0,2,2,0.0
Kill3rGh0st,COSA-NOSTRA,0,1,1,0.0
Kill4Funn,ETHEREAL LEGION,0,1,1,0.0
Kill4Funn,REKKA,0,1,1,0.0
KillAllHumans,The Jackals,0,1,1,0.0
KillDoro,Doomsheep,0,1,1,0.0
KillDoro,Wilcze Cienie,0,1,1,0.0
KillHunTer13,RosBiShAkI,0,2,2,0.0
KillHunTer13,We Craft,0,1,1,0.0
KillHunter1305,RosBiShAkI,0,1,1,0.0
KillOrBeKilled,Mubarizun,0,1,1,0.0
KillSwitch,Soul-Side,0,1,1,0.0
KillaennPremium,Bougnoules,0,1,1,0.0
KillaennPremium,KILLAENN CORP,0,12,12,0.0
Killberos0,Meat,0,2,2,0.0
Killed,SUETOLOGY,0,6,6,0.0
Killer78888,Rabbles,0,1,1,0.0
Killer96,Persian Avengers,0,1,1,0.0
KillerFoxYamakas,MYDAKI,0,1,1,0.0
KillerToy1RPG,RPG_Gang,0,6,6,0.0
Killerkaa,To mi dej to je k necemu,0,2,2,0.0
KillersMan,Vikings,0,2,2,0.0
Killfistas,LDK-ORDINAS,0,1,1,0.0
Killpendos,Fail Crew,0,4,4,0.0
Kilokimo,KILOS DOOM,0,2,2,0.0
Kilzone,MAYHEM,0,11,11,0.0
Kilzone,ZZon,0,3,3,0.0
KimJongOne,No Skills,0,12,12,0.0
Kimarya,Chaos Coalition,0,7,7,0.0
Kimarya,Sweet Boys,0,3,3,0.0
Kimchi99,Circle Of Chaos,0,3,3,0.0
Kin9Dwarf,Ainhorn,0,1,1,0.0
KinShannay,ACADEMI,0,1,1,0.0
Kinca1d4,karapuziki,0,2,2,0.0
Kinder20,Milka01,0,2,2,0.0
Kinder8k,GoodHash Production,0,8,8,0.0
Kinexexe,Orbis,0,2,2,0.0
King04,Bandits,0,1,1,0.0
King04,LEDYBUG,0,1,1,0.0
KingAlexito,Rising sun in Eclipse,0,2,2,0.0
KingArtheim,Agoge,0,5,5,0.0
KingArtur352,Petals of War,0,18,18,0.0
KingBan,ANY FIGHT,0,1,1,0.0
KingBaphomet,LET IT HAPP3N,0,1,1,0.0
KingBaphomet,Lofty Legion,0,1,1,0.0
KingBebo,HelIo Kitty,0,2,2,0.0
KingBiTO,THE BEARS TAVERN,0,5,5,0.0
KingBoned,Vendetta,0,4,4,0.0
KingDD,Skaggongr,0,25,25,0.0
KingDante,GRUP YORUM,0,1,1,0.0
KingDark,A R E T E,0,16,16,0.0
KingDopio,Funeral,0,1,1,0.0
KingForsaken,Berserkion,0,4,4,0.0
KingForsaken,Janissaries,0,2,2,0.0
KingForsaken,Purified,0,9,9,0.0
KingG0AT,NoClapNoCap,0,3,3,0.0
KingHryak,ZombieSquad,0,12,12,0.0
KingKira,FAMILY OF HEFAJSTOS,0,1,1,0.0
KingLich,AvaBirds,0,1,1,0.0
KingMelidas,DZIK_COMPANY,0,1,1,0.0
KingNaRK,TotaLLY_Spies,0,5,5,0.0
KingOFTheFire,ARCH0NS,0,1,1,0.0
KingOfDamnation,VIP HOSTEL,0,8,8,0.0
KingOkar,FINAL BET,0,16,16,0.0
KingOkar,PEPE SHNEINE WOTAFA,0,4,4,0.0
KingOtto2,Kal Vas Flam,0,1,1,0.0
KingRohqn,FELLDRASIL,0,2,2,0.0
KingShadow,MYLITTLEP0NY,0,10,10,0.0
KingSnack,Treasure Hunt,0,1,1,0.0
KingVoron,Nordheim,0,1,1,0.0
KingWolf,HANGOVER TR,0,10,10,0.0
KingWolf9511,The Hope,0,2,2,0.0
KingYousef,Berserkion,0,1,1,0.0
KingZaiks,N a z a r i c k,0,2,2,0.0
Kingblues,Bylock,0,1,1,0.0
Kingdragonn,Huge Gap I Cant,0,6,6,0.0
Kingero,The Azeroth,0,1,1,0.0
KinggByTTCeHb,Heralds of Valhalla,0,1,1,0.0
Kingko,Senf,0,1,1,0.0
Kingname3,DURIN,0,2,2,0.0
Kingname3,Potato Smash,0,1,1,0.0
KingofMoka1,Berserkion,0,4,4,0.0
Kingofthefrost,Almas Agrias,0,1,1,0.0
KingsPawn,JEFFREY EINSTEIN,0,4,4,0.0
KingsPawn,The Peak,0,1,1,0.0
Kingsman123,The Golden Dragon,0,2,2,0.0
Kingtv1232,Sevran,0,3,3,0.0
Kingzzcc,Top Squad,0,1,1,0.0
Kinia1234,HEXTECH,0,2,2,0.0
Kinimod1912,Sanguis Draconis,0,22,22,0.0
Kinshiiiii,Immortal Squad,0,1,1,0.0
Kioriisan,Peaceful Sky,0,3,3,0.0
Kipyat0k,GremlinSSS,0,1,1,0.0
Kipyat0k,SIBERIA,0,1,1,0.0
Kir1toSan,SECOND SUN,0,1,1,0.0
Kira11,Nyash-Myash,0,1,1,0.0
KiraSyka,Peepe,0,1,1,0.0
Kiretokun,Millennialis,0,4,4,0.0
Kiribay02,R E Ds,0,2,2,0.0
Kirita999,Honey Pie,0,1,1,0.0
Kirito556327,Hellish Paradise,0,1,1,0.0
Kirku,Vikings,0,1,1,0.0
Kirrman,Molterians,0,7,7,0.0
Kirvus,Revensong,0,2,2,0.0
KirzaHa,Nordheim,0,2,2,0.0
Kirzenci,Capes and Bags,0,2,2,0.0
KisKiss,Jungle Valley,0,1,1,0.0
Kisangar,Pochos sin Spec,0,2,2,0.0
Kiselechek,Hellish Paradise,0,1,1,0.0
Kiselechek,Laperouse,0,2,2,0.0
Kiseli,Citadel of Hope,0,1,1,0.0
Kishamu,Hungary OLdBoyyzzzz,0,6,6,0.0
Kishamu,Magyar,0,10,10,0.0
Kishamu,The Blood Alliance,0,2,2,0.0
KishibeMikkelson,Kill Again,0,2,2,0.0
Kisiel081,Prelude To D E S P A I R,0,1,1,0.0
Kisiel081,Skaggongr,0,4,4,0.0
Kiska1306,MamonTS,0,2,2,0.0
Kislinka49,SENGOKU PRIME,0,10,10,0.0
Kissami,Antipositive,0,2,2,0.0
Kissmykarata,VELIKA BULGARIA,0,10,10,0.0
Kisso4ka,Chaos Coalition,0,1,1,0.0
Kisuto,FarmStreet,0,16,16,0.0
Kitakx,La Compagnie du Lys,0,2,2,0.0
KiteLooP,Mission,0,4,4,0.0
Kiteru,ELEKTRYKI,0,2,2,0.0
Kitoisniga,Peanious,0,1,1,0.0
KittyGirl,Klenovoe Derevo,0,3,3,0.0
Kitun,DIREWOLVES,0,2,2,0.0
Kiwiream,Catnip_Tea_Party,0,1,1,0.0
Kiwiream,PvX Guild,0,1,1,0.0
KiwitoElRocho,Sevran,0,5,5,0.0
Kiwycake,Curve,0,8,8,0.0
KiyawixeShin,nAvalonianPirates,0,6,6,0.0
Kizame,MAYHEM,0,16,16,0.0
KizilKelebegim,Bohem,0,5,5,0.0
Kizo272,Dark wolves,0,6,6,0.0
KjeldVU,S W A M P,0,1,1,0.0
Kkoschei,Login Horizont,0,1,1,0.0
KkzZ3,Tai Chi_YUN GU,0,1,1,0.0
Kladdkakka,Treasure Map,0,11,11,0.0
Klaidon,Deniz Turgut Fan Club,0,1,1,0.0
Klaime,TEMPLARIOS AVALONIANOS,0,2,2,0.0
