Player,Guild,Wins,Losses,Total,Winrate_%
Hinerman,Skoggangr,149,72,221,67.42
BRUTTACOMELAFAME,Skoggangr,144,62,206,69.9
Markrade,Panico,143,33,176,81.25
Shaclista,Panico,135,35,170,79.41
Carde123,Skoggangr,132,73,205,64.39
luke,EightFours,130,59,189,68.78
HayriX,Skoggangr,128,69,197,64.97
Samir18eme,EightFours,116,52,168,69.05
Crovi,Panico,115,32,147,78.23
Opti,Skoggangr,113,50,163,69.33
vecchia22cm,Panico,111,32,143,77.62
EthiopianRuler,EightFours,111,54,165,67.27
Tavici,Skoggangr,110,50,160,68.75
Sziahogyvagy,Skoggangr,109,58,167,65.27
PabloTEscobar,Skoggangr,109,302,411,26.52
Minazuki,Panico,104,34,138,75.36
Ektomorph,EightFours,104,44,148,70.27
Turbo1,Panico,104,47,151,68.87
AhmedGad,Skoggangr,103,51,154,66.88
Arcadiuus,Skoggangr,103,56,159,64.78
Versik,Papaoutai,100,60,160,62.5
InTheShadows,EightFours,99,41,140,70.71
Vanillie,Skoggangr,99,49,148,66.89
NICKPAN,Clean Kill,99,103,202,49.01
ELCHY,A SKILL ISSUE,99,162,261,37.93
Me0,A SKILL ISSUE,98,57,155,63.23
SarettaMcQueen,Panico,97,25,122,79.51
suzuya,Papaoutai,97,65,162,59.88
Yix,Skoggangr,97,161,258,37.6
Trolloid,Panico,96,28,124,77.42
Frifri,Skoggangr,96,40,136,70.59
REYMaldito,EightFours,95,47,142,66.9
Salley,Skoggangr,95,48,143,66.43
Zouzetta,EightFours,95,49,144,65.97
FUCKBIDEN,Right Side,94,41,135,69.63
Limorrrrre,Panico,93,23,116,80.17
TonyeSousou,Panico,92,33,125,73.6
cake100p,Skoggangr,92,34,126,73.02
LordMoist,Skoggangr,92,37,129,71.32
Yuuuki,Skoggangr,92,43,135,68.15
milfhunter026,Skoggangr,92,54,146,63.01
Marikuss,Ridniy Kray,92,69,161,57.14
Soegaard1,Skoggangr,91,49,140,65.0
MaeKikas,Skoggangr,91,70,161,56.52
Fenerbache,EightFours,90,41,131,68.7
HURTLOKER,Skoggangr,90,43,133,67.67
DoraEsploradora,Skoggangr,90,51,141,63.83
Tizanita,Skoggangr,88,32,120,73.33
Vandam,kfir,88,89,177,49.72
Narkiel,Panico,87,24,111,78.38
Sufit308,Skoggangr,87,35,122,71.31
zigk,Skoggangr,87,42,129,67.44
xAlee,Skoggangr,87,50,137,63.5
di9yy,Right Side,86,31,117,73.5
Caalax,Panico,86,32,118,72.88
mawcoo,Skoggangr,86,39,125,68.8
BootyESCOBAR,EightFours,86,41,127,67.72
AirCatcher,Right Side,85,34,119,71.43
DJALILfbx,EightFours,85,36,121,70.25
Favn1r,G2U,85,113,198,42.93
xaannder,Skoggangr,84,33,117,71.79
King1slayer,Skoggangr,84,43,127,66.14
Grur,A SKILL ISSUE,84,55,139,60.43
Quater,EightFours,83,35,118,70.34
DonPythonLorde,EightFours,83,36,119,69.75
Koffu,Panico,83,62,145,57.24
lancilrotto,Panico,82,19,101,81.19
Gibuz,Skoggangr,82,36,118,69.49
R4msess,Right Side,82,36,118,69.49
Absencious,Skoggangr,82,44,126,65.08
Mikrocipek,Skoggangr,82,52,134,61.19
JOMA,M3R Company,82,63,145,56.55
Radahnn,Clean Kill,82,83,165,49.7
Helledan,Panico,81,30,111,72.97
PomnishYlubky,Right Side,81,34,115,70.43
Ecc0,A SKILL ISSUE,81,49,130,62.31
Spheracul,DELETED,81,57,138,58.7
effe7,Panico,80,23,103,77.67
rappppp,Skoggangr,80,25,105,76.19
KIHaveNoDream,EightFours,80,36,116,68.97
ilnegroo,Skoggangr,80,48,128,62.5
THEYAKUZI,kfir,80,50,130,61.54
xTheRealOwlx,Clean Kill,80,93,173,46.24
PastelDream,EightFours,79,41,120,65.83
Harald1901,Ridniy Kray,79,55,134,58.96
Exaz,Skoggangr,78,27,105,74.29
Kevka1,Skoggangr,78,28,106,73.58
XenonReaper,Skoggangr,78,29,107,72.9
3Phos,Skoggangr,78,37,115,67.83
Azbeen,EightFours,78,37,115,67.83
Milizie,Panico,77,28,105,73.33
simplecube,Right Side,77,31,108,71.3
bitchez,Skoggangr,77,33,110,70.0
Potato1485,Skoggangr,77,37,114,67.54
DrKhols,Ridniy Kray,77,40,117,65.81
i3z,Skoggangr,77,42,119,64.71
Hammilton,Ridniy Kray,77,45,122,63.11
Ocash,M3R Company,77,65,142,54.23
F4rkin,A SKILL ISSUE,77,107,184,41.85
Zufi,EQMS,77,181,258,29.84
Bettroot,ANY FIGHT,77,218,295,26.1
Dororo,Skoggangr,76,29,105,72.38
Judger,Skoggangr,76,50,126,60.32
s2sdelisi123,Pink Monkeys,76,51,127,59.84
benzobag,Papaoutai,76,53,129,58.91
Donzik,Right Side,75,21,96,78.12
Bragon,Right Side,75,27,102,73.53
SpermoPijca,Skoggangr,75,49,124,60.48
XaltoR,Clean Kill,75,84,159,47.17
Daydraco,Clean Kill,75,102,177,42.37
Insuron,Squirtle Squad,75,180,255,29.41
Simul,Right Side,74,21,95,77.89
Zacorgi,Papaoutai,74,52,126,58.73
Zoldrux,Skoggangr,74,88,162,45.68
Nuryatie,Skoggangr,73,34,107,68.22
ati361,Judge,73,69,142,51.41
Spunky,Clean Kill,73,72,145,50.34
Ztris,Panico,72,22,94,76.6
Emmebii,Panico,72,26,98,73.47
denisovith,Skoggangr,72,33,105,68.57
RuinedEnzo,Panico,72,34,106,67.92
R1zerman,Skoggangr,72,35,107,67.29
TiredDemo,Skoggangr,72,36,108,66.67
yuneda,Skoggangr,72,39,111,64.86
Goldenhexx,EightFours,72,40,112,64.29
Kolanii,Ridniy Kray,72,44,116,62.07
ASIA,Ridniy Kray,72,48,120,60.0
oguz,Treasure Hunt,72,58,130,55.38
Mamaxi,G2U,72,70,142,50.7
VOODPLegenda,G2U,72,87,159,45.28
SonnyBee,Contingent,72,95,167,43.11
Wiszi8,Contingent,72,152,224,32.14
Yvex,EightFours,71,23,94,75.53
Gaidor,EightFours,71,26,97,73.2
Claythorpe,Skoggangr,71,33,104,68.27
KazenHoax,EightFours,71,34,105,67.62
AIIMight,Skoggangr,70,20,90,77.78
HaKa2,Panico,70,24,94,74.47
BoneL,EightFours,70,31,101,69.31
BananaFlour,Skoggangr,70,37,107,65.42
RonelMia,Ridniy Kray,70,39,109,64.22
WikSmith,A SKILL ISSUE,70,42,112,62.5
OMAR789,Skoggangr,70,48,118,59.32
Erims,kfir,70,50,120,58.33
Wasterose,Judge,70,68,138,50.72
KingHEGAZE,Panico,69,28,97,71.13
Xennor,Skoggangr,69,29,98,70.41
DerKoche,EightFours,69,32,101,68.32
SinkShifter,Right Side,69,33,102,67.65
Josephineisback,EightFours,69,34,103,66.99
DvR,Skoggangr,69,39,108,63.89
magunay,Pink Monkeys,69,46,115,60.0
pepega3,Contingent,69,82,151,45.7
Stermi,Panico,68,20,88,77.27
CantStopMe,A SKILL ISSUE,68,32,100,68.0
Zennor,Skoggangr,68,34,102,66.67
Beastgera,Skoggangr,68,43,111,61.26
SK23,kfir,68,46,114,59.65
NoseCandy,Treasure Hunt,68,69,137,49.64
z3n,G2U,68,69,137,49.64
WeedUA,Ridniy Kray,68,71,139,48.92
Kamrit,G2U,68,80,148,45.95
Osen2kk,Panico,67,17,84,79.76
Kakaan,Skoggangr,67,23,90,74.44
JulciaUwU,Skoggangr,67,33,100,67.0
Colakitty,kfir,67,38,105,63.81
omeriko1,kfir,67,40,107,62.62
PaladynStaszek,Skoggangr,67,46,113,59.29
meduzonzi,Pink Monkeys,67,51,118,56.78
HeavyGOATED,Judge,67,58,125,53.6
Lemming,EQMS,67,73,140,47.86
AxlBlaze,Contingent,67,92,159,42.14
ImTobby,Squirtle Squad,67,164,231,29.0
Trinx,EightFours,66,24,90,73.33
Nunzioter,Panico,66,28,94,70.21
NaVeS,Skoggangr,66,33,99,66.67
Satanyan,Skoggangr,66,35,101,65.35
Crocker,Skoggangr,66,36,102,64.71
Bravoxes,Skoggangr,66,38,104,63.46
OverRatedTrash,Pink Monkeys,66,41,107,61.68
Kiyoo,Pink Monkeys,66,42,108,61.11
RafalTheLeader,Skoggangr,66,45,111,59.46
ErLiiK,A SKILL ISSUE,66,55,121,54.55
Banderowets,G2U,66,61,127,51.97
Iguro,Judge,66,70,136,48.53
Metal,Panico,65,20,85,76.47
Groseille,Skoggangr,65,26,91,71.43
hmzv,Skoggangr,65,30,95,68.42
GOONYAHTA,Right Side,65,31,96,67.71
Luciole,Skoggangr,65,31,96,67.71
NeRouNg,Papaoutai,65,34,99,65.66
TxS00,Pink Monkeys,65,39,104,62.5
AsikCafer,EightFours,65,40,105,61.9
CasualMrB,Clean Kill,65,63,128,50.78
Darkisitor,Contingent,65,82,147,44.22
AinzSama,Contingent,65,92,157,41.4
SBURRACUDA,Panico,64,19,83,77.11
Nikitozzzzik,Ridniy Kray,64,22,86,74.42
EatMYDuck,EightFours,64,28,92,69.57
SiQeria,Pink Monkeys,64,32,96,66.67
ROman23z23,Papaoutai,64,33,97,65.98
nutmoller,A SKILL ISSUE,64,39,103,62.14
Strekkyuuu,Panico,64,41,105,60.95
69MUCCA69,A SKILL ISSUE,64,46,110,58.18
OnnO,A SKILL ISSUE,64,47,111,57.66
Romiracleee,Papaoutai,64,48,112,57.14
Vazkleyx,M3R Company,64,53,117,54.7
Bomba13,A SKILL ISSUE,64,55,119,53.78
Glaciers,Clean Kill,64,59,123,52.03
Veilwalker,Clean Kill,64,80,144,44.44
OstadPapa,Squirtle Squad,64,157,221,28.96
willhurt,Panico,63,18,81,77.78
Barti3o,Skoggangr,63,27,90,70.0
Satrovar,Right Side,63,28,91,69.23
NurgleEnjoyer,EightFours,63,32,95,66.32
RandomRice,Skoggangr,63,38,101,62.38
baklajankek,Papaoutai,63,40,103,61.17
QUEFRO,A SKILL ISSUE,63,56,119,52.94
Repols,M3R Company,63,56,119,52.94
Aeliin,Squirtle Squad,63,143,206,30.58
simmygoat,Panico,62,21,83,74.7
Palkanov,Ridniy Kray,62,23,85,72.94
drito,Skoggangr,62,39,101,61.39
CaoNiMaDeBiaoZi,kfir,62,40,102,60.78
MBDpyc,Papaoutai,62,42,104,59.62
MsEmi,G2U,62,48,110,56.36
OverCatr,Papaoutai,62,55,117,52.99
EpicSK,Une Tradi SVP,62,61,123,50.41
JLobbi,G2U,62,68,130,47.69
Sonnino,kfir,62,68,130,47.69
Jinyou,Clean Kill,62,76,138,44.93
Anky,Marauder s,62,79,141,43.97
Jorik79,G2U,62,82,144,43.06
ZyebsQ,Contingent,62,90,152,40.79
AceS,Panico,61,17,78,78.21
MereFowerIta,Panico,61,22,83,73.49
Fazit,Ridniy Kray,61,23,84,72.62
Sas1f,Skoggangr,61,25,86,70.93
Wynn,Skoggangr,61,26,87,70.11
xZenitsu,Skoggangr,61,26,87,70.11
Tesias,EightFours,61,29,90,67.78
W3bber,Right Side,61,34,95,64.21
Snak,M3R Company,61,42,103,59.22
TFD,kfir,61,45,106,57.55
Methxican,Treasure Hunt,61,51,112,54.46
leav,Heralds of Valhalla,61,61,122,50.0
Smacias,M3R Company,61,65,126,48.41
Averon,Contingent,61,71,132,46.21
PRIMZITO,Contingent,61,79,140,43.57
KaiTylenn,Skoggangr,61,89,150,40.67
The1AstZzzzz,Skoggangr,60,19,79,75.95
Apsum,EightFours,60,24,84,71.43
MadManiak,EightFours,60,24,84,71.43
iFsN,Ridniy Kray,60,26,86,69.77
Eryce219,EightFours,60,28,88,68.18
Marcosias,Pink Monkeys,60,29,89,67.42
IvanGovnov,EightFours,60,30,90,66.67
KingOkar,Papaoutai,60,34,94,63.83
TroLLiG,Pink Monkeys,60,34,94,63.83
Rts1,EightFours,60,35,95,63.16
Odelinda,Pink Monkeys,60,48,108,55.56
ACTPOHA8T,Inquisitors,60,52,112,53.57
Tohevich,G2U,60,72,132,45.45
xXPashaXx,G2U,60,72,132,45.45
Akaory,Contingent,60,78,138,43.48
OnePunchMan,Papaoutai,60,108,168,35.71
Stewar,Judge,60,112,172,34.88
ZiaDDaiZ,Skoggangr,59,21,80,73.75
Jaizor,EightFours,59,24,83,71.08
XapKiB,Ridniy Kray,59,26,85,69.41
KoshiSamba,EightFours,59,27,86,68.6
Ridox01,Skoggangr,59,28,87,67.82
Rentner,Skoggangr,59,29,88,67.05
Barlokerino,EightFours,59,30,89,66.29
Ramodex,kfir,59,30,89,66.29
DarBro,Skoggangr,59,31,90,65.56
Ahuici,Skoggangr,59,33,92,64.13
KrulJulian,Skoggangr,59,33,92,64.13
AFIFONBLIHUT,Panico,59,35,94,62.77
Viliune,Skoggangr,59,35,94,62.77
MystProd,Skoggangr,59,36,95,62.11
Toushiro3,Pink Monkeys,59,44,103,57.28
twentu,Heralds of Valhalla,59,49,108,54.63
Mrazish88,Papaoutai,59,52,111,53.15
FleteMachine,Heralds of Valhalla,59,56,115,51.3
Kanzarr,Contingent,59,71,130,45.38
darklord911,EQMS,59,82,141,41.84
AltF4wr,EQMS,59,86,145,40.69
AndruiLL,Skoggangr,58,15,73,79.45
HermitShogun,EightFours,58,17,75,77.33
meduzzi,Right Side,58,17,75,77.33
Lorekiki,Panico,58,23,81,71.6
Bali,Skoggangr,58,26,84,69.05
Dewxo,Skoggangr,58,30,88,65.91
lNoelia,Skoggangr,58,31,89,65.17
Siniak,Skoggangr,58,37,95,61.05
Fischi,kfir,58,40,98,59.18
Snap4You,G2U,58,41,99,58.59
MoreThanWhite,Judge,58,49,107,54.21
lopa252,Inquisitors,58,51,109,53.21
Wilifrisquis,Inquisitors,58,59,117,49.57
APOH,G2U,58,72,130,44.62
LordGrimm0,Woof Woof,58,99,157,36.94
rofia,EQMS,58,101,159,36.48
DairyMilk,Squirtle Squad,58,138,196,29.59
miniyoye,Squirtle Squad,58,146,204,28.43
froma,Panico,57,20,77,74.03
bimbooom,Right Side,57,21,78,73.08
Kru,Skoggangr,57,30,87,65.52
Phoenit,A SKILL ISSUE,57,31,88,64.77
jeff21weedman,Skoggangr,57,33,90,63.33
Krypton,Skoggangr,57,40,97,58.76
Toomees,Papaoutai,57,40,97,58.76
Gaf,Papaoutai,57,41,98,58.16
SFA19,Skoggangr,57,44,101,56.44
1Bojji,Heralds of Valhalla,57,48,105,54.29
dontkillmeingame,Judge,57,51,108,52.78
Woolite,Contingent,57,67,124,45.97
Arkancya,Clean Kill,57,69,126,45.24
LiGhTo7,G2U,57,74,131,43.51
RaidSer,Inquisitors,57,76,133,42.86
PadreXIbuki,Overpowering,57,92,149,38.26
AmberInDisguise,Skoggangr,56,22,78,71.79
OGruzik,Right Side,56,24,80,70.0
4r3n,Right Side,56,25,81,69.14
Prosik,kfir,56,30,86,65.12
TheJungle,Skoggangr,56,32,88,63.64
STIPA,A SKILL ISSUE,56,34,90,62.22
TrashTalk22,Skoggangr,56,34,90,62.22
kim,EightFours,56,38,94,59.57
OmArCaBo,Skoggangr,56,39,95,58.95
kindest,Papaoutai,56,52,108,51.85
EsaLOL,Contingent,56,55,111,50.45
Maleficentx3,JOURNEY TOGETHER,56,60,116,48.28
PiLiGRiM,G2U,56,62,118,47.46
TunzOPhun,Clean Kill,56,64,120,46.67
DEKKI,Judge,56,66,122,45.9
Arturkiray,Skoggangr,56,78,134,41.79
berdaniusDENEME,Woof Woof,56,94,150,37.33
Fanifox,Squirtle Squad,56,136,192,29.17
DoubleVB,Squirtle Squad,56,142,198,28.28
r4ms3s23,Panico,55,18,73,75.34
GakuLaLegende,EightFours,55,21,76,72.37
Tubs02,EightFours,55,27,82,67.07
v1mex,Papaoutai,55,33,88,62.5
Shiver,M3R Company,55,34,89,61.8
T1000,Ridniy Kray,55,43,98,56.12
Emo,Une Tradi SVP,55,47,102,53.92
FightPussy,G2U,55,57,112,49.11
WannaBeFree,G2U,55,57,112,49.11
Kelouuu,Clean Kill,55,60,115,47.83
Dorotaaa,EQMS,55,75,130,42.31
Nethendil,Skoggangr,55,78,133,41.35
Duh0609,G2U,55,91,146,37.67
Zakiota,Skoggangr,55,105,160,34.38
Sladest,Squirtle Squad,55,127,182,30.22
Estiqatsi,Panico,54,16,70,77.14
Zeel,Panico,54,17,71,76.06
FrenkNA,Panico,54,19,73,73.97
HenryMagic,EightFours,54,19,73,73.97
miniGobbo,Skoggangr,54,19,73,73.97
megastalker,Right Side,54,20,74,72.97
FeJIdSHeP,Right Side,54,25,79,68.35
Pawel,Skoggangr,54,25,79,68.35
Melirk,Skoggangr,54,26,80,67.5
nasarena,Skoggangr,54,26,80,67.5
xXBrimosaurusXx,A SKILL ISSUE,54,35,89,60.67
Eragon,Pink Monkeys,54,37,91,59.34
Unikk,G2U,54,37,91,59.34
Linkoo,Skoggangr,54,39,93,58.06
boosterst1,Inquisitors,54,55,109,49.54
chikit,G2U,54,61,115,46.96
AltF4ntom,KillJoys,54,63,117,46.15
NoireSoeur,ANY FIGHT,54,72,126,42.86
notabot22,Contingent,54,72,126,42.86
Seife,Contingent,54,73,127,42.52
Hustek,Contingent,54,96,150,36.0
KingTrixel,Woof Woof,54,113,167,32.34
silencewitherr,A SKILL ISSUE,53,18,71,74.65
MiamLeQ,Skoggangr,53,24,77,68.83
bebo78,Skoggangr,53,26,79,67.09
Mitirs,Quinto Imperio,53,28,81,65.43
RubrumIoculator,Ridniy Kray,53,28,81,65.43
Royaizen,Pink Monkeys,53,29,82,64.63
TinchoSeven,Skoggangr,53,33,86,61.63
Dubysa,kfir,53,35,88,60.23
FuzzyGucci,Skoggangr,53,37,90,58.89
Kriszti321,Treasure Hunt,53,38,91,58.24
AboMwda,Heralds of Valhalla,53,44,97,54.64
Bucephal,Heralds of Valhalla,53,49,102,51.96
Cull,Clean Kill,53,51,104,50.96
picano,Inquisitors,53,51,104,50.96
den4ik1012,G2U,53,52,105,50.48
Exorc1st,Inquisitors,53,54,107,49.53
Equort,G2U,53,55,108,49.07
Hammercreator,JOURNEY TOGETHER,53,55,108,49.07
MeiiMeii,Contingent,53,55,108,49.07
SaraNetanyahu,EQMS,53,55,108,49.07
Morgiana,EQMS,53,68,121,43.8
SysAdmin,G2U,53,73,126,42.06
Rapidz,EQMS,53,78,131,40.46
Yunuz,Stoic,53,104,157,33.76
StermUwU,Panico,52,10,62,83.87
Nive,Panico,52,16,68,76.47
Vanille,EightFours,52,18,70,74.29
Alima,Ridniy Kray,52,20,72,72.22
DirtyDuck,Skoggangr,52,20,72,72.22
ATOM1CX,EightFours,52,23,75,69.33
Recax,Skoggangr,52,25,77,67.53
MuthuxGang,EightFours,52,26,78,66.67
Tarnished,A SKILL ISSUE,52,32,84,61.9
ElinaMvP,Skoggangr,52,36,88,59.09
nexq,EightFours,52,46,98,53.06
Yule,JOURNEY TOGETHER,52,52,104,50.0
BlGPHARMA,Contingent,52,54,106,49.06
SUP010,kfir,52,56,108,48.15
ohmybad,Contingent,52,58,110,47.27
Antoniov,kfir,52,59,111,46.85
lukylevrai,ANY FIGHT,52,62,114,45.61
Sasha940,G2U,52,66,118,44.07
Malicious,EQMS,52,68,120,43.33
Marjas,Contingent,52,90,142,36.62
FrasanaEU,EQMS,52,150,202,25.74
Elintorian,Skoggangr,51,18,69,73.91
Sok0l,Skoggangr,51,22,73,69.86
DemonTwo,Skoggangr,51,23,74,68.92
ANNODAMACROP,Skoggangr,51,24,75,68.0
LegendaryYehia,Skoggangr,51,26,77,66.23
x18x130,Right Side,51,32,83,61.45
Arrogance,Heralds of Valhalla,51,34,85,60.0
VIVERNO228,Papaoutai,51,34,85,60.0
Fappuccino,Clean Kill,51,38,89,57.3
Icemamba,Skoggangr,51,45,96,53.12
Rolier,Inquisitors,51,45,96,53.12
Belmonmad,M3R Company,51,46,97,52.58
Xcapellost4r,Judge,51,47,98,52.04
Woznyakoo,Judge,51,49,100,51.0
DrostFildo,Inquisitors,51,52,103,49.51
Gostin,KillJoys,51,61,112,45.54
Za3im,Pink Monkeys,51,62,113,45.13
AloneHunterr,IM O R D O RI,51,64,115,44.35
Kityyyy,Clean Kill,51,77,128,39.84
Imba3,Contingent,51,79,130,39.23
Maff4444,Woof Woof,51,103,154,33.12
Danjala,Skoggangr,51,110,161,31.68
Balmyar,Skoggangr,50,18,68,73.53
ilikecheese,Skoggangr,50,24,74,67.57
krabik9,Ridniy Kray,50,25,75,66.67
52ETO1WTOROY52,Right Side,50,29,79,63.29
Ramlinz,Treasure Hunt,50,30,80,62.5
Vasenka,Papaoutai,50,34,84,59.52
Lentaks,Inquisitors,50,40,90,55.56
Branster,Skoggangr,50,41,91,54.95
Grouten,EightFours,50,50,100,50.0
GoYoplait,Une Tradi SVP,50,53,103,48.54
SirLagsALott,Contingent,50,60,110,45.45
Wobalmir,EQMS,50,63,113,44.25
HakuKomatsu,IM O R D O RI,50,67,117,42.74
Voron200929,IM O R D O RI,50,72,122,40.98
XerXesJESUS,Woof Woof,50,74,124,40.32
Kapayapaan,G2U,50,77,127,39.37
Schiz0phrenia,Skoggangr,49,16,65,75.38
Transp0rter,Right Side,49,16,65,75.38
Cyxro,EightFours,49,22,71,69.01
KOksikk,A SKILL ISSUE,49,22,71,69.01
Adamator45,Skoggangr,49,24,73,67.12
Fozen,Skoggangr,49,25,74,66.22
KINGIIIK,Skoggangr,49,25,74,66.22
mike98123,Skoggangr,49,25,74,66.22
LuckyLuSi,EightFours,49,26,75,65.33
BackToLRQ,Papaoutai,49,27,76,64.47
ZEROKARD,EightFours,49,27,76,64.47
Shad3m,Skoggangr,49,28,77,63.64
Desteno,Pink Monkeys,49,32,81,60.49
Palgunolag1,M3R Company,49,33,82,59.76
Bodzo,Skoggangr,49,35,84,58.33
Kyros,Une Tradi SVP,49,48,97,50.52
zennazlatan,ANY FIGHT,49,53,102,48.04
Arcades,Clean Kill,49,56,105,46.67
Mogosu,EQMS,49,62,111,44.14
Takko,Contingent,49,68,117,41.88
HEALME,Clean Kill,49,74,123,39.84
LadyChucky,EQMS,49,278,327,14.98
Davide17,Panico,48,12,60,80.0
MumadonaxD,Quinto Imperio,48,18,66,72.73
Kani,EightFours,48,22,70,68.57
AmentKali,Quinto Imperio,48,24,72,66.67
Sammykiller,Skoggangr,48,25,73,65.75
Diglett,Skoggangr,48,29,77,62.34
NekoJulia1,EightFours,48,29,77,62.34
PyoteR,Skoggangr,48,29,77,62.34
Sigmert,Skoggangr,48,30,78,61.54
JAGUAR,Grey Knights,48,32,80,60.0
Vaniliy,G2U,48,39,87,55.17
stang,G2U,48,41,89,53.93
Dolaa,EightFours,48,43,91,52.75
CriminalStyle,G2U,48,46,94,51.06
Bajonix,Judge,48,49,97,49.48
Armageddon1245,KillJoys,48,53,101,47.52
LuckyPanda,JOURNEY TOGETHER,48,53,101,47.52
HassanSabbah,Judge,48,54,102,47.06
fort103,G2U,48,56,104,46.15
Dianabolic,EQMS,48,58,106,45.28
PolarisN,Contingent,48,59,107,44.86
Robbie59,Contingent,48,63,111,43.24
Sassu,Clean Kill,48,67,115,41.74
ZHROLYK,G2U,48,71,119,40.34
asocq,IM O R D O RI,48,71,119,40.34
1OIITiMicT1,Pleasure lair,48,73,121,39.67
Dacius,EQMS,48,107,155,30.97
Mihail6,Right Side,47,17,64,73.44
Reginald,EightFours,47,17,64,73.44
LookThisHook,Panico,47,19,66,71.21
Phackju,EightFours,47,19,66,71.21
top1fastestgrune,A SKILL ISSUE,47,21,68,69.12
LeiMiNA,A SKILL ISSUE,47,22,69,68.12
Lacnius,Skoggangr,47,23,70,67.14
SashaPRO,Ridniy Kray,47,25,72,65.28
Yuii,Skoggangr,47,26,73,64.38
Dxkills,EightFours,47,27,74,63.51
Kutasfiut,EightFours,47,28,75,62.67
TP77,Quinto Imperio,47,28,75,62.67
NumeroUnoo,Pink Monkeys,47,31,78,60.26
CouinCouin,Clean Kill,47,33,80,58.75
FrozenInTime,A SKILL ISSUE,47,33,80,58.75
fengxingzhe,Heralds of Valhalla,47,34,81,58.02
Xicval,Skoggangr,47,41,88,53.41
Paniacs,VINICIIII,47,58,105,44.76
Jerun,G2U,47,59,106,44.34
Malouekos,Sevran,47,60,107,43.93
Herosfunky,Sevran,47,64,111,42.34
KruemelMyMonster,EQMS,47,65,112,41.96
NovichokN,G2U,47,66,113,41.59
Nyaka,Heralds of Valhalla,47,67,114,41.23
40yoVirgin,VINICIIII,47,80,127,37.01
Th3Enigma,Skoggangr,46,16,62,74.19
DuxEquinox,Quinto Imperio,46,17,63,73.02
GrumpyDwarf,Skoggangr,46,18,64,71.88
MaoMao,Right Side,46,18,64,71.88
ClouZzer,Skoggangr,46,19,65,70.77
Migretas,Quinto Imperio,46,23,69,66.67
Rikinxd,Quinto Imperio,46,23,69,66.67
Ildrahir,EightFours,46,28,74,62.16
3Tokyo,Skoggangr,46,29,75,61.33
Rengod,Pink Monkeys,46,32,78,58.97
ORIONAAM,Judge,46,34,80,57.5
MikkyMorphine,Papaoutai,46,35,81,56.79
Ecchi,JOURNEY TOGETHER,46,40,86,53.49
KreskoGOD,Heralds of Valhalla,46,44,90,51.11
Txumari32,Inquisitors,46,46,92,50.0
P1x,KillJoys,46,55,101,45.54
MrGuss,G2U,46,56,102,45.1
1bebelino,EQMS,46,58,104,44.23
GAAAAAAAAAAAA,Marauder s,46,69,115,40.0
AFIFONBLIHUT,kfir,46,70,116,39.66
Linquar,Woof Woof,46,85,131,35.11
Kaaya,Squirtle Squad,46,113,159,28.93
5o5al,Woof Woof,46,114,160,28.75
Lenuma,Squirtle Squad,46,131,177,25.99
frag,Evil All on Black,46,177,223,20.63
EntityFramework,No Sex With Ex,46,188,234,19.66
Resonat,Right Side,45,10,55,81.82
Kritooo,Skoggangr,45,14,59,76.27
Fcarnae,Skoggangr,45,15,60,75.0
CrazyLusitano,Quinto Imperio,45,16,61,73.77
Ikkiri,Right Side,45,17,62,72.58
bigboytoy,EightFours,45,19,64,70.31
BURbon,Right Side,45,20,65,69.23
SwaggyMcNugget,Skoggangr,45,23,68,66.18
TH4SER,EightFours,45,23,68,66.18
Moathy,Skoggangr,45,26,71,63.38
Mommy,EightFours,45,26,71,63.38
MOONKNIGHT,Papaoutai,45,27,72,62.5
Sloran,Quinto Imperio,45,28,73,61.64
jetty,EightFours,45,28,73,61.64
Buuck,Skoggangr,45,32,77,58.44
Handsome,Skoggangr,45,32,77,58.44
Inspectorasatur,ANNEXIA,45,32,77,58.44
Sunofureku,JOURNEY TOGETHER,45,34,79,56.96
GreenMyke,Clean Kill,45,40,85,52.94
Sunbeamm,Heralds of Valhalla,45,41,86,52.33
Chaloum,Contingent,45,44,89,50.56
xPkH,Clean Kill,45,46,91,49.45
LForward,Clean Kill,45,62,107,42.06
Bramb1e,R I V A L,45,65,110,40.91
CULBECTP,IM O R D O RI,45,68,113,39.82
FrioPico,Contingent,45,79,124,36.29
Uranis,Humble,45,98,143,31.47
feni1ks,Right Side,44,15,59,74.58
Bl00dFather,Right Side,44,16,60,73.33
VascoDaGrama,Quinto Imperio,44,16,60,73.33
Rodrigue24,Skoggangr,44,19,63,69.84
JulSeazar,EightFours,44,20,64,68.75
NuniFTGR,Quinto Imperio,44,20,64,68.75
Montik,Ridniy Kray,44,21,65,67.69
MasterOfRollsZ,Panico,44,23,67,65.67
Kherby,Pink Monkeys,44,24,68,64.71
Lastlegion,Skoggangr,44,24,68,64.71
Pax,EightFours,44,24,68,64.71
PIpka,G2U,44,25,69,63.77
BTWpsychopath,Papaoutai,44,27,71,61.97
Devil1g,Skoggangr,44,27,71,61.97
DrExitus,Pink Monkeys,44,28,72,61.11
Pontife,EightFours,44,28,72,61.11
YETO,Judge,44,32,76,57.89
ChampionOfAfrica,kfir,44,33,77,57.14
BWunw,The Unexpected,44,34,78,56.41
Tarolan,ANNEXIA,44,34,78,56.41
Tirana,Skoggangr,44,36,80,55.0
