Player,Guild,Wins,Losses,Total,Winrate_%
MartimLopes,Contingent,20,16,36,55.56
PALAA,NIGIDI NAGO,20,16,36,55.56
PieGuy,B A N G,20,16,36,55.56
RAJJER,S I X,20,16,36,55.56
Szopik,Woof Woof,20,16,36,55.56
Zisgor,Road to Exile,20,16,36,55.56
iCakeYou,The Jackals,20,16,36,55.56
SoulSavior,Right Side,20,17,37,54.05
farskitsune,S I X,20,17,37,54.05
hacer,Heralds of Valhalla,20,17,37,54.05
Atlasboi,S I X,20,18,38,52.63
Bq34,cocorrico,20,18,38,52.63
CaptainCrok,Full Push,20,18,38,52.63
Coosmo1,Scourge of GOD,20,18,38,52.63
Helixz,Full Push,20,18,38,52.63
krecik,Ashbound,20,18,38,52.63
Fenix1987ak,Savants,20,19,39,51.28
Kristallon,Pyramid Scheme,20,19,39,51.28
MugiiGPS,ANY FIGHT,20,19,39,51.28
SiemaTuMazur,Jungle Outlaws,20,19,39,51.28
AsCoTx,JOURNEY TOGETHER,20,20,40,50.0
BYdoktor005,Saggin,20,20,40,50.0
Prats,Panico,20,20,40,50.0
SandraDicked,Woof Woof,20,20,40,50.0
Tokas,Cow field,20,20,40,50.0
AlexHate,Savants,20,21,41,48.78
Yag1zz,s t e p b a c k,20,21,41,48.78
effe7,Panico,20,21,41,48.78
Ciger508,Critical,20,22,42,47.62
Grims52,Pyramid Scheme,20,22,42,47.62
MelkorSilver,S I X,20,22,42,47.62
SYLAS66,BOMBERMAN,20,22,42,47.62
Weserald,Ashbound,20,22,42,47.62
Bokoe,Woof Woof,20,23,43,46.51
Bykad,Instinct,20,23,43,46.51
Diox06,Ascension,20,23,43,46.51
Jeritik,Utopia,20,23,43,46.51
Katchika,Mighty Goat,20,23,43,46.51
ProtoDemon,Purity,20,23,43,46.51
Vengeance83,Polska Gildia,20,23,43,46.51
ZEIZEN,Scourge of GOD,20,23,43,46.51
ByExolty,S A N I T Y,20,24,44,45.45
Vajtek,Skoggangr,20,24,44,45.45
1Nori88,cocorrico,20,25,45,44.44
Eldewhen,Road to Exile,20,25,45,44.44
Maers,K F C,20,25,45,44.44
S7mkin,Woof Woof,20,25,45,44.44
SwaggyMcNugget,Woof Woof,20,25,45,44.44
angel360,S A N I T Y,20,25,45,44.44
nudric1,Woof Woof,20,25,45,44.44
Goethe,UNH0LY,20,26,46,43.48
LOHARATOCHKANET,KillJoys,20,26,46,43.48
MoxaL,Woof Woof,20,26,46,43.48
TheSarigol,Scourge of GOD,20,26,46,43.48
sSsDemonsSs,GORILLAZ,20,26,46,43.48
shenik,Win Order,20,26,46,43.48
BaidenChmo,E H O T,20,27,47,42.55
Desarrapada,Hit and Run,20,27,47,42.55
Ferdihoe,Road to Exile,20,27,47,42.55
Apoz1,Sanctuary,20,28,48,41.67
FREEDALMIAN1,Pyramid Scheme,20,28,48,41.67
JennyRLW,Polska Gildia,20,28,48,41.67
Koffu,Panico,20,28,48,41.67
MrGluk,Polska Gildia,20,28,48,41.67
Shush,Skoggangr,20,28,48,41.67
artistofdeath,Lemon Girls,20,28,48,41.67
Citrom9372,Skoggangr,20,29,49,40.82
Fate,Polska Gildia,20,29,49,40.82
OverTofs,Sanctuary,20,29,49,40.82
Pumpkinprime,Sanctuary,20,29,49,40.82
Fildy,E H O T,20,30,50,40.0
MadaSao,Anima Bellum,20,30,50,40.0
Takko,Squirtle Squad,20,30,50,40.0
ALBALD,EQMS,20,31,51,39.22
ARKsurvs,Utopia,20,31,51,39.22
Arizona5,Pyramid Scheme,20,31,51,39.22
Cawso,Latitante,20,31,51,39.22
Havocato,Anima Bellum,20,31,51,39.22
Headar,Polska Gildia,20,31,51,39.22
L100,Skoggangr,20,31,51,39.22
RUD3R,Dark Shadow,20,31,51,39.22
UmutaPatlat,Bohem,20,31,51,39.22
Zibra,Sanctuary,20,31,51,39.22
i1111,XXX,20,31,51,39.22
scoutyy,Road to Exile,20,31,51,39.22
Frozzbry,Saggin,20,32,52,38.46
KingOfHellCats,Cyber Cats,20,32,52,38.46
Awjo,Tous Ensemble,20,33,53,37.74
JustPinito,A-T-L-A-S,20,33,53,37.74
Tonagy,Anima Bellum,20,33,53,37.74
Ultibabaproxx,Latitante,20,33,53,37.74
Endergum,WarTag UA,20,34,54,37.04
Likey,Squirtle Squad,20,34,54,37.04
N3XOtd,Umbra Venti,20,34,54,37.04
SLAVAFUNK,Latitante,20,34,54,37.04
GicaComba,SHIV,20,35,55,36.36
Rutharia,XXX,20,35,55,36.36
amonit6gv,WarTag UA,20,35,55,36.36
Artema,Hit and Run,20,36,56,35.71
BigDaddyEpic,EQMS,20,36,56,35.71
Rap11d,z o o t r o p o l i s,20,36,56,35.71
qingfeng674,Vongola-Family,20,36,56,35.71
AtYourHead,Woof Woof,20,37,57,35.09
CallMeKarizma,KillJoys,20,37,57,35.09
Sigmo4kq,EQMS,20,37,57,35.09
wellwellwell51,Blaming You,20,37,57,35.09
BUKTOPOBU4,Heralds of Valhalla,20,38,58,34.48
STOM4T,Anatolian Rebels,20,38,58,34.48
Szpako,HeadButt,20,38,58,34.48
T3D,Panico,20,38,58,34.48
drobuto4ka,Pyramid Scheme,20,38,58,34.48
kabanKing,XXX,20,39,59,33.9
Manochka666,Clean Kill,20,40,60,33.33
Taoxa,The Hypersonic,20,40,60,33.33
QuazatesIsTaken,TEAM SUPREMACY,20,41,61,32.79
Clades,Clean Kill,20,42,62,32.26
Metimin,Fuego,20,42,62,32.26
frag,UNH0LY,20,42,62,32.26
Anzu,Squirtle Squad,20,43,63,31.75
Zollkan,Gone For Milk,20,46,66,30.3
AliWater,Latitante,20,47,67,29.85
LeniwySzpieg,Fuego,20,47,67,29.85
enjoymylife,Trop Tard Pour Fuir,20,49,69,28.99
kamilexed,Ascension,20,49,69,28.99
ChestersFool,WarTag UA,20,50,70,28.57
TioAlyrio,Black Sentinels,20,51,71,28.17
Azeuiis,Trop Tard Pour Fuir,20,53,73,27.4
Juzzo,SHIV,20,53,73,27.4
DrEinstein,VINICIIII,20,56,76,26.32
YellowThunder,Latitante,20,56,76,26.32
Mehdi51,Blood And Tears,20,58,78,25.64
ibovankenobi,Latitante,20,62,82,24.39
Druze,Heralds of Valhalla,19,4,23,82.61
Bzykacze,Pyramid Scheme,19,5,24,79.17
DFZXXX,Heralds of Valhalla,19,6,25,76.0
MBDpyc,Papaoutai,19,6,25,76.0
Sjard,Y O I N K,19,6,25,76.0
23wh1te,Contingent,19,7,26,73.08
Kaiserko,Critical,19,7,26,73.08
Raveboylive,Unbound,19,7,26,73.08
Skorm,UK FAMILIA,19,7,26,73.08
Yseraj,Heralds of Valhalla,19,7,26,73.08
Attila,Scourge of GOD,19,8,27,70.37
BarsikMeow,Heralds of Valhalla,19,8,27,70.37
Elkipalkin,S I X,19,8,27,70.37
Legrant,Avoid_Me,19,8,27,70.37
Roxy333,Critical,19,8,27,70.37
Squdward,S I X,19,8,27,70.37
Zeeeeel,Instinct,19,8,27,70.37
kuciukas,LDK-ORDINAS,19,8,27,70.37
stariybob,D3AD 3ND,19,8,27,70.37
Barroso552,SOCIEDADE,19,9,28,67.86
ElIipsesTC,Contingent,19,9,28,67.86
Hohlenok,D3AD 3ND,19,9,28,67.86
Matt09Fr,Critical,19,9,28,67.86
PunisHer69,S I X,19,9,28,67.86
wex,D3AD 3ND,19,9,28,67.86
MisterOrc,Heralds of Valhalla,19,10,29,65.52
Narufire,Instinct,19,10,29,65.52
Shukuren,Purity,19,10,29,65.52
Anyjuan,Road to Exile,19,11,30,63.33
Awapu,Burzyny,19,11,30,63.33
Guilefulwolf,S I X,19,11,30,63.33
Judicator,Heralds of Valhalla,19,11,30,63.33
Punch,B A N G,19,11,30,63.33
RashidPotroshit,Moravian Eagles,19,11,30,63.33
lDivinity,Y O I N K,19,11,30,63.33
ARTERMIs,Squirtle Squad,19,12,31,61.29
Dzeyo,Burzyny,19,12,31,61.29
Shnouky,Critical,19,12,31,61.29
kosa123,Burzyny,19,12,31,61.29
Dogmas,Quinto Imperio,19,13,32,59.38
Egis,Y O I N K,19,13,32,59.38
JokerBRT,S I X,19,13,32,59.38
KoSHAster,KillJoys,19,13,32,59.38
Okinavachi,KillJoys,19,13,32,59.38
PERDOCHELO,Purity,19,13,32,59.38
Renegarducorps,DO NUT,19,13,32,59.38
ZikaTerror,Quinto Imperio,19,13,32,59.38
"2,56E+07",Inquisitors,19,14,33,57.58
Gibuz,Burzyny,19,14,33,57.58
Lechenda,Burzyny,19,14,33,57.58
Lip,NIGIDI NAGO,19,14,33,57.58
MAYK1L,Unbound,19,14,33,57.58
Matiochh,ANY FIGHT,19,14,33,57.58
Morxillita,Critical,19,14,33,57.58
Shukran,Contingent,19,14,33,57.58
Stanck,Mighty Goat,19,14,33,57.58
Tomaka,Y O I N K,19,14,33,57.58
tagloud,Unbound,19,14,33,57.58
Alcohol,E H O T,19,15,34,55.88
Alimenciarz,Woof Woof,19,15,34,55.88
BloodyBM,Scourge of GOD,19,15,34,55.88
H1tMaN,T R I D E N T,19,15,34,55.88
Irredeemable,KillJoys,19,15,34,55.88
JUIFVEREUX,0N A FAIM,19,15,34,55.88
LastGarp,A-T-L-A-S,19,15,34,55.88
ZloyPodsolnuh,S I X,19,15,34,55.88
cephes,A-T-L-A-S,19,15,34,55.88
hpoken,S I X,19,15,34,55.88
Brolavees,Instinct,19,16,35,54.29
Kowzil,Critical,19,16,35,54.29
Lenoxx,Burzyny,19,16,35,54.29
Reshoq,Burzyny,19,16,35,54.29
Smugn,Ridniy Kray,19,16,35,54.29
SoulC4,Purity,19,16,35,54.29
Trudi,Road to Exile,19,16,35,54.29
sampogoloviy,Y O I N K,19,16,35,54.29
Julitos,NIGIDI NAGO,19,17,36,52.78
Punsch,Skoggangr,19,17,36,52.78
MadManiak,Y O I N K,19,18,37,51.35
Relax323,Quinto Imperio,19,18,37,51.35
Ahazuu,S A N I T Y,19,19,38,50.0
LePorcNogai,Woof Woof,19,19,38,50.0
MumadonaxD,Quinto Imperio,19,19,38,50.0
SERCH2424,Utopia,19,19,38,50.0
ankhuleure,Instinct,19,19,38,50.0
Byyyyyy,Utopia,19,20,39,48.72
DefaultPerson,WarTag UA,19,20,39,48.72
Hulrick,Mighty Goat,19,20,39,48.72
KingKito,Road to Exile,19,20,39,48.72
Kisinisi,Squirtle Squad,19,20,39,48.72
Poizzonn,Mighty Goat,19,20,39,48.72
aha51,Woof Woof,19,20,39,48.72
Evenprime,Woof Woof,19,21,40,47.5
Tristian,Woof Woof,19,21,40,47.5
nolody,Purity,19,21,40,47.5
CervantesIV,NIGIDI NAGO,19,22,41,46.34
Dragon9x9,JOURNEY TOGETHER,19,22,41,46.34
Ponzi,Jungle Outlaws,19,22,41,46.34
Xennor,Skoggangr,19,22,41,46.34
moin243,Unbound,19,22,41,46.34
svytoq,Tous Ensemble,19,22,41,46.34
7DrayFus7,Win Order,19,23,42,45.24
ElGrumpy,Y O I N K,19,23,42,45.24
LordLogan1,KillJoys,19,23,42,45.24
Psstcomebaby,0N A FAIM,19,23,42,45.24
TinchoSeven,Skoggangr,19,23,42,45.24
TrueKermit,Antipositive,19,23,42,45.24
youlikethat,Purity,19,23,42,45.24
Ouloulou,Critical,19,24,43,44.19
Razb0yn1k,Utopia,19,24,43,44.19
Spokiii,EQMS,19,24,43,44.19
TeystY,LDK-ORDINAS,19,24,43,44.19
mor7f,Purity,19,24,43,44.19
Baghron,ANY FIGHT,19,25,44,43.18
DarkRage,KillJoys,19,25,44,43.18
HumeV,Road to Exile,19,25,44,43.18
MENIM3N,Saggin,19,25,44,43.18
NoXenial,Lemon Girls,19,25,44,43.18
Offence,Expedition 60,19,25,44,43.18
Ossogo,Saggin,19,25,44,43.18
PolskiBandyta,Pyramid Scheme,19,25,44,43.18
Zaniya44,Pyramid Scheme,19,25,44,43.18
dxniel,Woof Woof,19,25,44,43.18
0ceanMan,Ascension,19,26,45,42.22
Fullhope,cocorrico,19,26,45,42.22
KissMyCarvin,A-T-L-A-S,19,26,45,42.22
NumeroUnoo,T R I D E N T,19,26,45,42.22
ToshisZ,LDK-ORDINAS,19,26,45,42.22
Zixes,Ascension,19,26,45,42.22
sangawy,Squirtle Squad,19,26,45,42.22
0scuro,Hit and Run,19,27,46,41.3
Bogachanttv,Latitante,19,27,46,41.3
Bou,Critical,19,27,46,41.3
Cherro,Antipositive,19,27,46,41.3
Kingofthefrost,s t e p b a c k,19,27,46,41.3
Krachbumadler,JOURNEY TOGETHER,19,27,46,41.3
fort103,T R I D E N T,19,27,46,41.3
HosT52,Antipositive,19,28,47,40.43
Nayraya,Polska Gildia,19,28,47,40.43
Whiskey,PICK ME pls,19,28,47,40.43
meduzzi,Right Side,19,28,47,40.43
sone,Woof Woof,19,28,47,40.43
Arbiiii,ANY FIGHT,19,29,48,39.58
CaptTerry,EQMS,19,29,48,39.58
LuxLulamoon,Ascension,19,29,48,39.58
Mamouth,Skoggangr,19,29,48,39.58
Potato1425,Jungle Outlaws,19,29,48,39.58
Reseese,Saggin,19,29,48,39.58
8Toxic8,XXX,19,30,49,38.78
Bebus99,Black Legion,19,30,49,38.78
PascalLaDalle,Woof Woof,19,30,49,38.78
Rolier,Inquisitors,19,30,49,38.78
Cobr1no,Bohem,19,31,50,38.0
Dragonsvandals,Vongola-Family,19,31,50,38.0
Mazrub,Latitante,19,31,50,38.0
Pro100wnica,Pyramid Scheme,19,31,50,38.0
Tritov,WarTag UA,19,31,50,38.0
gonzlubiwdupe,UNH0LY,19,31,50,38.0
CarbonFrame,SHIV,19,32,51,37.25
P0chemu,Inquisitors,19,32,51,37.25
ninja001,Ascension,19,32,51,37.25
ItachiAhundzade,Scourge of GOD,19,33,52,36.54
TYT,Blaming You,19,33,52,36.54
CheLoVekk,XXX,19,34,53,35.85
Eipok,Moravian Eagles,19,34,53,35.85
Hawk11,UNH0LY,19,34,53,35.85
Kronroyal,EQMS,19,35,54,35.19
ProTurq,BOMBERMAN,19,35,54,35.19
WhitePrincess,XXX,19,36,55,34.55
yunimi,UNH0LY,19,36,55,34.55
heizehn,E L I T E,19,37,56,33.93
otobanmother,Bohem,19,38,57,33.33
yfyhi,Pyramid Scheme,19,38,57,33.33
JLPinpin,Pipootam,19,39,58,32.76
xqkin3,HeadButt,19,40,59,32.2
1806Draco,Services Apres-Wipe,19,42,61,31.15
TeacherHistory,XXX,19,42,61,31.15
300PingEnjoyer,Pyramid Scheme,19,43,62,30.65
FlloZzzl,Revenant Requiem,19,43,62,30.65
wexima,Y O I N K,19,44,63,30.16
Nick,Ascension,19,45,64,29.69
PitorParker,Lemon Girls,19,45,64,29.69
Chellski,Last of the Ratts,19,46,65,29.23
ItsMoon,Clean Kill,19,46,65,29.23
baldrug,UNH0LY,19,47,66,28.79
Fli1zyyyQ,XXX,19,48,67,28.36
MommyAlyssa,Gone For Milk,19,49,68,27.94
Wilink,ANY FIGHT,19,51,70,27.14
LeonX22,BonSaissx,19,52,71,26.76
bbbhaliloglu,DontNeedYou,19,52,71,26.76
Amadorrivas90,BonSaissx,19,54,73,26.03
Shinezz,S I X,19,55,74,25.68
Hassie,The Hypersonic,19,57,76,25.0
Mlbz,LiMing,19,58,77,24.68
Hals,Follow The Crown,19,63,82,23.17
NewMistr,VINICIIII,19,63,82,23.17
Meritakete22,Unbound,19,64,83,22.89
Newerk,Satis Faction,19,67,86,22.09
zhuangzhuangma,EU Federation,19,75,94,20.21
donnettaa,Heralds of Valhalla,18,4,22,81.82
Maestr0musiC,Right Side,18,6,24,75.0
Plowpowa,0N A FAIM,18,6,24,75.0
FatalR,Heralds of Valhalla,18,7,25,72.0
Yasashiku,Skoggangr,18,7,25,72.0
abidiga,Scourge of GOD,18,7,25,72.0
herobrine8460,Cow field,18,7,25,72.0
souls,The Surge,18,7,25,72.0
Comefightme,The Surge,18,9,27,66.67
Diabel,Burzyny,18,9,27,66.67
Jerales,The Surge,18,9,27,66.67
Mateo82612,Heralds of Valhalla,18,9,27,66.67
Napasovich,Purity,18,9,27,66.67
ToLino,Ashbound,18,9,27,66.67
Twinpur,B A N G,18,9,27,66.67
Wiha2,Savants,18,9,27,66.67
sawaa,Purity,18,9,27,66.67
BANZOO,Contingent,18,10,28,64.29
Rasidori,Road to Exile,18,10,28,64.29
Romcekk,Road to Exile,18,10,28,64.29
Topolone,Y O I N K,18,10,28,64.29
Vilereth,S I X,18,10,28,64.29
Fenni4,Papaoutai,18,11,29,62.07
Hitohoshi,Right Side,18,11,29,62.07
JoseLansbateL,S I X,18,11,29,62.07
Jukelemas,Scourge of GOD,18,11,29,62.07
Yoyo6k,Cow field,18,11,29,62.07
krabik9,Ridniy Kray,18,11,29,62.07
rkzy,SOCIEDADE,18,11,29,62.07
Avien,Polska Gildia,18,12,30,60.0
Eneshinkal,Critical,18,12,30,60.0
Lattex,Papaoutai,18,12,30,60.0
Rumi0901,D3AD 3ND,18,12,30,60.0
ShishiSonson61,Contingent,18,12,30,60.0
Shmmonova,Purity,18,12,30,60.0
Amadeussss,Heralds of Valhalla,18,13,31,58.06
BadKarmax,Full Push,18,13,31,58.06
Ericsiituu,S A N I T Y,18,13,31,58.06
G0dEski,Road to Exile,18,13,31,58.06
Hiryur,KnightsOfCamelot,18,13,31,58.06
K1LLU4,SOCIEDADE,18,13,31,58.06
Kingdragonn,Scourge of GOD,18,13,31,58.06
LumideeSwindler,Scourge of GOD,18,13,31,58.06
TAYLERDERDAN,Purity,18,13,31,58.06
TePinchoYMeVoy,Critical,18,13,31,58.06
Vise,Burzyny,18,13,31,58.06
sidodji,Papaoutai,18,13,31,58.06
sotyax,Saggin,18,13,31,58.06
whoifnotmeow,Inquisitors,18,13,31,58.06
AnalneLove,Burzyny,18,14,32,56.25
Bletcherz,Quinto Imperio,18,14,32,56.25
Czamkar,Polska Gildia,18,14,32,56.25
Elibenn,Unbound,18,14,32,56.25
LaMouettaxe,Critical,18,14,32,56.25
ShadowIsland,Syntax,18,14,32,56.25
d0pe,Heralds of Valhalla,18,14,32,56.25
d3qu,z o o t r o p o l i s,18,14,32,56.25
nash2k,Contingent,18,14,32,56.25
teenemies,La Huella,18,14,32,56.25
BaldizAnirtan69,Alpagut TR,18,15,33,54.55
Jaycke,La Huella,18,15,33,54.55
MemoriesBroken,B A N G,18,15,33,54.55
ZlaDei,Road to Exile,18,15,33,54.55
AshesLeonhearin,Panico,18,16,34,52.94
BuuniPyx,Purity,18,16,34,52.94
ClOnEcK,The Jackals,18,16,34,52.94
Dioguin09,SOCIEDADE,18,16,34,52.94
Marko87,z o o t r o p o l i s,18,16,34,52.94
Nastya98,Utopia,18,16,34,52.94
PreatorHerculon,Scourge of GOD,18,16,34,52.94
TyrannyxRM,Inquisitors,18,16,34,52.94
XaXa7,HeadButt,18,16,34,52.94
kakakuri,Critical,18,16,34,52.94
8Ivory,S I X,18,17,35,51.43
Abyu,Heralds of Valhalla,18,17,35,51.43
AntiHealer,Purity,18,17,35,51.43
BanbKTyC,E H O T,18,17,35,51.43
DALU,Black Legion,18,17,35,51.43
Krakeenik2115,Woof Woof,18,17,35,51.43
P0KKAU,Pipootam,18,17,35,51.43
DarBro,Ridniy Kray,18,18,36,50.0
JAMIKADepressed,Heralds of Valhalla,18,18,36,50.0
Paskov,Simia,18,18,36,50.0
RainyDay,Syntax,18,18,36,50.0
Rams912,Savants,18,18,36,50.0
Szo,Jungle Outlaws,18,18,36,50.0
Trumeranta,Papaoutai,18,18,36,50.0
Vyper,Critical,18,18,36,50.0
1OIITiMicT1,Avoid_Me,18,19,37,48.65
JameSins,Scourge of GOD,18,19,37,48.65
Lahuri,B A N G,18,19,37,48.65
Limonjeee,The Jackals,18,19,37,48.65
MellyG,Woof Woof,18,19,37,48.65
Norppa,Unbound,18,19,37,48.65
Szaszari,z o o t r o p o l i s,18,19,37,48.65
TARABAR,WarTag UA,18,19,37,48.65
Tadoran,Simia,18,19,37,48.65
socksniffer1,Scourge of GOD,18,19,37,48.65
NahnaCool,KillJoys,18,20,38,47.37
Traxedar,Umbra Venti,18,20,38,47.37
amateretsu,S A N I T Y,18,20,38,47.37
pepinillo1,S I X,18,20,38,47.37
NightBotan,Revenant Requiem,18,21,39,46.15
RannisFeets,Road to Exile,18,21,39,46.15
ZTHshiki,Right Side,18,21,39,46.15
BOYOmaster007,S I X,18,22,40,45.0
LELOLOVER,Quinto Imperio,18,22,40,45.0
Notkellogius,Squirtle Squad,18,22,40,45.0
PadrinoX,Papaoutai,18,22,40,45.0
Pontife,Full Push,18,22,40,45.0
SINIST3R,Lemon Girls,18,22,40,45.0
Shomikus,Ascension,18,22,40,45.0
WipeEveryone,Cyber Cats,18,22,40,45.0
willhurt,Panico,18,22,40,45.0
Flightpure,ANY FIGHT,18,23,41,43.9
Iotact,Anima Bellum,18,23,41,43.9
ZeCiK,Jungle Outlaws,18,23,41,43.9
clavo,Polska Gildia,18,23,41,43.9
TheTommyGun,I-DEJAVU-I,18,24,42,42.86
xCruzeNx,HeadButt,18,24,42,42.86
Bhaqui,Mighty Goat,18,25,43,41.86
Dawidziorr,Tous Ensemble,18,25,43,41.86
Duzila,UNH0LY,18,25,43,41.86
FonVernaynay,LDK-ORDINAS,18,25,43,41.86
SinOne,Bandits,18,25,43,41.86
BobleGyneco,Pentacle,18,26,44,40.91
Gaver13,K F C,18,26,44,40.91
Goowne,ANY FIGHT,18,26,44,40.91
Proonk,Utopia,18,26,44,40.91
RyeReven,Sanctuary,18,26,44,40.91
Temhoota,A-T-L-A-S,18,26,44,40.91
WhoBober,Utopia,18,26,44,40.91
Askiph,Anima Bellum,18,27,45,40.0
Axmi02,ANY FIGHT,18,27,45,40.0
GotkaMati,z o o t r o p o l i s,18,27,45,40.0
Host435,XXX,18,27,45,40.0
MixvieN,Woof Woof,18,27,45,40.0
Vigaga,S A N I T Y,18,27,45,40.0
canwin,Vongola-Family,18,27,45,40.0
JUNGLEGAP,Contingent,18,28,46,39.13
Kandidat,PICK ME pls,18,28,46,39.13
Skojj,Sanctuary,18,28,46,39.13
audizm,D R A U G R,18,29,47,38.3
flakuuu,Jungle Outlaws,18,29,47,38.3
gigazym,Inquisitors,18,29,47,38.3
Hasanis,K F C,18,30,48,37.5
IrOnYx,Services Apres-Wipe,18,30,48,37.5
Jasmir,EQMS,18,30,48,37.5
LaN0CHE,PICK ME pls,18,30,48,37.5
Leviathan,E H O T,18,30,48,37.5
MILFYIYICI,Anatolian Rebels,18,30,48,37.5
GnudaBolotna,Ridniy Kray,18,31,49,36.73
Lan0t,Utopia,18,31,49,36.73
Lopotapa,Antipositive,18,31,49,36.73
Sgobbe,Black Sentinels,18,31,49,36.73
Hajsek,Jungle Outlaws,18,32,50,36.0
Schmalgauzen,XXX,18,32,50,36.0
Zollkan,ANY FIGHT,18,32,50,36.0
xtyn,Noxus,18,32,50,36.0
yozh1k,K F C,18,32,50,36.0
MrPinGvin0,Sanctuary,18,33,51,35.29
Peleixon,UNH0LY,18,33,51,35.29
toshenko,WarTag UA,18,33,51,35.29
Undeadmancer,s t e p b a c k,18,34,52,34.62
berasa,Umbra Venti,18,34,52,34.62
Silakus,Polska Gildia,18,35,53,33.96
SuPPoRTeR,Latitante,18,35,53,33.96
OneShotBG,EU Federation,18,36,54,33.33
Snowfist,Instinct,18,36,54,33.33
TestAutomation,Blood And Tears,18,37,55,32.73
LIVAI,Pyramid Scheme,18,39,57,31.58
Leobarrios1,Umbra Venti,18,39,57,31.58
sefa,Clean Kill,18,40,58,31.03
Gentama,XXX,18,42,60,30.0
greatreddo,Latitante,18,42,60,30.0
BawLerr,EQMS,18,43,61,29.51
lolekozel,Inquisitors,18,43,61,29.51
Legolay,E L I T E,18,44,62,29.03
1AliceQueen,Fuego,18,46,64,28.12
BabaDerler,BOMBERMAN,18,46,64,28.12
Harv,UNH0LY,18,48,66,27.27
kukysis,Pratele Hranateho Stolu,18,48,66,27.27
Cpamua,Trop Tard Pour Fuir,18,50,68,26.47
KingA7md,VINICIIII,18,50,68,26.47
Porders,Latitante,18,50,68,26.47
Sturmpanzer,WarTag UA,18,50,68,26.47
Izjakob,KnightsOfCamelot,18,51,69,26.09
banduk,The Hypersonic,18,51,69,26.09
xCort,The Hypersonic,18,51,69,26.09
SetterAce,LDK-ORDINAS,18,53,71,25.35
AdriSlipknot,Umbra Venti,18,57,75,24.0
Ayvazar,DontNeedYou,18,62,80,22.5
ShrekXXL,Mure,18,65,83,21.69
RazerCx,Ascension,18,75,93,19.35
Babytalk,R I V A L,18,108,126,14.29
Archibald,Critical,17,4,21,80.95
Dkustore,D3AD 3ND,17,4,21,80.95
Admer,Purity,17,5,22,77.27
Fero,Heralds of Valhalla,17,5,22,77.27
Joksss,S I X,17,5,22,77.27
Seratu,S I X,17,5,22,77.27
Szumacher,Heralds of Valhalla,17,5,22,77.27
karemelpuskevit,Scourge of GOD,17,5,22,77.27
Eezyy,S I X,17,6,23,73.91
Maciaciello,Burzyny,17,6,23,73.91
MatGalus,Scourge of GOD,17,6,23,73.91
OneLoveKiriko,Papaoutai,17,6,23,73.91
Piepsegal,Road to Exile,17,6,23,73.91
miki4,Papaoutai,17,6,23,73.91
AyTuZM,Purity,17,7,24,70.83
Dubz106,Quinto Imperio,17,7,24,70.83
lDDQD,Papaoutai,17,7,24,70.83
Archenus,Burzyny,17,8,25,68.0
Hazyna,Ashbound,17,8,25,68.0
LilaLux,Instinct,17,8,25,68.0
Massonry,S I X,17,8,25,68.0
NotArtem,Purity,17,8,25,68.0
QiaoYifan,Road to Exile,17,8,25,68.0
Shawik,Burzyny,17,8,25,68.0
Solaance,Y O I N K,17,8,25,68.0
FoxiiQueen,Dark Shadow,17,9,26,65.38
NASGULL,DO NUT,17,9,26,65.38
Ramlinz,Y O I N K,17,9,26,65.38
Vengie,Y O I N K,17,9,26,65.38
lnvlcus,E H O T,17,9,26,65.38
5FxMAFIA,Woof Woof,17,10,27,62.96
AveMayumi,Scourge of GOD,17,10,27,62.96
KlaDMeNMuD1lA,S I X,17,10,27,62.96
LordofShadows,Grods,17,10,27,62.96
Nerold,Dark Shadow,17,10,27,62.96
Regaro,Purity,17,10,27,62.96
Ryvetri,Syntax,17,10,27,62.96
Sarow,T R I D E N T,17,10,27,62.96
StxRyl,S I X,17,10,27,62.96
Vanek,Purity,17,10,27,62.96
drak247,Burzyny,17,10,27,62.96
BARIGA,Papaoutai,17,11,28,60.71
DayHrest,Bandits,17,11,28,60.71
Forge,Road to Exile,17,11,28,60.71
ImNam3less,Y O I N K,17,11,28,60.71
KlngLancelot,D3AD 3ND,17,11,28,60.71
NightReaper,0N A FAIM,17,11,28,60.71
NotShane,Critical,17,11,28,60.71
NuclearNadal,Y O I N K,17,11,28,60.71
Pro100mandarinka,S I X,17,11,28,60.71
TragafaldasLaw,Expedition 60,17,11,28,60.71
UNDYINGPRIME,La Huella,17,11,28,60.71
Vigii,S I X,17,11,28,60.71
Zondy,Pyramid Scheme,17,11,28,60.71
convolk,Revenant Requiem,17,11,28,60.71
n1ceday,Purity,17,11,28,60.71
Aleksandraflex,Cyber Cats,17,12,29,58.62
Arth4s,Purity,17,12,29,58.62
LasTetasDeZyfra,Expedition 60,17,12,29,58.62
MauroRBG,Quinto Imperio,17,12,29,58.62
Throne,Purity,17,12,29,58.62
Wizarderisss,Squirtle Squad,17,12,29,58.62
Yureay,A-T-L-A-S,17,12,29,58.62
angelu,S I X,17,12,29,58.62
grinc4er,Cyber Cats,17,12,29,58.62
xaidox,JOURNEY TOGETHER,17,12,29,58.62
DrExitus,Syntax,17,13,30,56.67
GTLBR,KillJoys,17,13,30,56.67
RowTR,Alpagut TR,17,13,30,56.67
Tirgik,Purity,17,13,30,56.67
X8Obito,Contingent,17,13,30,56.67
BSecRets,Heralds of Valhalla,17,14,31,54.84
